movie,sentence_count,username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
JFK 1991,10,ebiros2,Null,0,6,14 December 2011," One of the most intriguing movie in history of American cinema
","This is one of the most intriguing movie in American cinema , about one of the most intriguing story in American history .",plot,5,S,None
JFK 1991,10,ebiros2,Null,0,6,14 December 2011," One of the most intriguing movie in history of American cinema
",Everyone in the world should watch this movie at least once .,recommendation,5,S,None
JFK 1991,8,wrcong,5,17,39,22 November 2004," A bad high school term paper
","The problem with this film is that while Oliver Stone continually ducks behind the curtain defending himself that he was only making a work of fiction , he uses enough historical imagery and data that the end product is as I have described it in the "" one line description : "" a bad history term paper .",direction,2,S,Oliver Stone
JFK 1991,8,wrcong,5,17,39,22 November 2004," A bad high school term paper
","I""ll not recount the historical inaccuracies that permeate the film concerning the individuals involved save to note that attempting to make a hero of Jim Garrison would be laughable if the reputations otherwise damaged in the film did not belong to real people .",accuracy,2,S,Jim Garrison
JFK 1991,8,wrcong,5,17,39,22 November 2004," A bad high school term paper
",I would encourage anyone who believes that the character Kevin Costner portrayed bore any philosophical or intellectual similarity to Jim Garrison should read a biography of Garrison some time .,character,3,S,"Kevin Costner, Jim Garrison"
JFK 1991,8,wrcong,5,17,39,22 November 2004," A bad high school term paper
","He knew he had no case , he knew his "" star witness "" was perjuring himself .",plot,2,S,None
JFK 1991,8,wrcong,5,17,39,22 November 2004," A bad high school term paper
","But the call to glory was too great for Garrison to let those "" little inconveniences "" get in his way .",character,2,S,Garrison
JFK 1991,8,wrcong,5,17,39,22 November 2004," A bad high school term paper
","The real life Jim Garrison ultimately lost his case against Clay Shaw and Stone loses his case as well by attempting to glue together a variety of conspiracy theories , many of which had been debunked long before the release of the film in 1991 .",plot,2,S,"Jim Garrison, Clay Shaw, Stone"
JFK 1991,8,wrcong,5,17,39,22 November 2004," A bad high school term paper
","The problem , however , is that those theories are presented in "" JFK "" as historical verities , and large numbers of viewers haven""t the historical grounding in the facts of the assassination and the scores of investigations conducted since to know where Stone is taking "" artistic license "" and the actual facts of the case .",accuracy,2,S,Stone
JFK 1991,8,wrcong,5,17,39,22 November 2004," A bad high school term paper
","The result is that actual people end up being smeared by innuendo and "" factual evidence "" long since discredited .",impact,2,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
","I am the type of person that""s not really into politics or political movies but I enjoyed JFK .",genre preference,4,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
",It raised a lot of questions and fueled great discussions withing my circle of friends .,discussion,4,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
",The acting was excellent .,acting,5,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
",I will admit that the 3 + hour time length turned me off a bit,runtime,2,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
",and it was hard to stay awake .,pacing,2,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
","There were parts that could""ve been speed up but overall , it was really well written and directed .",writing direction,4,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
","I got sick every time they actually showed the bullit hitting Kennedy , just as sick as the time that CNN kept showing the planes hitting the twin towers .",violence depiction,2,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
",I realize that it is part of history,history,3,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
",but some things are unbearable to watch .,content,2,S,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
","I wasn""t born when Kennedy was shot",historical context,3,O,None
JFK 1991,8,Shila_Bhimji,8,7,24,10 January 2005," raised a lot of eyebrows
",but the movie gave me a feeling of what it was like for those who had been there or doing something in their lives when that moment happened .,atmosphere,4,S,None
JFK 1991,9,ETL,Null,0,10,15 February 2000," The Greatest Movie of ALL TIME!
","Some movies make everything you ate for lunch rise up , exit through your mouth and splash onto the floor .",impact,1,S,None
JFK 1991,9,ETL,Null,0,10,15 February 2000," The Greatest Movie of ALL TIME!
",This movie is not one of those movies .,comparison,3,S,None
