username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
jamiedphilips,10,114,123,23 December 2015," 15 years on... Still the greatest
",The casting is perfection as well as the incredible acting by everyone in the movie .,casting_choices,5,S,None
jamiedphilips,10,114,123,23 December 2015," 15 years on... Still the greatest
",I can still watch these movies back to back and not get bored .,viewing_experience,4,S,None
jamiedphilips,10,114,123,23 December 2015," 15 years on... Still the greatest
",They are a light to this world,themes_messages,3,O,None
jamiedphilips,10,114,123,23 December 2015," 15 years on... Still the greatest
","and wouldn""t be the same without them .",character_development,3,O,None
jamiedphilips,10,114,123,23 December 2015," 15 years on... Still the greatest
","I miss the good old LOTR""s days .",emotion,3,S,None
jamiedphilips,10,114,123,23 December 2015," 15 years on... Still the greatest
",The best movies ever created .,viewing_experience,5,S,None
jamiedphilips,10,114,123,23 December 2015," 15 years on... Still the greatest
",The Return of the King was the best way to end a thrilling journey through middle earth !,story_plot,5,S,None
MR_Heraclius,10,68,73,15 February 2020," Great
",Wonderful on every level .,viewing_experience,5,S,None
MR_Heraclius,10,68,73,15 February 2020," Great
",Love the characters and special effects .,character_development,5,S,None
MR_Heraclius,10,68,73,15 February 2020," Great
","One of the biggest , most massive battle scenes ever put on the silver screen .",story_plot,3,O,None
MR_Heraclius,10,68,73,15 February 2020," Great
",A great end to a monumental epic .,viewing_experience,5,S,None
GuyCC,10,1201,1404,17 December 2003," Unprecedented.
",Peter Jackson has done it .,filmmaking_direction,4,S,Peter Jackson
GuyCC,10,1201,1404,17 December 2003," Unprecedented.
","He has created an all - encompassing epic saga of Tolkien""s Lord of the Rings books ,",story_plot,3,O,None
GuyCC,10,1201,1404,17 December 2003," Unprecedented.
","and after coming away from the final chapter , how does this rate not only as a film on its own , but as a part of the whole ? Perfect .",expectation,5,S,None
GuyCC,10,1201,1404,17 December 2003," Unprecedented.
","I""ve never seen a series like this .",viewing_experience,4,S,None
GuyCC,10,1201,1404,17 December 2003," Unprecedented.
","A trilogy of movies created with such love and care and utter perfection of craft that you can""t help but walk away and wonder how did Peter Jackson make this possible ? I have always loved the original "" Star Wars "" and "" Indiana Jones "" series for their epic storytelling ,",filmmaking_direction,5,S,Peter Jackson
