username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",How could this film get only a 6 .,viewing_experience,2,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
","5 ? Yes , it""s a kid""s movie ,",genre_style,3,O,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",but I know plenty of adults(not including myself ) who loved this film .,viewing_experience,4,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
","It touches our hearts , and tickles our funny bones .",emotion,4,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",Not to mention I think in one way or another we could relate to it .,themes_messages,4,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
","That""s why it remains a classic Christmas comedy .",recommendation,4,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
","Home Alone is not only one of the highest box office successes of all time ,",commercial_context,3,O,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",but it deserves more praise .,recommendation,4,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",Mac showed a talent that very little child stars have now - a - days .,acting_performance,4,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",He brought in a great comedy about a boy who accidentally is left home alone when his family goes on vacation,story_plot,3,O,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",and takes on two burglars .,story_plot,3,O,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
","Yeah , it""s quit unrealistic about the burglars ,",story_plot,2,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
","but honestly , this is a terrific family film .",viewing_experience,5,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
","Joe Pesci and Daniel Stern are the perfect comedy duo of two idiots who can""t rob the place because a 8 year old child has out witted them",casting_choices,5,S,"Joe Pesci, Daniel Stern"
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",and set some clever and very funny traps around the house .,story_plot,4,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
","Please give this movie a chance , it""s just terrific",recommendation,5,S,None
Smells_Like_Cheese,10,399,445,23 November 2003," A timeless classic
",and I guarantee nothing but great laughs for you and the whole family . 10/10,viewing_experience,5,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","Home Alone ( 1990 ) Rating : 8/10 It might be dumb and corny , but I""ve actually liked this highly entertaining flick .",viewing_experience,4,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","The plot""s unbelievable ,",story_plot,2,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","but who cares : it""s funny ! Macaulay Culkin plays 8 year - old Kevin , a misunderstood kid who lives in a big ass house with his family .",character_development,3,O,Macaulay Culkin
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","They""re about to leave for Paris , where they""re gon na spend Christmas .",story_plot,3,O,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","About 20 people are running around the house , frenetically preparing for the trip .",story_plot,3,O,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","Kevin""s mad at everyone , because no one pays attention to him , unless it""s to yell at him .",character_development,3,O,Kevin
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","Hence , Kevin goes to sleep wishing that his whole family would disappear ,",story_plot,3,O,Kevin
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","and the next morning , they do ! The thing is that they somehow woke up late , left home in a hurry , and hey , they forget Lil Kev ! At first , he""s happy as a monkey ,",story_plot,3,O,Kevin
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","but after a while , things get messy .",story_plot,3,O,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","Two dumbass robbers are planning to rob his house ,",story_plot,3,O,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","but Kev ain""t gon na let them ! Okay , I know , this is one stupid story ,",story_plot,2,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","but it""s developed into a wonderful family film , as enjoyable as it is warmhearted .",viewing_experience,4,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
",Mac Culkin is awesome in the lead .,acting_performance,5,S,Mac Culkin
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","He really carries the film : he""s got style , he""s funny and he""s even a good actor ! Too bad his personal life screwed up , because he had the talent to become a grown - up movie star .",acting_performance,4,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","The idiotic criminals are also really cool , because they cast good actors instead of some Ernest - style lame - o over - actors .",casting_choices,3,S,Ernest
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","Oscar - winner Joe Pesci and Daniel Stern ( the narrator on The Wonder Years ) are hilarious ,",acting_performance,4,S,"Joe Pesci, Daniel Stern"
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
",but they also bring a bit more depth to what could have been cardboard characters .,character_development,4,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","Pesci plays an aggressive thug , and anyone who""s seen him in a Scorsese film knows how good he is at it .",acting_performance,4,S,Pesci
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","Stern plays a total dufus , and he""s also really convincing at it .",acting_performance,4,S,Stern
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","The film""s humor might seem dumb ,",writing_dialogue,3,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","but hey , it""s funny .",viewing_experience,4,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","John Hughes "" screenplay has Kevin protecting his home by turning the thieves into human Wile E. Coyotes ,",writing_dialogue,3,O,John Hughes
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","and like the cartoon , it made me laugh .",emotion,4,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","The gags might be old ,",writing_dialogue,3,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","but they""re played with inventiveness , and the acting is always right .",acting_performance,4,S,None
Twizm,8,119,138,1 May 2002," Funny and highly entertaining.
","I just love this film , and you will too if you look beyond the fact that it""s a family film .",viewing_experience,5,S,None
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",""" Home Alone "" has succeeded in establishing itself as a Christmas tradition , spawning off three sequels ( including a made - for - television flop ) , and a whole franchise in and of it .",commercial_context,3,O,None
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Macaulay Culkin plays Kevin McCallister , the average American child .",character_development,3,O,Macaulay Culkin
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",He has an attitude almost expected of a Chris Columbus film from the eighties .,themes_messages,3,S,Chris Columbus
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","He lives with a large family , which , right now , being around Christmas time , is about quadrupled , flooded by relatives "" children , all of whom pick on poor , poor Kevin ( sympathy long lost later into the film ) .",story_plot,3,O,None
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","One day Kevin wakes up from his sleep to find his wish has come true : his parents ( John Heard and Catherine O""Hara ) have disappeared .",story_plot,3,O,"John Heard, Catherine O'Hara"
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Enthralled by this , he proceeds to do everything and anything he was not allowed to do before , including eating ice cream in the morning , watching violent gangster films , jumping on the bed , wrecking his brother""s room ,",story_plot,3,O,None
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",and having some fun with a BB gun .,story_plot,3,O,None
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Unfortunately for Kevin , his parents have not just disappeared - they have accidentally left him at home before going to Paris ! Trouble really starts when two pesky burglars , Harry Lime ( Joe Pesci ) and Marv Merchants ( Daniel Stern ) , decide that their next burglary will be at the McCallister residence .",story_plot,3,O,"Kevin, Joe Pesci, Daniel Stern"
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Little do they know Kevin is more than prepared , arming the house with an array of booby - traps that would impress top spies in the American government .",story_plot,4,S,None
