username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
","and hearing about the hype for the first movie , I was excited .",expectation,3,S,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
","I heard there was going to be an all - British cast ( which makes sense , right ? )",casting_choices,3,S,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
","and we""d get to see a live version of one of the defining novels of our generation .",story_plot,3,S,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
",From what I remember I went with my family and a family friend to see the movie the day after Christmas,viewing_experience,3,S,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
",and was pleasantly amazed .,viewing_experience,4,S,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
","After the movie was over , I watched the credits",viewing_experience,3,O,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
","and discovered some familiar names ( the late Alan Rickman , Sister Act""s Maggie Smith , James Bond 007""s Robbie Coltrane ,",casting_choices,3,O,"Alan Rickman, Maggie Smith, Robbie Coltrane, Warwick Davis"
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
","and Star Wars "" Warwick Davis ) ; others not so familiar ( the kids , some of whom had their debut ) .",casting_choices,3,O,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
",But it was a good movie and was a party of colors and sights for all to see .,viewing_experience,4,S,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
",This is easily my favorite of all the Harry Potter films .,recommendation,5,S,None
Spike-Washington,8,17,17,23 March 2018," The major start of all the magic!
",The catalyst of the movie series !,themes_messages,3,O,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Once upon a time ( and not that long ago ) , in the vivid , fertile imagination of author J. K. Rowling , a character was born : A boy .",story_plot,3,O,J. K. Rowling
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","A young boy named Harry , who was destined to become one of the most beloved characters to emerge from a work of fiction in a long , long time , and was quickly embraced by young and old alike in all corners of the world .",character_development,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","And now , thanks to the magic of the cinema , Harry and his companions fairly leap from the pages of the novel to the silver screen in the phenomenal motion picture , ` Harry Potter and the Sorcerer""s Stone , "" directed by Chris Columbus and written for the screen by Steve Kloves .",filmmaking_direction,4,S,"Chris Columbus, Steve Kloves"
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Indeed , Harry Potter is a boy ,",character_development,3,O,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
",but not just any boy ; because Harry ( Daniel Radcliffe ) just happens to be a wizard .,casting_choices,3,O,Daniel Radcliffe
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","But , orphaned as a baby , Harry has been raised by his Aunt Petunia ( Fiona Shaw )",story_plot,3,O,Fiona Shaw
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","and Uncle Vernon Dursley ( Richard Griffiths ) , who never let him in on the fact that he was , well-- what he was .",story_plot,3,O,Richard Griffiths
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","It seems that Petunia didn""t approve of her own sister-- Harry""s mother-- because she was a witch ; nor of Harry""s father because he , too , was a wizard .",story_plot,3,O,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","When Harry turns eleven , however , the secret is out of the bag when-- after some strange goings - on-- a giant of a man named Rubeus Hagrid ( Robbie Coltrane ) shows up at the Dursley""s door to collect Harry",story_plot,3,O,Robbie Coltrane
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","and take him off to ` Hogwarts , "" a school for wizards and witches and all who would perfect the gift with which they were born : The gift of magic !",story_plot,3,O,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","And from the moment Harry boards the train ( from station platform nine - and - three - quarters ) that will take him to his destiny , the magic is alive-- for Harry ,",story_plot,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","and for the audience , as well ;",viewing_experience,3,O,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","and it""s a journey you will never forget .",viewing_experience,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
",What a monumental undertaking to even think of attempting-- translating and transferring this passionately beloved work from novel to the screen .,filmmaking_direction,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Because to millions of people , Harry and his companions are so much more than merely characters in a book ; these are characters for whom people have made a special place in their hearts , which puts a great burden of trust upon the man who would attempt to bring them to life .",character_development,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","And Chris Columbus , it turns out , was the right man for the job .",casting_choices,4,S,Chris Columbus
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","More than rising to the occasion and with some magic of his own-- and a lot of help from an extraordinarily talented cast and crew-- Columbus has delivered a film that is not only true to the story ,",filmmaking_direction,5,S,Chris Columbus
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
",but true to the very spirit that makes Harry Potter so special .,themes_messages,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","The special effects are absolutely beyond astounding ,",technical_visuals,5,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","and Columbus , with a keen eye for detail and without missing a beat , keeps it all on track and moving right along at a pace and with a sense of timing that makes this an absorbing , thoroughly entertaining and enjoyable experience from beginning to end .",editing_pacing,5,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","From the opening frame you get the feeling that you""re about to have a singular experience ; and you""re right .",viewing_experience,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Because you""ve just entered the world of Harry Potter . And it""s magic .",story_plot,3,O,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Even having the best special effects do not a great movie make , however ,",technical_visuals,2,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","and this film is no exception ; what catapults this one to the top are the performances , beginning with Radcliffe , whom you quickly forget is an actor playing a part .",acting_performance,5,S,Daniel Radcliffe
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
",And that about sums up what kind of a job this young man does here .,acting_performance,4,S,Daniel Radcliffe
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Without question , he IS Harry Potter , physically and emotionally ,",acting_performance,5,S,Daniel Radcliffe
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","and when he waves his wand and does what he does , you believe it .",acting_performance,5,S,Daniel Radcliffe
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
",A wonderful performance by a gifted actor who has a great career ahead of him ; without question the perfect choice for the role of Harry .,casting_choices,5,S,Daniel Radcliffe
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Also turning in excellent performances are Rupert Grint as Ron Weasley , and Emma Watson as Hermione .",acting_performance,5,S,"Rupert Grint, Emma Watson"
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","As with Radcliffe , the casting here could not have been more perfect .",casting_choices,5,S,Radcliffe
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Grint is ` Everyboy , "" with that special glint in his eye and a manner that makes him especially endearing .",character_development,4,S,Grint
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","And the spunky Watson adds some real sparkle to the film as Hermione , the one with the sense of urgency and the wherewithal to get things done ; a real role model for young girls everywhere .",character_development,5,S,Watson
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","It""s obvious that a lot of care went into the casting of this film ,",casting_choices,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","and it""s a big part of why it is so successful .",viewing_experience,4,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Richard Harris , as Headmaster Albus Dumbledore ; Maggie Smith as Professor McGonagall ; John Hurt as Mr. Ollivander ; Ian Hart as Professor Quirrell .",casting_choices,3,O,"Richard Harris, Maggie Smith, John Hurt, Ian Hart"
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","Exceptional performances from one and all , with two that stand out as especially memorable : Robbie Coltrane , who readily conveys the fact that Hagrid""s heart is of a size that matches that of the man ; and Alan Rickman , as Professor Severus Snape , deliciously droll while demonstrating menace through the fine art of articulation .",acting_performance,5,S,"Robbie Coltrane, Alan Rickman"
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","The additional supporting cast includes John Cleese ( Nearly Headless Nick ) , Warwick Davis ( Professor Flitwick ) , Julie Walters ( Mrs. Weasley ) , Zoe Wanamaker ( Madame Hooch ) , Tom Felton ( Draco Malfoy ) , Harry Melling ( Dudley ) and David Bradley ( Filch ) .",casting_choices,3,O,"John Cleese, Warwick Davis, Julie Walters, Zoe Wanamaker, Tom Felton, Harry Melling, David Bradley"
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","From Rowling""s imagination to the written page to real life ( albeit via the movie screen ) , ` Harry Potter and the Sorcerer""s Stone "" is a triumph many times over ; a unique film of truly universal appeal , the likes of which is as rare as , well-- a sorcerer""s stone .",viewing_experience,5,S,J. K. Rowling
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","A film in which adults and children alike will rejoice , because it speaks to the heart in a universal language of life , love , experience and imagination ; a film that states unequivocally that magic exists-- as long as there""s a single child with a single dream somewhere in the world , and real wizards like J. K. Rowling , Chris Columbus , Steve Kloves and every member of this wonderful cast and crew around to bring it to life as they have here .",themes_messages,5,S,"J. K. Rowling, Chris Columbus, Steve Kloves"
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","An instant classic in every sense of the word , this is truly a film for the ages .",viewing_experience,5,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
","A remarkable achievement , this IS the magic of the movies .",viewing_experience,5,S,None
jhclues,10,77,87,21 November 2001," The Magic Comes To Life!
",I rate this one 10/10 .,viewing_experience,5,S,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","The breeze stirred the neatly cut bushes of Tisovaya Street , silently lying under the ink - black sky .",story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","Of all the streets in the world , this street was the least suitable for amazing events .",story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
",Harry Potter turned in his sleep .,story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
",A small hand groped for it and squeezed the envelope .,story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","The boy was asleep ... "" ( c ) June 30 , 1997 in the light came the debut of the writer Joan Kathleen Rowling .",commercial_context,3,O,Joan Kathleen Rowling
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","Literally such words began to become great , a series about a small wizard , with a scar on his forehead .",story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","The story that absorbed the minds of adolescents around the world , as it was said in the press "" ... A book that can tear boys and girls away from TVs and computers , return it to the house from the street ... "" Just imagine ... "" A dull , dank , dark night .",story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
",In the street a storm .,story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","The little boy lies on the floor of his "" room "" , in a small shack",story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","and draws a finger in the sand with an inscription , "" Happy Birthday , Harry ! "" .",story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","The cry of the soul , he knows that no one will congratulate him , no one will affably caress the top of his head .",emotion,2,S,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
",In a minute he will be eleven .,story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","Ten seconds ... Nine ... You can wake Dudley - just for laughing ... Three ... Two ... One ... A loud knock at the door , there""s no knock , just a crash .",story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","There was someone behind the door ,",story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
",and he was obviously going to come in .,story_plot,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
",""" I think anyone will guess what happened next .",expectation,3,S,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","Good - natured giant Hagrid , told Harry the striking news that he is not just a boy with a scar on his forehead ,",character_development,4,S,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
",but a real magician .,character_development,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
",A short word about the actors .,acting_performance,3,O,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","Harry What to say , there would not be Harry James Potter , there would not be the book itself .",character_development,4,S,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","Whatever happens in the books , I was always entirely for his character .",character_development,4,S,None
BiiivAL,9,78,90,5 June 2018," ...Welcome to magic world
","In the first part , he""s just small , you can even tell a confused boy .",character_development,3,S,None
