username,rating,helpful,total,date,title,review
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Final Destination , or Flight 180 "" as it was titled right up until the last minute , was a surprise hit of 2000 ."
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",It was made with a modest budget of $ 23 m it grossed a nice sum of $ 53 m in the US .
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","It was in the UK , however , where the film really shone , up against the massive epic Gladiator at the time the movie managed to gross a none too bad £ 11 m but what made it better was it was a true sleeper hit , it spent 14 weeks in the UK film charts ."
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","With no big name actors , and no major publicity the film did so well because of word of mouth and the word was it was damn good ."
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",I admit I was sceptical at first in reading about Final Destination .
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","It seemed like a tired teen horror movie that seemed to be spewing out of America at that time , indeed it was only until about 3 weeks in to it being released that I actually lifted my bum off my sofa"
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",and put my bum on the seat in front of the big screen to actually watch the movie .
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","I loved it , and it was made better by the low expectations I had of it . It isn""t groundbreaking"
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","but it is effectively chilly at times , the acting is surprisingly good"
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",and the plot is pretty fresh .
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","James Wong ( X Files ) came up with the idea of the movie , about cheating death ,"
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",and it does seem to have a kind of X Files ring to it .
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",The story goes as follows .
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Alex ( Devon Sawa ) is off , with his classmates , to France ."
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Now being in America France is like our version ofAmerica , so it""s a pretty big deal ."
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","While on the plane he has a premonition of the plane exploding , slightly scared , he wakes up"
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",and finds that some of his premonition turns out real .
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Scared for his life , and the others on the plane , he cause a fuss which sees him and several other classmates chucked off the plane ."
