movie_title,title,review,rating,helpful,total,date
The Blair Witch Project," Frightening classic
","The Blair Witch Project (1999) C-87 min. D: Daniel Myrick, Eduardo SÃ¡nchez. Heather Donahue, Joshua Leonard, Michael C. Williams. Low-budget box-office smash about three film students doing a documentary on a witch legend (The Blair Witch) who eventually get lost in the woods and disappear. A year later, their footage is found and that's what we are watching in probably the most frightening movie in years. All of the dialogue was ad-libbed, making it even more realistic (if that is possible). The last ten minutes of the movie are the most terrifying of all. Don't watch it alone! RATING: 8 out of 10. Rated R for profanity.",8,0,1,26 October 1999
The Ring," Scary as hell
","The Ring (2002) D: Gore Verbinski. Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Richard Lineback. Horror film based on the 1998 Japanese film RINGU is designed to shock, rock, and jolt its viewers, with the results being just plain scary as hell. Watts delivers a terrific performance as a news reporter who is investigating the origins of a freaky videotape whose viewers die 7 days after viewing it. The film borders on the absurd, but the atmosphere is unbearably tense. Loses 2 points, however, for the film's too many endings and an opening sequence that features teenagers that seemingly belong in a pop culture slasher film rather than this one. RATING: 8 out of 10. Rated PG-13 for violence and grisly images.",8,0,0,16 November 2002
Monster," Beautiful, sad masterpiece of film-making
","Monster (2003) C-109 min. D: Patty Jenkins. Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen, Annie Corley, Pruitt Taylor Vince, Marco St. John, Marc Macaulay, Scott Wilson. Theron delivers perhaps the greatest performance by a lead actress ever, playing female prostitute/serial killer Aileen Wuornos, executed in 2002 for murdering seven men in 1989. Ricci also hits home as her lesbian lover Selby. The murders are gruesome and disturbing, especially the last murder that is extremely hard to watch, as Aileen murders a man who simply wants to help her. Highly recommended, though not for the squeamish (or close-minded). The film does a good job of not excusing Aileen's behavior, instead just serving as an explanation of how a human being could turn into someone so cold, heartless, and devoid of any redeemable qualities whatsoever. It's a beautiful, sad masterpiece of film-making. RATING: 9 out of 10. Rated R for violence, profanity, sexual situations, nudity.",9,0,0,23 August 2004
Happy Gilmore," Sandler is funny, but Stiller steals the show
","Happy Gilmore (1996) C-92 min. D: Dennis Dugan. Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay, Carl Weathers, Ben Stiller (cameo), Bob Barker. Very funny vehicle for bad boy Sandler, about a loser who strives to be a hockey player. When his grandma loses her home to the IRS, he joins the pro golf tour to make enough money to buy it back. While Sandler delivers a terrific performance (and is aided by excellent supporting actors McDonald and Weathers), the show-stealer is Ben Stiller, as an evil nursing home manager. Best scene: the 'landscaping duty' scene at the nursing home. RATING: 8 out of 10. Rated PG-13 for violence, strong language, and comic sexual themes.",8,1,1,31 December 1999
Final Destination 2," Excessively gory film with a truly sickening ending
","Final Destination 2 (2003) D: David R. Ellis. Ali Larter, A.J. Cook, Michael Landes, Terrence `T.C.' Carson, Jonathan Cherry, Keegan Connor Tracy, Sarah Carter, Tony Todd. Excessively gory film with a truly sickening ending is otherwise an entertaining and worthy sequel, although it is just a bloodier version of the original film. The sole survivor from FINAL DESTINATION (Larter) helps another group of teenagers in their quest to `cheat death' after the main character (Cook) has a premonition on a highway. Drags on towards the middle of the film, but will satisfy the fans of the original. Devon Sawa, star of the original, is sorely missed here. RATING: 5 out of 10. Rated R for graphic violence and profanity.",5,0,0,24 March 2003
The Bourne Identity," Nothing special
","The Bourne Identity (2002) D: Doug Liman. Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox, Julia Stiles, Gabriel Mann, Walt Goggins. Entertaining action farce has every action cliché imaginable, but a good performance by Damon makes it worthwhile. A man washes ashore, ridden with amnesia and bullet-holes, as he tries to piece his life back together and eventually gets involved in international espionage. Nothing special. RATING: 6 out of 10. Rated PG-13 for violence and profanity.",6,0,2,24 March 2003
The Italian Job," Overlong but enjoyable action film
","The Italian Job (2003) D: F. Gray Gray. Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham, Seth Green, Mos Def, Edward Norton. A team of expert thieves are double-crossed by one of their own and one year later, carry out the plan of ultimate payback. Overlong but enjoyable action film carried by its stars (Wahlberg, Theron, and Green stand out) and the good action sequences. For once, an action film that doesn't simply rely on computer-generated special effects! RATING: 7 out of 10. Rated PG-13 for violence and profanity.",7,1,2,21 July 2003
Terminator 3: Rise of the Machines," Action to spare, but lacks heart and Cameron's touch
","Terminator 3: Rise of the Machines (2003) D: Jonathan Mostow. Arnold Schwarzeneggar, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Earl Boen, Moira Harris, M.C. Gainey, Susan Merson. As it turns out, the 1997 nuclear war prevented in TERMINATOR 2: JUDGMENT DAY had not been prevented at all, just merely postponed. Taking place in the present day, yet another Terminator, the T-X (Loken) is sent back through time to kill the future leader of the human resistance John Connor (Stahl, filling in for the troubled Edward Furlong), as well as several other future military leaders. The long awaited TERMINATOR sequel lacks director James Cameron and stars Linda Hamilton and Furlongand it shows. Despite some great action sequences by director Mostow (who won me over with 1997's BREAKDOWN) and great special effects, the film fails to capture its audience with awe and wonder like the first two. Several twists about the actual war caused by Skynet (talked about in the first two films but never actually shown) are present here and are a neat touch. However, Loken's T-X isn't nearly as menacing as Robert Patrick's T-1000 in T2. Action to spare, but lacks heart and Cameron's touch. Also, the music score by Marco Baltrami just plain sucks (omitting Brad Fiedel's famous TERMINATOR theme until a lousy orchestrated version at the film's end). RATING: 7 out of 10. Rated R for graphic violence, profanity, and brief nudity.",7,0,0,6 July 2003
American Beauty," Thought-provoking, realistic tale of a midlife crisis
","American Beauty (1999) D: Sam Mendes. Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Allison Janney, Chris Cooper, Scott Bakula, Sam Robards. Thought-provoking, realistic tale of a midlife crisis. A first person account of one man's quest to turn his life around and how he turns everyone else's life into a living hell as a result. This film has everything: humor, drama, violence, and several plot twists. The acting, especially by Spacey, is superb and the twist ending is a nice added touch. Certainly not for all tastes, as the subject matter is less than squeaky clean. RATING: 9 out of 10. Rated R for strong sexual situations, profanity, violence, and drug use.",9,0,0,24 March 2003
54," Entertaining story about the famed 1970s New York nightclub
","54 (1998) D: Mark Christopher. Ryan Phillipe, Salma Hayek, Neve Campbell, Mike Myers, Sela Ward, Breckin Myer, Sherry Stringfield, Jay Goede. Uneven if entertaining story about the famed 1970s New York nightclub, as told through the eyes of a young bartender (Phillipe). The cinematography and set pieces are spectacular and the film really catches the look and feel of the late 1970s. Although Myers delivers a notable performance as the nightclub owner Steve Rubell, the film belongs to Phillipe, who has never looked hotter. Campbell has a disappointing lack of screen time. RATING: 7 out of 10. Rated R for violence, sexual situations, profanity, and drug use.",7,0,2,28 March 2003
