movie_title,title,review,rating,helpful,total,date
The Hunger Games: Mockingjay - Part 1," If we burn, you burn
","'This is the start of how it all ends. They used to shout my name, now they whisper it. I'm speeding up and this is the red, orange, yellow flicker beat sparking up my heart.' The war has begun, the rebellion has started, the fire is ignited, the Mockingjay lives. Katniss Everdeen, the girl from District 12 survives the arena, unbeknowest to the Capitol and President Snow. Now she must fight and fight she must. But all is still not right. She now has to rescue the one she loves and he is being held captive and tortured by Snow and used as a weapon to get the rebels to cease fire and relinquish their rights as rightful citizens of Panem, according to President Snow.This movie defied all odds. Since 2008, our eyes were opened to the girl from District 12, and then she caught fire and now she is the rebel leader who will bring down the Capitol and their wicked ways.I was one of the select few who saw this movie as part of a marathon leading up to this movie. I was stunned and floored. Nothing will ever compare to this movie. The song that leads this movie is a perfect match to spark that yellow flicker beat.The cast and the crew – you were heartbreakingly incredible – Jennifer Lawrence, you stun us every time you grace the screen; Josh Hutcherson, you gave the best performance to date – Liam Hemsworth, Elizabeth Banks, Julianne Moore – you are my favorite, but the prize would have to go to the game maker on this one, Phillip Seymour Hoffman – you are the definition of the cinema, you have given your best performances from Capote to The Talented Mr. Ripley to Doubt to Catching through Mockingjay, Part 2 – this is one is for you.Thank you Suzanne Collins for allowing us to dive in to your world of this Utopian universe. You have given us something to believe in and this ourselves and to spark that flame in our hearts.Now, what will happen to Peeta? What will Katniss do? Will President Snow live or be executed for his crimes? All these and questions and more will be answered in The Hunger Games: Mockingjay – Part 2 on November 20, 2015.",10,26,65,21 November 2014
Pirates of the Caribbean: On Stranger Tides," A Return to the High Seas
","Eight years ago we were introduced to a scallywag, a pirate of sorts, a pirate by trade – Captain Jack Sparrow. Who would have thought that a big-time attraction from Disneyland & Disney World could spark a dynamite in the hearts of moviegoers? Gore Verbinski took that risk and the torch was passed down to a man who directed musicals and what not – Rob Marshall. Well, I say, way to go Rob. You have done the crew a very BIG debt of gratitude. You took the reins and you shook them hard to make this movie the best of the 4. The cast – Geoffrey Rush, Ian McShane (thank you for portraying Blackbeard the way it was supposed to be played), the beautiful and talented Penelope Cruz and most importantly the man who needs no introduction the man who played Edward Scissorhands, the man who played Willy Wonka, the 21 Jump Street actor from all those years ago to a rising star and a beloved actor – the incredible Johnny Depp. From the story line, to the special effects, to the great music (Hans Zimmer, again you have proved your worth.) I give this movie a resounding and magnifying ARRRRRGGGGH!!!!! (a 10).",10,1,2,20 May 2011
The Twilight Saga: Breaking Dawn - Part 1," 4 years spanning
","On November 21, 2008, we were introduced to a whole new world of the supernatural – vampires and the occasional love between a vampire and a mortal. Then the real battle began on November 20, 2009, when the were-wolves came out of the bag, literally and the ever-so-much killing spree of a notorious vampire who was determined to kill the mortal for beheading her mate. Then on June 30, 2010, that same vampire – Victoria, created an army to wipe the Cullen clan off the face of the earth and the supernatural world, but in the end death would meet her in the afterlife as she herself becomes ash and dust. Now we come to November 18, 2011, where the epic battle between what is right and what will be will come to an epic end in Part 1 of the 2-part phenomenal and mesmerizing conclusion to the story of a love that will last into eternity. It all started with a longing, and it will end in happiness. To the creator – Stephanie Meyer, thank you so much for an incredible journey of love, passion and heart – you have given us something that we can cherish for the rest of our lives.",10,7,20,18 November 2011
Iron Man 3," An Adventurous Continuation(retracted)
","In 2008, we were re-introduced to a comic book that we grew up as kids reading – Iron Man. But this time, an epic adventure that gave us a lesson in identity. An identity of sorts, an identity of personal growth. But the enemy was within the ranks of the inner circle – a friend betrays a friend. In 2010, that identity continues but in a whole new way, the billionaire playboy Tony Stark continues his quest to rid the world of evil and mass destruction. But the enemy grows – and there is only one way to destroy it – an enemy from the Russian federation, an enemy with a grudge.In 2013 – it all comes to an epic conclusion – as we see in this final installment in this franchise – we see our hero as he faces something more terrifying than Obadiah Stane, more menacing than Whiplash, a firey Mandarin – this is no ordinary villain it brings out the worst in our hero and yet he begins to unravel before our eyes. What's next for our hero? Will he be back? Or is this the endThis trilogy could not happen without the greatest actor of our generation – an actor who brought us to our knees in WonderBoys and created chemistry with Ally McBeal – Robert Downey, Jr. And an actress who loves to country croon and scream – Gwyneth Paltrow. To the villains – Jeff Bridges, Mickey Rourke, Sir Ben Kingsley & Guy Pearce, - could there be more evil for Iron Man to fight? The 2 directors that brought all the drama, romance and yea – the sense of adventure – Jon Favreau and Shane Black, does Shane Black return or will Jon Favreau helm the 4th installment? All we know is that there is an..IRON MAN 4 in the works.THIS MOVIE ROCKS!!!!!!!!!!!!!!!!",10,26,44,4 May 2013
Captain Marvel," Mistaken Identity
","Identity erased. Mistaken Identity. Superhuman identity. Or should I say - superhero identity. Yes, you heard it here folks, a super human hero identity. So what would you do if you were taken into another world and have your human identity erased completely and given a new identity? You would probably flip out. That is v what happened to Carol Danvers.Created in December of 1967 and (possibly born in March of 1968), Carol Danvers a.k.a. Captain Marvel or Mar-Vell has to come to terms with who she really is and save both not only the earth but a race of aliens from the very people that, Marvel thought were her own family. Now, I will say this - Brie Larson- rocked the main title role to the letter. I have never heard of Captain Marvel until I heard they were making this movie.Something else though, at the very beginning of the movie, the regular characters were not in the original scroll through, someone very special was in that place, with all the cameos and all the hours of writing comics over the last several centuries- Stan Lee - has given us so many characters that we can all relate to.Going back to the movie, Anna Bolden and Ryan Fleck did a super human job in the director chair. They both defied the odds and gave us something that we can long for: an identity that we can all relate to. From Brie Larson to the most ever beautiful amazing Annette Bening, to the ever busy and talented Jude Law and with a cast of people, this movie has given us all an identity that we can live for.So, 2 questions remain, if you have not seen the mid-credits scene and post-credit scenes then you will need to stop reading this review because this movie sets up where Avengers: Infinity War ends and the last of the Marvel movies comes to an end with Avengers: Endgame begins. Oh, and um, how did they get their hands on the Tesseract? We shall see",10,6,17,27 April 2019
Iron Man 2," I think not!!!
","The old saying goes that when people retire, they don't come back head strong. I disapprove very strongly whoever said that. When Iron Man come on the scene in 2008 as a remake of the original comic book, I said it wouldn't last. I was completely, out-of-my-freaking-mind, THIS MOVIE ROCKED!!!!! I'm talking about Robert Downey, Jr. He may have had a rough beginning, but he has shown his true colors, especially the gold and the red colors. Now that they have added a third to make it a trilogy, I can't wait to see that one. I didn't think I would like Iron Man, but I do – here's what I think and believe about this, I think we are going to see Downey, Jr. more and more and more. Great acting, wonderful cast (Downey, Jr., Paltrow, Rourke, Cheadle, Rockwell, Johansson, Jackson) and a wonderful director who by the way made a cameo in the second. Let's give our props to Jon Faverau. Great movie, Great Job!",9,2,2,11 December 2010
The Hunger Games," May The Odds Be Ever In Your Favor
","'May the odds be ever in your favor.' The Hunger Games is not just a movie of action and romance – it is a movie about survival of the fittest. The Hunger Games is about who can outwit the others. The Hunger Games is about finding your true self. But how can one find their self in a brutal attempt to please the one nation that created the games – The Capitol and the ruthless dictator of all time President Snow (played brilliantly by Donald Sutherland).With an all-star cast, directed by Gary Ross – who brought us Pleasantville and Seabiscuit, interwove the world that Suzanne Collins created. From Jennifer Lawrence (Katniss) to Josh Hutcherson (Peeta) to Gale (Liam Hemsworth) to Cinna (Lenny Kravtiz), this movie defied all odds.I have nothing negative to say about this movie, it was a movie that will stand up against one other movie this year. A movie of a test of time standing still for one immortal girl, one immortal boy and clan that will have to meet their end in The Twilight Saga: Breaking Dawn – Part 2.But for The Hunger Games, thank you Suzanne for sharing your world with us. Thank you Gary Ross for your excellence in movie making. And thank you to the cast – you outshone and maybe just maybe in Catching Fire we will see more of your brilliant work.",10,6,22,23 March 2012
Star Trek Into Darkness," Plunging into Darkness
","We last left our friends on the USS Enterprise with peace and tranquility on board and on earth back in 2009 – but now all is not well in the galaxies and everything is not right in Star Fleet. There is a traitor amongst them – a traitor that holds a grudge, a traitor full of clout and darkness, a traitor that leaps for joy at the sight of death and destruction. John Harrison a.k.a. Khan is not your typical villain he is a villain full of surprises and leaves you on the edge of your seat thirsty for more destruction as he attempts to end Star Fleet as we know it. We are left wondering at every turn what Captain James T. Kirk (Pine) would do as well as his First Officer Spock (Quinto). We are left with questions what will become of our villain.Sowhat will become of our heroes from Star Fleet? Is there another adventure for them? Will Khan seek revenge? Those are questions what will be answered until we meet again. To Boldly Go Where No One Has Gone Before.",10,7,18,19 May 2013
Prince of Persia: The Sands of Time," The Sands of Time
","What can be said about Jake Gyllenhaal in Prince of Persia: The Sands of Time – just one word – INCREDIBLE. Since his Brokeback days, Gyllenhaal is a man of many talents – he does his own stunt work. In this movie, Jake Gyllenhaal, best friend and brother to the late great Heath Ledger, lives up to his name. With an incredible cast Sir Ben Kingsley and Alfred Molina and the director who brought us Harry Potter & The Goblet of Fire Mike Newell, this movie beats all other Walt Disney films by a landslide. Hoping for some more action from Jake, this movie is his best work to date.I give this movie 10 stars",6,1,3,11 December 2010
Thor: Ragnarok," The Thunder Rolls
","Welcome to the new and approved Asgard, or as I like to call it: The Revenge of an Angry Sibling. Let's rewind back to 2011 when we were first introduced to the God of Thunder. Thor, the crown prince of Asgard, has a sibling rivalry with his brother Loki over the rights to the throne and the birthright to become better brothers. You know the saying, 'All that ends well, ends well.' Not in this case 'Not all that ends well, doesn't end well.' Then we come to 2013, when all hope was almost seen as lost. When the dark forces of a foe that they thought was almost diminished, got stronger through a black mass that almost destroyed what Thor almost hold dear to his heart.Now we come to the mother of all, the impending doom of Asgard when someone from the past comes back unbeknownst to Thor and Loki – a woman from the past seeks revenge on the city and all that Thor and Loki could do to save their city is to, well, I'm not going to spoil it, but I will say this Hela, played beautifully and menacing by the talented Oscar winner Cate Blanchett, did an incredible job.Ragnarok was awesome. It was adventurous, dangerous, comedic. I thoroughly enjoyed. Stay tuned though because this movie is vital to the upcoming next Avengers movie. Not saying anymore.",10,11,23,6 November 2017
