movie_title,title,review,rating,helpful,total,date
Ford v Ferrari," FORD v FERRARI (2019) - 9/01/2020
","Christian Bale continues to prove that he is one of the best actors of this era, and this film is another example of it. Damon is good, but Bale carries this film much like his character carries his racing team. The story is very interesting, maybe better titled 'Shelby v. Ford' rather than 'Ford v. Ferrari' but a story worth hearing about, especially if you are not familiar with it already. It definitely consists of some run of the mill and cliche sport biopic moments and themes but it is worth checking out for the performances, direction and if you're into sports, cars and races.<ul><li>Mitchell Bulfin</li></ul>",6,2,3,10 March 2020
The Lobster," THE LOBSTER (2015) - 26/03/2020
","The Lobster is inventive, transporting, but still relatable, rooting the nexus of it's weirdness on the same awkwardness and anxiety everyone feels with the prospects of prolonged romantic courtship. The Lobster is a captivating and unusual creation deserving of it's spotlight and surefire future cult status amidst lovers of the weird. Highly recommend checking this out.<ul><li>Mitchell Bulfin</li></ul>",8,1,1,30 March 2020
The Benchwarmers," THE BENCHWARMERS (2006) - 27/03/2020
","The Benchwarmers attempts to have an important message about bullying and I commend a comedy for trying to have a message at all. But the film probably ended up offending more people than it helped. It's a film that people praise for it's quotable lines and hilarious side characters, but neither can save the unintelligent feeling I got throughout the 80-minute runtime.<ul><li>Mitchell Bulfin</li></ul>",2,0,1,30 March 2020
Vertigo," VERTIGO (1958) - 15/10/2020
","A beautifully crafted classic. Vertigo works as a love story, works as a drama and works as a thriller all thanks to Alfred Hitchcock's directing skills. This movie literally made me applaud, I appreciate this film a lot. A perfect gem.<ul><li>Mitchell Bulfin</li></ul>",10,0,1,10 March 2020
Casablanca," CASABLANCA (1942) - 16/10/2019
","'Casablanca' is a tight movie. Craftsmanship is the name of the game, and with every line, look, and movement contributing to its story, not a moment of what you see on screen is wasted. Fully realized locations, legendary performers at the top of their game, and a story that sneaks up on you with how powerful it suddenly becomes -- yes, 'Casablanca' deserves the place it has made itself at the top of all-time lists. Even today it's more entertaining and emotionally resonant than many current films. That it is from 1942 and yet remains so relevant today is simply mind-blowing.<ul><li>Mitchell Bulfin</li></ul>",10,1,1,10 March 2020
Inglourious Basterds," INGLOURIOUS BASTERDS (2009) - 13/11/2019
","An fun, engrossing, beautifully crafted piece of nonsense, the likes of which we hadn't seen in a long long time. The silliness of the story is marvelously camouflaged with great dialogue and some superb performances. Christoph Waltz must be thinking already about his acceptance speech. What a performance! The civilised monster, polyglot, refined and deadly. He gets us going from the first, sensational scene. Brad Pitt is also wonderful. Was he putting a Mussolinni chin while impersonating an Italian? I thought so. His character's name sounds like Aldo Ray and I'm sure that's no accident. The film is full of movie references. Another character is named Fenek, as an homage to his 1970's  Edwige Fenech. What is already one of Tarantino's trademarks is his sure step along the most immediately recognizable bits of pop culture. He's clearly not a cultured man but a pop expert, king in a world where people get their news from TV, don't read, other than magazines and comics, etc. That's how it happens, to be in the right place at the right time. For better or worse, these are Tarantino times. Masterpiece of modern cinema, highly recommend it.<ul><li>Mitchell Bulfin</li></ul>",8,0,1,10 March 2020
12 Angry Men," 12 ANGRY MEN (1957) - 21/10/2019
","12 Angry Men proves that a masterpiece is all in the details. This is, without a doubt, one of the best dramas ever created. Nice short runtime, small cast, all filmed in one room.m, it's just so tight. The beauty of it is that just from dialogue alone we are thoroughly entertained and it maintains a sense of tension throughout. The crime is never re-enacted, it's from the descriptive dialogue that we picture it in our heads. Writer Reginald Rose knew that the most powerful tool in film was words. The cast was high calibre, Henry Fonda leading the view of not guilty. It's pretty difficult to go against him when he is full of suaveness and so convincing. We get to know each juror as the film goes on and we soon start to explore the possibility that their personal lives are tainting their decision. That, was what made it so palpable. It was clouding their judgement, and their stubborn personalities made it all the more satisfying if they did change their mind. Persuasion is a powerful tool, but add a hint of conviction and you can manipulate anyone's mind. Several nice details were included, I like the fact it was set on the hottest day of the year. The heat evidently getting to the jurors, it made them more irritable and heightened the angry emotions within. Director Sidney Lumet did so much in such a little space, technically. When the jurors enter the room, its a sublime long five minute shot and he manages to share the screen time with each juror equally. He was able to convey their personalities instantaneously just by their attire, then when the discussion commences we start to dig a little deeper. The screenplay really is the winner here, if anything it makes me want to work in law. Dramas do not come better than this, 12 Angry Men easily gets the perfect rating. It sits in the inclusive list of masterpieces.<ul><li>Mitchell Bulfin</li></ul>",10,0,0,10 March 2020
Knives Out," KNIVES OUT (2019) - 22/11/2019
","'Knives Out' is a perfectly entertaining, perfectly agreeable little film, a star-studded old-style murder-mystery that's good fun while it lasts. The actors involved all seem to be having fun and the plot keeps you engaged, even right up to the reveal when you will, as can often happen with these things, find yourself saying, 'Oh, so that's...hang on, that doesn't make any sense'. For indeed, plot and motivation holes abound and ultimately you're left with a decent film (although some might find the lie/reflux plot point a trifle irritating). It's fun enough, the kind of film best watched after Christmas lunch with the family, but it's not a game-changer in any way.<ul><li>Mitchell Bulfin</li></ul>",7,2,3,10 March 2020
The Irishman," THE IRISHMAN (2019) - 28/11/2019
","Now, I missed out on seeing this at the cinema but I watched it instantly as soon as it was on Netflix. If you can see this at a cinema, and can handle three and a half hours without a toilet or snack break, then by all means, watch it on a big screen, because it's beautiful and ultimately the best way to experience a film of this scope and spectacle.Whatever you do, make sure you ultimately watch it. Films like this don't come around too often, and this is such a perfect swan-song for this talented group that I doubt we'll see these legends together again. It's bittersweet, but if this is Scorsese's, De Niro's, Pacino's and Pesci's farewell to the crime genre, then it's an amazing note to go out on.<ul><li>Mitchell Bulfin</li></ul>",8,3,7,10 March 2020
Yes Man," YES MAN (2008) - 18/03/2020
","Jim Carrey is as good and charming as ever, but even he cannot save this film. It's an amusing comedy, but predictable and sluggish, and most of the gags don't quite work. Plus, even though Carrey pulls through with a handful of funny bits, he just doesn't suit the part. 'Yes Man' is good for passing time with, but it could have been so much better. Ironically, I am not a Yes Man to this predictable semi-witty comedy.<ul><li>Mitchell Bulfin</li></ul>",5,2,2,30 March 2020
Taxi Driver," TAXI DRIVER (1976) - 12/07/2019
","A brilliant psychoanalysis of a disturbed individual, Taxi Driver is masterfully directed and showcases the career-defining performance of Robert De Niro, and remains just as poignant and hard-hitting as it was back then.<ul><li>Mitchell Bulfin</li></ul>",10,0,0,10 March 2020
