movie_title,title,review,rating,helpful,total,date
The Avengers," OMG what a waster
","Went to this movie with high expectations but after being bored for basically 2/3 of the movie it picked up..Too much time wasted on secondary characters like black widow, the archer character and the every annoying Samuel L Jackson and his equally annoying character Nick Fury...gee i wanted to see action not a snippet here a snippet there and the hulk basically not being shown except for the near end and a slight flurry on the invisible flying boat...not enough of the major stars and just too ponderous and cheap laughs to break the long stretches of monotony plus like any cliqued movie the death of a character to bring the team together seen that too many times...basically with some of the talent available for this movie the return was awful and i was just way too bored by the time the action hit and just annoyed by prementioned reliance on minor characters to really care...could have been wonderful but was a major disappointment",4,9,24,8 May 2012
Rogue One: A Star Wars Story," what a waste
",watched this last night and oh my god what a waste of time. first again another star wars movie that is a copy and paste from the original movie. the leads have the charisma of road kill the effects were loud and just all over the place unlike john wick where the action scenes are were done and have fluidity the fx on this movie all over the place and one has no idea where in the world the participants are in comparison to the action at times. the dialogue is wooden and just a waste of time and a cash grab for the studio.,1,4,10,24 July 2017
Iron Man 2," Grab your popcorn and get ready for the ride
",Just came back from Iron Man 2 and it is a movie to be enjoyed. One feels like a young child watching this movie as it plays out like a comic book in front of the viewer. The pace and action of the movie are terrific. Robert Downey Jr.'s acting and presence in the movie carries it with charm and charisma and you like the Tony Starke character who unlike other comic book hero alter egos actually is not nebbish. Gwyneth Paltrow is good in this movie though she is more wallpaper in many of the scenes and the Sam Rockwell character was just a joy to watch. Mickey Rourke rocks in his role as he eats scenery with panache and yet his acting is so natural. If I had any problem with this movie was the presence of Samuel L. Jackson and Scarlett Johanssen they were just draining on the movie. Jackson again plays the same character he has been playing for it seems the last 15-20 years and basically puts me off any movie he appears in while Scarlett may be easy to look at but what is the big deal about her acting she is listless and incredibly charisma free. The director Jon Favreau is superb and his acting is fun and basically grab your popcorn and get ready for the ride and with AC/DC music what else can one ask for. My rating 9 but the Jackson/Johannsen presence you lose 2 for a 7,7,0,3,11 May 2010
The Hunger Games," Sad waste of time
",Went to this movie with a lot of hype and a lot of word of mouth unfortunately it was for nought..this movie based on a book must have been lifted from many a b 80's movies..i watched this movie and thought saw this in running man with Arnold..jean Claude van Dame's hard target also the society out of a handmaiden's tale with Natasha Richardson and many many b movies that tend to play late night on cine-max back in the day..Jennifer Lawrence gives a great performance in this tripe though and woody Harrelson was good but questions are why was Elizabeth banks in such gosh awful attire. also the movie was just too long with a lot of leaden dialogue and a lot of slow periods my goodness..thank goodness i saw this on cheap night because no way would i ever pay full price for this i call this awful ..also look for a ode to romeo and Juliette near the end. A bad experience to all plus the clichéd dictatorial rule my goodness how many movies has that been in. The pacing was poor and where did the love come in after the first scenes thought it was going in a another directions..but woe is me,2,25,43,27 March 2012
The Hateful Eight," not Tarantino's best but still better than rest
",wish I could give a 6.5 but a seven will do..the dialogue was terrific as per usual in a Tarantino movie and the performance of kurt Russell and jemmifer Jason leigh were the best parts of the movie followed by the performance of Micheal madsen. I also like the way this movie was shot the 70mm format is wonderful and expansive but unlike pulp fiction or djanjo unchained this movie falls short of their excellence and part of that was due to some minor things and one big thing. the one big thing was the phone in performance of Samuel L. Jackson who has been playing his pulp fiction character for way too long for and that costs 2 points automatically for me and it was just too long . the violence was raw and believable and the Agatha Christie twist of a mystery was terrific but this movie is still a quality to watch.,7,1,7,20 January 2016
The Expendables," Action action and more action
","Waited with great expectations for this movie because it reminded me of my youth with the stars cast and the anticipation of real fast and non stop action and I was not disappointed. The cameos of the zenith of 80's action stars Stallone, Arnie and Bruce was like the meeting of the titans. The action started and never let up. The script and plotting were somewhat awry at times but who cares the action and the reaction of the audience made this movie fun.. The highlight was the performance of Eric Roberts and Mickey Rourke they were simply awesome.. Kudos to Dolph Lundgren for a nuanced performance and the rest of the stars shined in their roles...If you like action if you like to be entertained go to this movie.",8,2,9,16 August 2010
Captain America: The First Avenger," not bad not bad at all
",well when i was a boy i loved marvel comics and was very impressed by the adaptation to this movie..the characters were just like in the comics and it was a wonderful popcorn movie. The sets were well done and the action was good and the red skull was awesome..the problem that i had with the movie was the flat performance of the the lead Chris Evans and the fact that they found the shield at the first of the movie killed the suspense for the movie as you know Captain America was going to be there through it all and of course not being a Samuel L Jackson fan any sight of him gets an automatic two stars off as i am tired of the same acting style for the last twenty years since pulp fiction my goodness get some range..the lead actress was wonderful and of course tommy lee jones was chewing scenes with aplomb,5,0,3,6 April 2012
The Girl with the Dragon Tattoo," simply sensational
",i went to this movie after awesome word of mouth and i was not disappointed..the acting and direction of movie is dead on and the nuances had me engrossed for the total movie which went fast even though it is quite long..the movie is not for the faint of heart but at the same time how it is laid out in format there were two stories that came together and it clicked on all levels..would recommend to anyone to see this terrific movie..and i will add in the hands of a less talented director unlike fincher this could have been a disaster and this is why when he makes a movie i go and see for he is the best director right now in my opinion,9,1,6,7 January 2012
Dunkirk," very disappointing
",heard the buzz for this movie and just was so disappointed. the movie starts not even referring to the Germans or Nazis but called them the enemy oh my goodness sanitizing of history strike one. I watched and was shaking head on the continuity as one scene would have night and then go to day and the strange pacing for the tom hardy character as one scene is battling the Germans on limited gas and an hour later he is still flying and lands what the heck. plus this is a war zone but the horrors of fighting also are sanitized with pc sanctimony I was bored watching as one never can feel a connection with the characters which is something I noticed in the wonderful era of war movies of the 1960's as in that period all major actors seemed to be in the military which gave a certain gravitis to their performances in this movie all performances are hollow and unengaging.,3,15,25,25 July 2017
Bad Teacher," Bad is Good
",A comic tour de force by Cameron Diaz as she plays a self absorbed totally inappropriate middle school teacher. Cameron plays Elizabeth Halsey a gold digging self centred self absorbed teacher who first is on her way to marrying her sugar daddy. Well that goes awry when he dumps her and she has to comeback to work as a teacher which she is not yours or my teacher. She sneaks and connives to meet a new man and thinks she finds him in the Justin Timberlake character who she thinks could be her new sugar daddy since he comes from money while being pursued by the gym teacher played by Jason Segel..Well Cameron's Halsey thinks breast implants are the way to catch a man..i would go on more but go see this movie the laughs are abundant and every scenario is a joy...,8,4,10,28 June 2011
