movie_title,title,review,rating,helpful,total,date
The Avengers," Coolest superhero group!
","Count on the Avengers to make man-tights and capes look more fashionable than ever! With incredible fight choreography, it's hard not to be impressed.",10,0,0,10 December 2019
Spider-Man 2," Close to perfection
",One of the nearly-flawless superhero movies we have and is a definite must-watch for all generations.,10,0,0,10 December 2019
Spider-Man 3," Just a couple of flaws
",There are a couple of flaws with this film but I believe that they didn't entirely destroy the movie.,8,2,2,10 December 2019
Thor: Ragnarok," Shame for the God of Thunder
",I personally think it's a step towards the wrong direction. I hope they don't let Thor end up a goofball.,6,5,10,10 December 2019
Spider-Man: Into the Spider-Verse," Simply amazing
",It's like reading a comic book and watching a movie at the same time! Indescribable!,10,0,2,10 December 2019
Spider-Man," Epic mix of emotions and fantasy
","A great blend of action, adventure, humor, emotion, thrills and fiction - things you won't expect in a superhero film.",10,1,1,10 December 2019
Avengers: Endgame," Epic ending!
",I really love how it felt like everyone who survived 'the snap' felt that they lost somebody precious in their lives. It gives such a real sense of family.,10,0,5,10 December 2019
Avengers: Age of Ultron," Great action scenes!
","Compared to the first Avengers, there's a lot of things that they improved on in this film. From the storytelling, to the much more defined fight choreography, it's definitely a step-up from the previous one.",9,0,0,10 December 2019
Thor," Good story
","Great superhero flick. I enjoyed it and even though the action scenes weren't on par with the other films, the great story made up for it.",8,1,1,10 December 2019
Thor: The Dark World," This is not DC
","Marvel should not have tried so hard to give Thor a darker tone. That's DC's job, not theirs.",6,0,0,10 December 2019
