movie_title,title,review,rating,helpful,total,date
Despicable Me 2," Despicable Me 2
","El Macho is really scary badguy, and has person. Fun things what minions do, are best in this film. Gru and Lucy really feel friendsDVD looks good, and Blu-ray great!! Amazing film",9,0,1,17 July 2019
The Avengers," The Avengers
",Efects are great! How Marvel make those efects? Robert Downy Jr.'s Tony Stark/Iron Man has person and is funny character. But Chris Evans's Captain America lost his soul and person he not feel leader. Same words with Black Widow.,8,1,2,15 July 2019
Pirates of the Caribbean: On Stranger Tides," Soon this series die...
",I love Pirates of the Caribbean: The Curse of Black Pearl. But Pirates 4... Efects are SO BAD. And here film just Johny Depp (Jack Sparrow) can actress.,4,0,2,16 June 2019
The Incredible Hulk," Worst MCU film
","The Incredible Hulk is easy worst Marvel Cinematic Universe film. Efects are bad, and almost nobody in this film can't actress. But Edwart Norton is good, and end-fight is great!! In this film is one of best best MCU end-fights. Not best MCU-end-fight, but up on my lists...",4,1,2,6 September 2019
Mission: Impossible III," REVIEW Mission: Impossible III
","One of best action-films. Every. Action-scenes are great, and plot is thrilling. Characters have person and Tom Cruise is great actor.",10,1,2,28 July 2019
Star Wars: Episode I - The Phantom Menace," Star Wars Episode I: The Suck Butt
","Jar Jar Binks is very stupid. My thing Jar Jar play Jim Carrey, but can't. Is just on Carrey.Qui-Gon Jin is never has person, and never come has person. He's padwan Obi-Wan Kenobi is okey.As I see this film, I stop watch. I hate Phantom Menace.",1,0,2,16 July 2019
The Sound of Music," It's Not Classic
",Songs are bad. Characters don't have person. And ideas and plot are so borring.,1,2,25,9 September 2019
Iron Man 3," Tony Stark is back!!
","Tony 'Iron Man' Stark has traumas from it wht happened in The Avengers. He start make new Iron Man suits, and meet again his old villain, Mandrin.Efects of Iron Man 3 are great! One of best Marvel efects. Robert Downy Jr. Don Cheadol are very good actors.",7,0,1,7 September 2019
Raiders of the Lost Ark," Reviewers of the Lost Ark
","Indiana Jones and his team try find Lost ark.
Harrison Ford actress Indy very well, but it girl, who is raider, she don't hae person. But Indiana has person.Good Film.",10,0,3,15 June 2019
E.T. the Extra-Terrestrial," E.T. the Extra-Terrestrial
","It's really very scary and thrilling. Characters have person, but E.T. look like bad",8,1,5,22 September 2019
Captain Marvel," Amazing!
","Great CGI, funny jokes, good actors. Fifth best MCU film",8,6,13,1 October 2019
Iron Man 2," Iron Man 2
","Fights looks good, but efects are okey. Robert Downy Jr. make maybe worst role at Iron Man. And in film want go too much to te The Avengers.",6,0,1,2 September 2019
Pirates of the Caribbean: Dead Man's Chest," I Loved Two First Pirates of the Caribbean Films.
",Efects are great!! Johnny Depp is still very good to Jack Sparrow's role. Sparrow is personally and funny.,9,0,1,16 July 2019
Pirates of the Caribbean: The Curse of the Black Pearl," Pirates
",This is best Pirates of the Caribbean film. Orlando Blood is good Will turner,10,1,2,15 June 2019
Spider-Man 2," It's Not Really Great Or Amazing
",Efects are OK. Tobey Maguire is make his worst role ever. Not so good what they says,7,0,3,11 September 2019
Home Alone," Home Alone
","This is good film... Kevin really has person. As criminals come, you thrilling,who win. Badguys or boy?",9,1,2,17 July 2019
