movie_title,title,review,rating,helpful,total,date
The Devil's Advocate," This movie gets more complex and rewarding as it goes along!!!!!!A great portrayal by Al Pacino!!!!!!!
","Supernatural forces hover over the courtroom in this devilish drama adapted from the novel by Andrew Neiderman. Attorney Kevin Lomax (Keanu Reeves) doesn't heed the Bible-based warnings of his mother (Judith Ivey), who views New York City as 'the dwelling place of demons.' Instead, he leaves Gainesville, Florida, with his wife Mary Ann (Charlize Theron) to put his legalistic skills to the test at a leading Manhattan law firm run by John Milton (Al Pacino). It all goes smoothly -- with Milton urging them to stay, putting Kevin on a $400-per-hour salary, and moving the couple into a luxurious apartment in his own building on Fifth Avenue -- where Mary Ann falls under the influence of neighbor Jackie (Tamara Tunie). After Kevin defends a weird animal sacrificer (Delroy Lindo, uncredited), he moves up to an important case with an apparent murderer, real- estate tycoon Alexander Cullen (Craig T. Nelson). Ignored by Kevin, the troubled Mary Ann has some disturbing experiences, verging on the occult, while Kevin, at work, becomes attracted to redhead Christabella (Connie Neilsen). Dazzled by his entrance into paradise, Kevin doesn't grasp who handed him this Big-Apple success. Could it be...Satan?",9,1,2,21 May 2015
Insidious: Chapter 2," Just the continuation of part 1,no horror nothing!!!!!!!
","The famed horror team of director James Wan and writer Leigh Whannell reunite with the original cast of Patrick Wilson, Rose Byrne, Lin Shaye and Ty Simpkins in INSIDIOUS: CHAPTER 2, a terrifying sequel to the acclaimed horror film, which follows the haunted Lambert family as they seek to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.Soon after their showdown with evil spirits that possessed their son, the Lamberts, Renai (Rose Byrne) and Josh (Patrick Wilson), are ready for their lives to return to normal. However, something still is seriously off, especially with Josh, who -- unbeknown to Renai -- is possessed too. In order to free Josh's soul and finally defeat the malevolent forces around them, Lorraine Lambert (Barbara Hershey) and her ghost-hunting friends investigate the past to save her family's future.",6,0,1,28 August 2015
Million Dollar Arm," A true story portrayed in gentle comic way!!!!!!!!
","Based on a true story, Disney's 'Million Dollar Arm' follows JB Bernstein, a once-successful sports agent who now finds himself edged out by bigger, slicker competitors. He and his partner Aash (Aasif Mandvi) will have to close their business down for good if JB doesn't come up with something fast. Late one night, while watching cricket being played in India on TV, JB comes up with an idea so radical it just might work. Why not go to there and find the next baseball pitching sensation? Setting off for Mumbai with nothing but a gifted but cantankerous scout (Alan Arkin) in tow, JB stages a televised, nationwide competition called 'Million Dollar Arm' where 40,000 hopefuls compete before two 18-year-old finalists, Rinku and Dinesh (Suraj Sharma, Madhur Mittal), emerge as winners. JB brings them back to the United States to train with legendary pitching coach Tom House (Bill Paxton). The goal: get the boys signed to a major league team. Not only is the game itself difficult to master, but life in the U.S. with a committed bachelor makes things even more complicated-for all of them. While Rinku and Dinesh learn the finer points of baseball and American culture, they in turn teach JB the true meaning of teamwork and commitment. Ultimately, what began as a purely commercial venture becomes something more and leads JB to find the one thing he was never looking for at all-a family.",8,0,0,5 March 2015
The Hunger Games: Mockingjay - Part 1," A solid lead-up to the finale!!!!!
","The worldwide phenomenon of The Hunger Games continues to set the world on fire with The Hunger Games: Mockingjay - Part 1, which finds Katniss Everdeen (Jennifer Lawrence) in District 13 after she literally shatters the games forever. Under the leadership of President Coin (Julianne Moore) and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta (Josh Hutcherson) and a nation moved by her courage. The Hunger Games: Mockingjay - Part 1 is directed by Francis Lawrence from a screenplay by Danny Strong and Peter Craig and produced by Nina Jacobson's Color Force in tandem with producer Jon Kilik.",6,0,4,23 June 2015
Scarface," Seen many movies of same genre but this is mother of all!!!
","Al Pacino stars as Tony Montana, an exiled Cuban criminal who goes to work for Miami drug lord Robert Loggia. Montana rises to the top of Florida's crime chain, appropriating Loggia's coke-head mistress (Michelle Pfeiffer) in the process. Howard Hawks' 'X Marks the Spot' motif in depicting the story line's many murders is dispensed with in the 1983 Scarface; instead, we are inundated with blood by the bucketful, especially in the now-infamous buzz saw scene. One carry- over from the original Scarface is Tony Montana's incestuous yearnings for his sister Gina (Mary Elizabeth Mastrantonio). The screenplay for the 1983 Scarface was written by Oliver Stone",8,0,2,1 August 2014
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan," awesome comedy!!!!!!!!!!
","Journalist Borat Sagdiyev leaves his native Kazakhstan to travel to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backward behavior generates strong reactions around him, exposing prejudices and hypocrisies in American culture. In some cases, Borat's interview subjects embrace his outrageous views on race and sex by agreeing with him, while others attempt to offer a patriotic lesson in Western values. It is a not only a very good comedy but is also an interesting sociological experiment as to how numerous individuals in the USA would respond to a man such as Borat, and often the reactions are interesting and vastly entertaining",8,0,1,12 August 2014
The Monuments Men," Fascinating storyline,not the movie!!!!!!
","Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on an unlikely World War II platoon, tasked by FDR with going into Germany to rescue artistic masterpieces from Nazi thieves and returning them to their rightful owners. It would be an impossible mission: with the art trapped behind enemy lines, and with the German army under orders to destroy everything as the Reich fell, how could these guys - seven museum directors, curators, and art historians, all more familiar with Michelangelo than the M-1 - possibly hope to succeed? But as the Monuments Men, as they were called, found themselves in a race against time to avoid the destruction of 1000 years of culture, they would risk their lives to protect and defend mankind's greatest achievements. From director George Clooney, the film stars George Clooney, Matt Damon, Bill Murray, John Goodman, Jean Dujardin, Bob Balaban, Hugh Bonneville, and Cate Blanchett. The screenplay is by George Clooney & Grant Heslov, based on the book by Robert M. Edsel with Bret Witter. Produced by Grant Heslov and George Clooney.",6,0,1,19 August 2015
The Equalizer," Always heard of One Man Army,Now seen one!!!!
","In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by - he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",8,0,4,6 April 2015
Finding Neverland," All we have to do is Believe!!!!!
","Finding Neverland is a 2004 American semi-biographical film about playwright J. M. Barrie and his relationship with a family who inspired him to create Peter Pan, directed by Marc Forster.This charming account of a period in the life of author J.M. Barrie (Johnny Depp) reveals the real relationships and events that served as the basis for the author's most iconic work, 'Peter Pan.' After Barrie develops a platonic relationship with the widowed Sylvia (Kate Winslet) and her four sons, he is inspired to write a play about a group of children who don't want to grow up. The work proves a hit and winds up bringing Barrie and the children together in a way he had never expected.",7,0,0,3 June 2015
In Bruges," Awesome Dark Comedy!!!
","Bruges, the most well-preserved medieval city in the whole of Belgium, is a welcoming destination for travelers from all over the world. But, for hit men Ray and Ken, it could be their final destination. A difficult job has resulted in the pair being ordered right before Christmas by their London boss Harry to go and cool their heels in the storybook Flemish city for a couple of weeks. Very much out of place amidst the Gothic architecture, canals, and cobbled streets, the two hit men fill their days living the lives of tourists. Ray, still haunted by the bloodshed in London, hates the place, while Ken, even as he keeps a fatherly eye on Ray's often profanely funny exploits, finds his mind and soul being expanded by the beauty and serenity of the city. But, the longer they stay waiting for Harry's call, the more surreal their experience becomes, as they find themselves in weird encounters with locals, tourists, violent medieval art, a dwarf American actor shooting a European art film, Dutch prostitutes, and a potential romance for Ray in the form of Chloë, who may have some dark secrets of her own. And, when the call from Harry does finally come, Ken and Ray's vacation becomes a life-and-death struggle of darkly comic proportions and surprisingly emotional consequences.",9,0,3,13 September 2014
