movie_title,title,review,rating,helpful,total,date
"The Adventures of Priscilla, Queen of the Desert"," A Weaving Pearce Stamp For Collectors
","What unlikely trio to fall in love with, just as unlikely as the landscape. When a movie fits so well without a tag that links it to anything else in its historic film context, it can only be described as a happy accident. Premeditated for sure, but accident nonetheless. Terence Stamp, is an actor with a spectacular career. Varied and surprising. It defies description, but let me try. Peter Ustinov's 'Billy Budd' William Wyler's 'The Collector' Federico Fellini's 'Spirit of the Dead' John Schlesinger's 'Far From The Madding Crowd' Pier Paolo Pasolini's 'Teorema' Joseph Losey's 'Modesty Blaise' Oliver Stone's 'Wall Street' Stephen Frear's 'The Hit' Richard Donner's 'Superman' 'Steven Sodebergh's 'The Limey' Am I making my point? He is an actor for all seasons, beautiful beyond belief to boot. In 'The Adventures of Pricilla Queen of The Desert' he unveils another unexpected side to his considerable talents. A Woman. And what a woman, a Meryl Streep with a past and, thanks to director Stephan Elliot, with a future. Dressed by geniuses. More human than ever. He is flanked by two spectacular Aussies. Hugo Weaving (The Matrix) giving a performance of such tenderness that even my brother in law, a homophobic macho man of the first order,loved him. And Guy Pearce (L A Confidential) He is such a beautiful,sexy, funny girl that made me long for a her/he all to myself. Some other monstrously cloned movies were rushed into production trying to capitalize on the success of Pricilla. They all failed miserably and rightly so. Frank Capra, accepting his AFI Lifetime Achievement Award sent a profound and heartfelt advise to young filmmakers. 'Don't follow trends, start new ones' Well done Mr Elliot. Well done.",8,136,148,3 February 2005
Ghost," A Zucker for Love Sories
","In 1970 we had 'Love Story' remember? Ryan O'Neal and Ali McGraw crying and loving all the way to the bank? 1990 gave us 'Ghost' love beyond death and corporate shenanigans. I saw it last night for the first time and surprise, surprise, 15 years later I do understand why people all over the world flocked to see, to devour this soufflé, again and again. Bruce Joel Rubin won an Academy Award for the screenplay, I remember Jodie Foster handing him the statuette with a smile worthy of a British diplomat. But in fact, the screenplay should have propelled the Academy to create a separate category alongside Best Original Screenplay and Best Adapted Screenplay. Yes, Smart Ass Screenplay of the year or Most Commercial Screenplay. Jerry Zucker does a masterful job allowing Rubin's stroke of genius to unfold without major interference. Demi Moore is scrumptious and what Maurice Jarre does with her tears deserves an award of its own. Patrick Swayze suffers with a certain amount of dignity, his anger is very virile but his expressions of longing are pure Lana Turner. What makes the whole calculated enterprise worth every bit of its hype is Whoopi Goldberg. She brings the tale where it really belongs. A comedy. A ghostly comedy about enduring love.",6,74,128,27 May 2005
Brokeback Mountain," The Heart Of The Matter
","I didn't believe for a moment that the film could live up to the hype, or to some of the comments posted here, some of them read like love letters to the film, to the director and the actors. Well, now, after seeing the film, I feel like writing a love letter myself. The film took over my senses and transported me. The tragedy that envelopes the lives of Ennis and Jack is caused by an ancestral ignorance that is part of our DNA and if you don't believe me read some of the hateful comments posted here alongside the love letters. That's the heart of the matter. After the summer in Brokeback Mountain, Ennis and Jack go their separate ways and Ennis hits a wall with his fists crying, trying to destroy his longing, self loathing, guilt, horror. Imagine in a world without ignorance and therefore without hatred, Ennis and Jack could have celebrated their love and attempt an honest life together. Imagine also if things were the other way and heterosexuals were the dark minority, imagine falling in love with a girl and having to keep it secret, never been able to tell or to show publicly your love for her. Men like Ennis, and there are many, have to curve their own emotions and conform, entering and developing unhappy marriages and why? Read some of the comments here and you'll understand why. There is one that condemns the movie and what the movie may do for his kid and his vision of cowboys without actually having seen the movie! That's the heart of the matter. I will go and see the film again tomorrow, if I can get tickets, I'm taking with me a group of people that hate the movie already without having seen it. I won a bet so they will have to. I'm taking them to diner later to talk. I intend to report the results if you let me. But for the time being let me tell you, 'Brokeback Mountain' is an extraordinary film. Jake Gyllenhaal, Ann Hathaway and the magnificent Michelle Williams give superb performances but it's Heath Ledger's film. He gives us something that nobody could possibly have expected because what he gives us is not only, honest and moving and powerful but totally and utterly new.",10,1050,1213,16 December 2005
Milk," Sweet And Powerful Milk
","It happened only 30 years ago but it looks and feels as if it had been much, much longer and yet we're still dealing with many of the same issues. Gus Van Sant moves slightly and respectfully to mainstream to tell us this inspiring and tragic story. Sean Penn is superb as Harvey Milk, none of the traits that made him famous are present here, other than his talent that is, he exudes a positive sweetness that is compelling and contagious. Josh Brolin as Dan White, manages the impossible by giving the assassin an unexpected but welcome humanity. James Franco as Milk's lover is, quite simply, scrumptious. As it happens with most biopics we're forced to run from event to event to be fair and accurate and 'Milk' suffers from that. I wanted more insight into Diego Luna's character - the most problematic - and into Emile Hirsch's character but the essentials are here and the essentials must be listed in lyrical terms. History yes but also poetry. Hope as a theme. A triumph!",9,250,309,2 November 2008
Crash," Clashing Crash In Devil's City
","Lives, ordinary lives, vital part of a city where, I'm sure, the devil has him home. Contradictory, awful, enlightened, confused. There are so many good moments in 'Crash' that I felt the need to see it again less than 24 hours later. Matt Dillon lead us through his own contradiction with the humanity of someone who knows he carries something rotten inside. The explosive dissatisfaction that permeates Sandra Bullock's life is ferociously real and the frustration of Thandie Newton's character is a first on the screen. We've never seen it quite like that and her performance will stay with me. Larenz Tate personifies both sides of the equation, the one who understands but goes against his instincts, and still there are chilling flashes of innocence in his eyes -- his performance reminded me of the wonderful 'Seeds Of Tragedy' were his innocence was intact. The problem with 'Crash' and it is problem is that remains a rather shallow affair. Cleverly put together but epidermic at best.",7,61,108,4 December 2005
Sweeney Todd: The Demon Barber of Fleet Street," Sublime
","As it happens more often than not, greatness is relegated to some obscure angle. In a year of brilliant opuses by the Cohen Brothers and PT Anderson, this Tim Burton film shines as the best from every angle. It's not just that Burton creates another superb, dark universe with Dante Ferretti's complicity or that Johnnt Deep breaks new ground, or that Helena Bonham Carter surprises us with a complex, marvelous realistic parody. The film touches visually a very private cord. Ed Wood managed that but Tim Burton with 'Sweeny Todd' elevates it to the purest form of art. He will be punished for that, as Ed Wood was in its day. Disappointing grosses in a world that worship grosses will make it appear as a sort of a failure. My advise to you is run to see it wherever you can find it. Try to see it in a big screen with great sound. You will fly and dream and be taken away by the masterful hands of Tim Burton and the glorious faces of Johnny Depp and Helena Bonham Carter.",10,205,259,1 March 2008
Closer," I Stayed To The End
","What a treat. Most of the people who came with me, left, half way through the film. I stayed to the end and I loved it. It moved me. A rarity this days. The face of Jude Law is, still, so full of possibilities. He seems unafraid of darkness. Strong. This is his most grown up performance. I can't wait to see what he'll become. (If he stays away from Hollywood as much as temptations permit, and keeps that purity, that makes his darkness so powerful, as intact as humanly possible). Julia Roberts is wonderful in a performance part Margaret Sullavan, part Jeanne Moreau but all her own. Clive Owen is a force of nature. Dangerous, compelling, human to the hilt. And what about Natalie Portman? Wow. No surprise here. But what a surprise. I'm sure she is going to amaze us for years and years to come. I'm really glad I stayed to the end.",8,395,595,15 December 2004
Capote," The Manipulation Of A Master Manipulator
","Beautifully told, masterfully performed, harrowing, amusing, cruel, moving. A sensational achievement. I sat there disturbed and transfixed. Witnessing the impossible. Truman Capote with the mask, without the mask. The same man, different men, all men, no man. The creature at work, thinking of work, planning his work, working his work, wheeling an dealing. Living his life, life as work, work as life. An ego bigger than his talent and all talent and no ego. Feeling without feeling. Cunning, innocent, blasphemous, a child, a monumental son of a bitch. Philip Seymour Hoffman surprising us again. Charles Laughton I thought. What a thought! Charles Laughton 2005. That kind of talent that kind of boldness and brains. Everything and everyone in 'Capote' seem to be. To be totally. I've never seen a photograph of Harper Lee but I imagine her just like Catherine Keener. The film is a miracle of sorts. I can't wait to see it again.",10,321,487,23 November 2005
Avengers: Infinity War," I'm just saying...
","All this Marvel movies are not my kind of film, I grant you that but the comments and box office bonanza, plus the eclectic cast made me think I couldn't ignore it and I didn't. To make matters a bit edgier I escorted to the movie a great movie lover born in the 1940's. She remembers going to see Ben-Hur the day it opened and one of her favorite films of all time is '2001 A Space Odyssey' As we were leaving the theater after the two and a half hours of the Avengers, my guest had two immediate comments. 'I have a headache' and 'I didn't understand anything' and we as we sat for dinner, the subject of Avengers was hardly touched. We talk about a small independent British film 'God's Own Country' that blow up our minds. We didn't talk about the cast or performances in the Avengers - and acting is one of our favorite subjects - because in fact there are no performances in Avengers but a lot of posing, you know? posing and delivering a line that sounds a bit like a recording. The film is breaking box office records around the world and the audience at our screening truly loved it, even applauded at the end so, it's just us. Unlike my guest I didn't developed a headache but I must say, I didn't understand anything.",5,98,225,9 May 2018
Million Dollar Baby," A Punch In The Stomach
","I don't know why, but I went into the theater thinking I was about to see a female Rocky Balboa kind of deal. I left the theater in a daze. Overwhelmed by the simple truth of its conclusion. My hat to Clint Eastwood. What an extraordinary career. An artist of enormous proportions so well camouflaged behind a shy smile and a charming, clumsy attitude. I remember focusing on Clint Eastwood through a very different lens after sitting through 'Pale Rider' a mythological, lyrical western. Actors love him because he, clearly, doesn't lie to them, doesn't kiss their asses. He quite simply gives them room to maneuver. Even someone like Meryl Streep, felt freer and capable to stretch herself all the way to Italy under his wing. Sean Penn, Kevin Bacon, Tim Robbins, Jude Law, Morgan Freeman, Gene Hackman yes mostly men but there was also, other than Meryl Streep, Genevieve Boujold. Marcia Gay Harden, Laura Linney and now Hillary Swank with a performance that not even 'Boys don't Cry' could predict. The film is a triumph in every department. My stomach ached from feeling. That's a compliment Mr. Eastwood. Thank you very much.",9,325,425,20 March 2005
