movie_title,title,review,rating,helpful,total,date
The Avengers," All around great
","Most fun I've had in a long, long time. Yes, FUN. Although this movie was just about 2 1/2 hours long, it was so entertaining and engrossing for me that it seemed like about 1 1/2 hours. The character development was good and each character was given a bit of screen time to develop the character. The action was good and not overpowering, it only added to rather than being the main part of the movie. The comic level was perfect. Not too much goofy stuff said just to try and get laughs. Every line, imo, was perfectly placed (although I'll have to see it again in order to hear some funny lines that I missed due to the laughter in the theater!). By the way, morning matinée was SOLD OUT full. Each character was 'in character' as we know them...Captain America was still the 40's guy; Iron Man was still, well, Iron Man, Thor...perfect, the Hulk - super good, best depiction I've seen, etc. I thoroughly enjoyed this movie because it fulfilled all my 'likes' for a movie...good vs. evil and good kicking butt; enjoyable fun time and escape, good dialog, good looking and PG. I've seen enough violence and sex and love the break for some simple ol' good times.",10,6,11,6 May 2012
First Man," I did NOT want to see this movie
","I know the story and have seen the movies/documentaries about this particular flight. But there was nothing else at this time so I figured I'd just bear it out. Well I could not be more wrong about a movie. This movie was great and very entertaining. It was a different take on the 1st man on the moon story. They developed the characters better, the flight training scenes and simulation and take off were captivating and exciting. So was the music. Ryan Gosling was perfect for this part. It gave me a new appreciation for our abilities as a nation because if you think about it, this was quite a feat indeed. Don't miss this one on the big screen...I saw it in IMAX...the bigger the better for this one.",10,10,22,17 October 2018
Skyfall," All the elements and feeling, too!
","I loved this movie. Daniel Craig is my fav Bond, even over Sean. Why? Because his portrayal of Bond is more real, better acted with action and great camera work/photography.Anyway, this Bond movie was the best so far because it took us into the lives of these characters more than ever before, IMO. There is action enough for the action hounds (like me) and good scenery, not an overindulgence of gratuitous sex scenes but enough to keep the storyline going and Bond's reputation in tact.I saw a different Bond in this movie - to me, I saw the humanness of this super agent. I liked the new characters and the actors who portrayed them. Loved Ralph Fiennes, Javier Bardem and OF COURSE, Judi Dench. Gosh, she's good. What a great ride this movie was because it had all the elements of an entertaining, action-filled, emotion-filled movie that delved more into the characters that I've come to love. Then it added some new faces that I cannot wait to see again!Daniel Craig's bright blue eyes (great body) and brooding demeanor are perfect for a man who has seen so much destruction as James Bond. That's why he's the best Bond yet. Big shoes to fill when he retires! But let's not think about that yet...I say without reservation...see this movie. Our 10:00 a.m. packed-house movie crowd clapped at the end.",10,18,39,10 November 2012
A Star Is Born," A perfect movie...
","Bradley Cooper can sing! Over the years he's proven his acting ability very well but hearing him sing makes me believe he can also have a music career. We all know LG can sing but surprisingly she can definitely act with only a couple of times when she seemed forced. The chemistry between these two was solid, although Cooper tends to have good chemistry with his co-stars, imo. This movie has the things that make for an entertaining movie...good acting, good music and good drama. And I appreciated that it wasn't so music-centered that the drama was lacking. The character development was good and the storyline kept my interest throughout the movie. Good directing by Cooper caused it to flow well with only a couple of times where it seemed to skip a beat. You won't be sorry you saw this movie on the big screen.",9,1,2,17 October 2018
Argo," Ben Affleck hits it in Argo...
","Not only did I like Ben Affleck's longer hair but his acting has come a long way, IMO. This was a truly edge-of-your-seat movie and the fact that it really happened was amazing. I kept thinking when those leaders in the Middle East where it took place see this movie they will be kicking themselves.For me, this was one of those movies that kept up a good pace that didn't rely on car chases and shoot 'em ups (both of which I enjoy!). It was smartly written and acted. The gray tones of the movie kept it in character with the subject matter.Not knowing the true story before now and seeing how incredible it was, just made it all the sweeter. An enjoyable encounter with real spys and capers. Oh and John Goodman, as usual, fit the bill as did Allan Arkin. Just liked this movie and liked that 'we' did it...",9,1,3,28 October 2012
Little Boy," A Nice Change of Pace on an Important Issue
","Rich, colorful scenery and characters, great story. I was surprised at how good the acting was in this movie, too. The young actor who portrays the 'little boy' is spot on in his emotions and acting ability. Wow, a star in the making I believe.When you can forget your surroundings and just get immersed in a movie for a couple of hours, it is a great thing.We never outgrow our need to be reminded of some of the most basic and important things of life but I definitely say parents ought to bring their age-appropriate kids to this one. This film moves along nicely and keeps pace with your interest level! Since my own mother lived during the years the movie takes place, I can attest to the fact that it is pretty true-to-life. As I watched it some of her stories of life during that time came back to me.Our movie-going audience clapped at the end of the movie. There was no way I could not clap, too. I really liked this one.",10,19,37,25 April 2015
Aquaman," Now THIS is Aquaman!
","At the risk of sounding 'gushy' I really, really enjoyed Aquaman. Sure Jason Mamoa was a big reason for that, but this was a pure fantasy excitement ride. A few times I had to remind myself to 'relax' while watching the almost non-stop action. IMO, forget all previous incarnations of Aquaman, Momoa nails the part. Gritty but not too much, cool but not fake cool...he's just cool period, perfect physically for the role. I mean wouldn't Aquaman be 6' 4' and very handsome? The action and CGI of this movie are beautiful, you really get to delve into fantasy-land for 2 hours. Every character was portrayed well by each actor. There is no portrayal that I didn't like. And it has a good story line that kept me interested. Frankly, it was so entertaining I've already seen it twice and plan to see it in IMAX at least once more. Definitely a BIG screen movie as there are scenes where there is a lot going on visually.",10,3,4,2 January 2019
BlacKkKlansman," Good balance
","I'm not a Spike Lee fan, necessarily. This movie has given me a reason to become one. What I liked most about this movie, other than the imaginative title, is that Spike Lee shows that there is also camaraderie between black and white, something that is very true in real life, but unfortunately that doesn't make the news headlines. And this is back in the 70's! I was pleasantly surprised to see a movie that showed that. Granted it must have been a part of Ron Stallworth's experience, but nonetheless, I appreciate that Spike Lee appropriately focused on it. The movie itself was entertaining, funny and moving. John David Washington did a great job portraying Stallworth. And I loved Adam Driver's character. He's turning out to be one of my fav actors.With all the hassles of 'racism' in today's America, I loved that this movie showed one man's story of courage, imagination and success assisted, helped and applauded by his workmates...regardless of his or their color. Bravo to Spike Lee. This is also a part of real life.",8,10,21,15 September 2018
Fast & Furious 6," Got caught up to see what the hype was about...
","Thoroughly enjoyed this film. Totally unbelievable at times, but it's a movie for entertainment purposes. Not a documentary.I had never seen a F&F movie, so I got the DVDs (except for the Tokyo one; heard it was not so hot). I enjoyed 1, 2, 4 and 5 so I was expecting to enjoy 6. Did I ever. I love the fast cars, the sorta over-the-top machismo of the guys and the idea of family. Taking the movies from the racing scene to heists, etc. is an interesting maturing of the franchise. How many race motives can you come up with to stay interesting and relevant? Getting into the heist-action is a good turn, I think. The guys/girls are growing up and it's nice to see some change while keeping in the great fast car scenes. Dwayne Johnson is too much (in a good way) and he seems like more of a caricature of a man. He's just so dang big and 'hulking' over anyone else. But that just adds to the fun of the movie.The photography is so good - to my eye it's flawless (and I'm always on the lookout for those details about the scene that are missed between 'cut' and 'action'). The character development is maturing, too, as we get to know these guys through the years. The funny lines are good and some are so small & quick, you might miss 'em.Looking forward to 7 - I love it when you get involved in a movie franchise where you look forward to seeing your 'friends' again. This is one of those for me.",8,0,1,10 June 2013
Trouble with the Curve," Trouble with WHAT curve??
","I didn't know what 'the curve' related to until I saw the movie. Good, good flick for anyone looking for a good Clint fix. Frankly I was more happy with this movie than I thought I would be. Other than Clint Eastwood, I am not a big fan of the other actors, except John Goodman. But I have to say Amy Adams and Justin Timberlake did a good job. I enjoyed watching them and changing my mind! A sweet story about life, about a dad and his daughter and about a game that takes so many people away from loved ones. This is the kind of Clint Eastwood movie that we'll miss someday when he's not making movies anymore. IMO, he always makes movies that are likable and 'nice' to watch. Whether spaghetti westerns, cops/robbers, or everyday life movies, Clint Eastwood has a signature style in movies and movie making. Definitely worth seeing on the big screen for an enjoyable couple of hours or so.",8,5,12,28 September 2012
