movie_title,title,review,rating,helpful,total,date
The Mask," Good fun
","Lots of fun for all, the dog almost stole the show !",7,0,0,15 April 2020
Skyfall," Very similar
","The usual slick formula to all the previous Bond movies, pleasant way to past the lock down",7,0,0,12 April 2020
Rocketman," Watford FC owe Elton such a lot
",As a Watford fan I wish he had been around when they were in the old 3rd division south when my father used to take me and we stood at the Rookery end.,8,1,1,3 April 2020
As Good as It Gets," As good as it gets says it all
","One of my all time favourite movies, so well done by all concerned.",9,0,0,20 April 2020
How to Lose a Guy in 10 Days," Bit silly
",Only gave it 5 as it's just a bit silly for our taste,5,0,0,20 June 2020
Midnight in Paris," Magical
",One of my all time favourite movies ! I have watched it numerous times and enjoy it every time. The belle epoque was between 1871 and 1914 a golden age between wars.,10,1,1,6 March 2020
10 Things I Hate About You," must be missing something here
",Couldn't give it more than a 4 and that was being generous,4,0,0,20 June 2020
Notting Hill," One of the best
","This has to be one of the best rom-coms of all time and well worth 9 stars, and 2 thumbs up.",9,0,0,15 April 2020
Quantum of Solace," plenty of action
","Not the best of Bond movies, however if you like action and impossible escapes ?",6,0,1,11 April 2020
Once Upon a Time... in Hollywood," Very dissapointing
","Too much foul language for my liking, and the story wasn't up to much either",4,6,12,13 April 2020
Unknown," Well made thriller
","A cut above the rest, this thriller is well made with an intriguing story line",8,0,0,17 April 2020
Meet Joe Black," Hereafter ?
",If you believe in the hereafter then this is for you,8,0,0,20 April 2020
"Good Night, and Good Luck."," Lots of smoking
","No wonder Ed Murrow died young, he never seemed to be without a fag on the go",7,0,0,3 June 2020
Love & Mercy," surprise surprise
","I had heard a rumour that the Beach Boys could not even swim, but it seems that Brian Wilson could",7,0,0,27 April 2020
Inside Man," Still confused
","No spoilers from me because I still don't know what it was all about.
I gave it 7 because it was well done.",7,2,3,17 May 2020
The Da Vinci Code," Wierd
","Did not understand this religious movie, apparently the church were very upset for some reason, don't have a clue why.",4,0,0,31 May 2020
Love Actually," Christmas classic
","Love this movie actually.
My favourite Christmas movie bar none.",9,0,1,2 January 2019
The Terminal," Airport nightmare
","Fancy being stuck in an airport for weeks on end, one guy spent 17 years in one",7,0,0,25 April 2020
Green Book," Great movie
",I have to say this is the best movie I have seen in a very long time Great performances from the two lead actors.,10,1,4,27 February 2019
The Proposal," Bit dissapointing
",Watch again and I must admit it did not improve with age,6,0,0,10 May 2020
Valkyrie," Well made movie
","I did not know there were 15 attempts to kill Adolf, what a shame they all failed",8,0,0,30 May 2020
