movie_title,title,review,rating,helpful,total,date
Blade Runner 2049," Blade Runner
",It 's so funny and fightened.I like this interesting movie.Can't wait to see it next time.,8,2,10,27 March 2020
Black Swan," One can not always be perfect.
","I watched this film first time with my mom.Some sences in this movie is just a little unfit for a eleven-year-old girl.But When I watch it again,I have got something different from this excellent movie.I hope everyone could be the best,but always remember yourself.",9,0,0,28 March 2020
The Young Victoria," Swan Song!
","The film features female as the main character, but in the end it leaves only an unforgettable and obsessed male protagonist.Prince Albert is handsome, he has soft hair and affectionate eyes.Queen Victoria is also beautiful.",7,0,0,26 April 2020
Kung Fu Panda," Kung Fu Panda
","This is a story about a panda who can play Kung Fu very well.Although he looks very cute in appearance,he is very strict when he met dangerous or difficulties.I like his courage.He gaves me a lot strength.",8,0,0,19 April 2020
Mulan," Loyal,Brave and True.
","In 1998,Disney made this Chinese folk story into a film.And turned this into a live-action movie in 2020.I like the line which said by the new mulan,Loyal brave and true.This is what Mulan in my sight.She was strong but gentle.The war made her a real soldier,but she made herself a true leader.She broke the distinction between men and women.She is a warrior.And I also can't wait to see the live-action film in the cinema.I love Mulan,she is the role modle in my whole life.",9,1,1,12 April 2020
Zootopia," Something Different in a Simple City.
","I saw it first time with whole my classmates.In a kid's sight,this film is so interesting.Judy and Nike are so clever,brave and funny.But,when a adult watched it.The much was about the fear when Judy talk to the strangers.There are so differences in Disney film.",8,0,0,28 March 2020
Finding Nemo," Warm,Love and adventurous
","I have to say that I just learned that who played Dory was Ellen which is the hostess of Ellen Show,it was so cool to hear that.And back to this movie,the story touched me a lot,I really like it.Nemo was so cute and had every details of a kid in his way.Marlin loves Nemo very much.Just as every parents do.",9,0,0,7 April 2020
Aquaman," A charming man
","I love this story,but I just learnt the things what the actress has done,I was so disappointed.Althought she has done something wrong,but I just wanna to say that the movie is pretty good and I love the song especially Everything I Need.Also,the fight sences are very charming,just like the real people fighting in front of you.The actors and director are the best.",7,0,4,17 March 2020
My Neighbor Totoro," a Warm,Cheerful and Beautiful Story.
","I watched My Neighbor Totoro two years before which was my third time to see the film.When it was my first time to watch this film,children always could just see the lovely things like Totoro.He is such a kind,warm and cute character that nobody doesn't love him.He has also brought the great and fantastic memories to lots of people.The movie showed us the unkwonen world.It is so cool to see the volant bus and so many uncredictable things.",8,0,0,15 March 2020
Juno," A very sincere movie
","Seeing the end is very warm, and the song is very nice.",7,0,0,28 April 2020
Milk," You Have to Give People Hope
","When watching movies, I want to cry but I can't cry.Not because the film was not sensational enough, but because it was too repressive and things happened one after another, but we were powerless.I hope everyone can love what they love.",7,0,0,27 April 2020
Suicide Squad," Suicide Squad
",I saw the first movie which casted by Will Smith was Aladdin.He is talended in casting also singing.He is great.,6,0,0,29 March 2020
Tangled," The Magical Long Fair.
","What an awesome movie.Repunzel,who was a great beautiful and kind girl.She was special.She has long gold curly hair which was full of magic.She also has a lot of people who loved her so much.This is such a real Princess movie.I love it.Hope could see the live-action movie of this in the future.",7,0,0,19 April 2020
"Monsters, Inc."," Warm and Funny
","Never judge one's heart by one's appearanceI .I like simple and beautiful things, and sometimes I don't want to think about too many complicated things.",7,0,0,8 April 2020
Fargo," Humorous, profound, authentic
","Coen Brothers works, accident is the main theme of life.Crime story mixed life joke.Everyone's seriousness is a bit stupid.",7,0,0,10 April 2020
The Lord of the Rings: The Fellowship of the Ring," The Lord of the Rings
",Frodo: I wish the ring had never come to me. I wish none of this had happended.I love this line.,7,0,1,27 March 2020
The Revenant," The beautiful scenery under the beautiful scenery
","There are very much worthy of praise, and every story, there will be a wonderful long lens. The cruel bear and the mission of the people are very exciting, and the last paragraph, sublimation.",7,0,0,1 April 2020
Bridge of Spies," A movie based on a true story
","A good movie.Tom Hanks is always an actor who I love so much.
Sharing my favorite line:
I am Irish,you are German.But what makes us both Americans?Just one thing.One,one,one.The rule book.We call it constitution.",8,0,1,21 April 2020
Cold Mountain," The shortest love has the longest waiting time.
","Look,Look at the sky now,what color is it?Or the way,a hawk flies?Or you wake up,and your ribes are bruised thinking so hard on somebody,what do you call that?",8,0,0,4 May 2020
Spider-Man: Into the Spider-Verse," I Love the Spider Man.
","Since I first time to watch Stan Lee's production,I have been fell in love with this Spider.He was so brave and true to everyone.",8,0,0,29 March 2020
Dallas Buyers Club," Dallas Buyers Club
",The director shot the heaviest subject in the most relaxed state.The protagonists all showed first-class performances.An ordinary person makes an extraordinary choice in an extraordinary state.People finally transcended disease.,9,0,1,16 April 2020
Fantastic Beasts and Where to Find Them," An Amazing Film
","I like Harry Potter's prequel more than the Harry Potter series,Fantastic Beasts and Where to Find Them. I remember there was a platypus that liked metal objects, it was so cute.It is a very interesting thing for the magicians to live in the Muggle world. I can't wait to see the third one.",8,0,0,31 March 2020
Spirited Away," Touching Magical and Uncredictable
","I have already seen this movie for three times and I love it very much.When I was a child, I watched it in the theater. In the last sence, I was so touched by the sence and cried.It is a movie which could bring me back to the old time.I love it very much.
There are two lines which move my heart:
Lin: What's going on there?
Kamaji:Something you would not recognize. It
called love.",9,0,0,14 March 2020
Gone with the Wind," A rivilization has gone with the wind.
","A civilization drifts with the wind, and it will drift after all; a dream of a person drifts with the wind, and will drift.Along with civilization are countless life forms, a generation, but also a generation's dream, a generation's lifestyle.After civilization has passed, do you choose to live in memory, or abandon the past and start over. Several options are given in the movie.",9,1,1,19 March 2020
Toy Story 4," I love Pixar.
","Intertwined with joy and touch, sadness and joy. Disney movies are always suitable for adults and children to watch together, different perspectives will find different highlights.",7,0,0,24 March 2020
The Pianist," Scared and Horrible.
","The atmosphere is very good, I like the director's shooting method, a thought-provoking story, I was scared many times.",8,1,1,22 March 2020
