movie_title,title,review,rating,helpful,total,date
Vertigo," An Incredible Movie
","This movie is an incredible work of art by the master of suspense. There are so many things great about it. Directing, acting, camera work, musical score, and just about everything else is wonderful.James Stewart and Kim Novak give truly remarkable performances in one of the best movies I've seen in a while. The acting is good from all of the actors. Even the nun in the final scene of the movie is memorable.I was drawn in with the opening scene. I rated this movie 9 out of 10.",10,2,4,6 October 2001
Chinatown," Very good, but not excellent
","This was a movie that I had never seen completely until recently. I had really high expectations for Chinatown. From what I had heard and read about this film was that it was as good or better than other 1970s movies such as 'The Godfather', 'The Conversation', 'The Sting', or 'Taxi Driver'. I thought this was a very good movie, but not an excellent movie and definitely not as good as the Francis Ford Coppola movies of this time.Chinatown seemed a bit slow and long to me. I did like Jack Nicolson's performance however, but his acting along with the good directing wasn't enough for me to call it an excellent movie. The performances of the other actors was good, but I didn't think it was great.I'll watch this movie again in a few months, maybe then I'll feel more highly about it.I rate this movie a generous 7 out of 10. I was thinking of rating it a 6.",7,2,6,3 September 2001
Se7en," Possibly the best crime thriller ever
","Se7enRating: 9 out of 10. Directed by David Fincher.When I first saw 'Se7en' eight years ago, I thought that I'd never see it again. The first viewing left me in a horrified and miserable mood. Even though I felt the movie was really well made, the dark empty feeling was so intense. Eight years later, I find myself viewing 'Se7en' for the eighth time. So on average, I see this movie once a year. It is still intense to view, but much easier to take in, yet on each viewing, I notice little details that I missed on previous viewings.'Se7en' follows the story of a deranged killer John Doe played brilliantly by Kevin Spacey. John Doe viciously kills his victims, treating his acts as sentences for those who sin.Investigating the murders are Detective Somerset played by Morgan Freeman, and Detective Mills played by Brad Pitt. As their investigation goes deeper, the two detectives find themselves subjugated in John Doe's plan.Some quotes from 'Se7en':William Somerset (Morgan Freeman): If we catch John Doe and he turns out to be the devil, I mean if he's Satan himself, that might live up to our expectations, but he's not the devil. He's just a man.
William Somerset (Morgan Freeman): This guy's methodical, exacting, and worst of all, patient. David Mills (Brad Pitt): He's a nut-bag! Just because the f#@ker's got a library card doesn't make him Yoda! 
John Doe (Kevin Spacey): We see a deadly sin on every street corner, in every home, and we tolerate it. We tolerate it because it's common, it's trivial. We tolerate it morning, noon, and night. Well, not anymore. I'm setting the example. And what I've done is going to be puzzled over, and studied, and followed... forever.",9,0,1,31 October 2003
Memento," Excellent and unique
","I gave Memento a 9 out of 10. I did not get a chance to see it in the theatre when it came out but I bought the DVD recently.
A friend mentioned to me what a great movie this was and mentioned the plot and some details to me - usually this does not bother me, but unfortunately, this time it made the movie slightly less enjoyable for me since I knew too much about the movie. If you have not seen this movie yet, try not to learn too much about it before you see it.I thought Memento was well directed and well acted by all the lead actors. The movie goes backwards in time and it works well, going backwards is not done often, but for this movie it was necessary - if it was aired in the correct order, Memento would have been less remarkable. I wonder if the original story was meant to go backwards in time?I have to admit, the only thing I find disturbing about Memento is the high ranking it has in the IMDb top 250 movies. This movie was enjoyable, but I don't think it should be up there with movies like The Godfather, and The Shawshank Redemption. It belongs in the IMDb top 250, but not in the top 100.",9,0,1,29 October 2001
12 Angry Men," Excellent Acting, Incredible Story
","This is one of the best movies ever made. I found it incredibly captivating from start to finish. What I liked most about 12 Angry Men are the characters. Talented actors and the great director Sidney Lumet brought them to life. I think the most powerful scene was when Henry Fonda's character pulls out the knife and throws it onto the table. I almost got up from my chair just like the rest of the jurors. I've been watching dozens of classics in recent months, and 12 Angry Men is the best pre-1972 movie that I've seen.The 1997 remake is supposed to be very good as well. I can't wait to see it but I can't imagine it to be as good as this version. I rated this movie 10 out of 10.",9,0,1,16 June 2002
Insomnia," Watch This One Wide Awake
","Insomnia is another great movie from Christopher Nolan. While not as avant-garde as Memento or Following, it is still very suspenseful, and it makes the viewer focus on the moment rather than thinking about the sequence of events.What makes this movie interesting is that Dormer (Pacino) knows who his adversary is early on. Finch (Williams) makes Dormer suffer for the rest of the story, sometimes it seemed almost unbearable to see Dormer being tormented.As for the acting, Pacino, Williams, and Swank are well cast and gave remarkable performances. I expected good acting and an excellent story. However, I found the story good and the acting excellent. Will Dormer is one of Al Pacino's more memorable roles, ranking up there with the characters Frank Serpico, Michael Corleone, Tony Montana, and Vincent Hanna.This was a movie that I could not rate right after seeing it. I had to sleep on it...when I woke I rated it an 8 out of 10.",8,0,0,2 July 2002
Ocean's Twelve," Mixed feelings towards this movie
","Rating: 7 out of 10. Directed by Steven Soderbergh.I have mixed feelings about Ocean's Twelve. It has some good moments in it and I plan to see it again when it comes out on DVD, but at times I found myself quite bored during some scenes and found myself desiring to see Ocean's Eleven.Its fun to see all the actors back together, especially George Clooney, Brad Pitt, and Andy Garcia. I also liked the humorous scenes, even the cameo appearance of Bruce Willis worked well.As a huge fan of the first movie, my expectations were high, unfortunately this movie did not measure up. However, my rating is relatively high since it is a movie that I'd like to see again, perhaps it would work well as a movie to put on in the background during a session of poker.",7,0,2,30 December 2004
The Grapes of Wrath," Sad and Inspirational at the same time
","Rating: 8 out of 10. Directed by John Ford. 'The Grapes of Wrath' is based on John Steinbeck's novel, takes place in the Great Depression, and effectively portrays the grief and hopelessness of what many people went through during this time. Henry Fonda plays the lead character as the eldest Joad family son returning home from serving time in jail for manslaughter. Expecting to work on the family farm, he finds the farm deserted and run-down. His family has been kicked off the land. After reuniting with his family, they begin a long difficult trip to California in search of work.Nominated for seven academy awards, winner of two, including John Ford's second of four best director awards.",8,1,4,21 April 2003
The Matrix Revolutions," This One does not deliver
","Rating: 7 out of 10. Directed by Andy Wachowski and Larry Wachowski.As I left the theater I couldn't help but feel disappointed. The Matrix trilogy was 95% build up and 5% let down.What were the Wachowski Brothers thinking? While 'The Matrix Revolutions' isn't an awful movie, it isn't an incredible one either. It did not not deliver the big ending that fans were hoping for. Most viewers were looking forward to a climax that was going to be surprising and amazing. So instead we saw something that is somewhat surprising, but simple and uninteresting.The first move 'The Matrix' was entertaining and fun to watch even with all its flaws. The second movie 'The Matrix Reloaded' was also entertaining but not as fun to watch as the original. Unfortunately, 'The Matrix Revolutions' is barely entertaining and at times, will make the viewer feel melancholy.
If you must see this movie, see it as a matinee and keep your expectations low.",7,0,0,5 November 2003
North by Northwest," A good action thriller
","I gave North by Northwest an 8 out of 10. This is a really entertaining movie by Alfred Hitchcock. It keeps the viewer glued to the screen since you don't want to miss any key moments. As always with Hitchcock movies, the casting is excellent. Cary Grant, Eva Marie Saint, and James Mason are all great to watch. I've read that the Mount Rushmore scene was an actual movie set since Hitchcock was not able to use the real thing. That was a very impressive set they made, it's too bad that the set designers did not win the academy award for set decoration. They were nominated though.From the user comments on this website, it does seem that North by Northwest is a fan favourite. I suppose that's because this Hitchcock film is a bit lighter and comedic compared to the others. I really did like this movie, but if I had a choice to watch a Hitchcock movie again, I'd probably pick Vertigo or Rear Window instead of this one.",8,0,0,27 October 2001
