movie_title,title,review,rating,helpful,total,date
Kill Bill: Vol. 2," The cult classic ends... Or is it really? I'm waiting for 3rd movie!
",⭐ Screenplay: 90/100⭐⭐ Acting Performance: 93/100⭐⭐⭐Film Editing: 99/100⭐⭐⭐Cinematography: 98/100⭐⭐ Sound Effects: 90/100⭐ Art Direction & Set Decoration: 85/100⭐⭐⭐Original Scores: 98/100⭐ Makeup: 87/100⭐⭐ Costume Design: 91/100_________________________________,9,1,3,8 November 2019
Requiem for a Dream," One of the most effective story in a film.
",⭐⭐ Screenplay: 91/100⭐⭐ Acting Performance: 93/100⭐⭐⭐ Film Editing: 100/100⭐⭐ Cinematography: 93/100⭐⭐ Visual Effects: 91/100⭐⭐⭐ Sound Effects: 96/100⭐⭐ Art Direction & Set Decoration: 91/100⭐⭐⭐ Original Scores: 96/100⭐⭐⭐ Makeup: 95/100⭐ Costume Design: 86/100,10,0,0,8 November 2019
Your Name.," The Core of the Comet. So amazing perfect storyline.
",⭐Screenplay: 96/100⭐Visual Effects: 96/100⭐Sound Effects: 95/100⭐Original Scores: 92/100,9,0,2,5 February 2020
Conquest 1453," Really bad storyline and also really bad set decoration, art direction, makeups, costumes, everything is really bad except musics.
","Just the scores are amazing but the other all things are really bad. First of all this is not even close to the true history. I was just waiting sided movie... But it is not sided on our nation. It is just sided to nothing. The movie insults Byzantium with some trues and also with some exaggeration. Also with silly way the movie insults our heros, great men, soldiers. Even the movie insults our the greatest leader... Sultan Mehmed II. Han. And also it insults his father with big lies.This is just the great way to waste of time. Just listen the original scores, they are really amazing. Thank you Benjamin Wallfisch. Curse you Faruk Aksoy.",4,1,2,29 October 2019
Raiders of the Lost Ark," Evil German Propaganda, again... WE DID UNDERSTAND THEY WERE BAD PEOPLE. SO REST OF THE WORLD IS COMING FROM HEAVEN?
",These propaganda movies are telling us 'Germans are not humans.' and it is just silly. This movie built on a lie and real bad story. Over-rated bad movie with bad Lucas story. His good works are Star Wars and creating ILM. And Indiana Jones not one of his good works. Absolutely nonsense story.,3,3,11,25 June 2019
Se7en," One of the best crime movies.
",⭐⭐ Screenplay: 94/100⭐⭐⭐Acting Performance: 95/100⭐ Film Editing: 87/100⭐⭐ Cinematography: 94/100⭐ Art Direction & Set Decoration: 87/100<ul><li>Original Scores: 83/100</li></ul>⭐ Makeup: 86/100<ul><li>Costume Design: 81/100</li></ul>_________________________________,9,0,1,8 November 2019
Fight Club," Not perfect as they told.
","The movie has real good cinematography. But it has nothing else. It is over-rated for real. This is not cult movie. Yes it is a good movie but this is absolutely not the 10th best movie.Being a two person at once is a good story actually but that's happening in our real world. Slepless nights, nonsense fighting club for solve the sleeping problems... It is just nonsense. It is not cult it is just nonsense.The characters talking about killing the capitalizm but this movie made with 63 million dollars. Real good story bro. Don't be mad about my review. This is a good movie as I sad. But not as 10th best movie. Also I mostly counted the cons about this movie because everyone talks about the good things about this movie.",6,4,8,20 June 2019
Citizen Kane," Good cinematography and acting, nothing more.
","This will be my shortest review I'm sorry. This movie is really over-rated. If you didn't watch, just don't. This is the best way to time waste. Really boring, silly story. I watched with all my attention but the storyline is really trash.Rosefux.",5,2,5,17 September 2019
Inglourious Basterds," Amazing acting, very good cinematography but silly fictional Nazi story.
","Nonsense Nazi propaganda again. I thought this movies will not come after 2000 but I realize the filmmakers is really stubborn. Just the acting and cinematography is cool and other things are bad.Schindler's List and Pianist are in my 10 point movies. I have 20 movies that I gave a 10 point. But this one is just nonsense, non-true story.",7,4,6,10 July 2019
Pirates of the Caribbean: The Curse of the Black Pearl," This first movie is really amazing. But please don't make anymore.
",⭐⭐ Screenplay: 90/100⭐⭐ Acting Performance: 90/100⭐ Film Editing: 88/100⭐⭐⭐Cinematography: 95/100⭐⭐ Visual Effects: 94/100⭐⭐⭐Sound Effects: 99/100⭐⭐ Art Direction & Set Decoration: 94/100⭐⭐⭐Original Scores: 98/100⭐⭐⭐Makeup: 97/100⭐⭐⭐Costume Design: 96/100_________________________________,9,0,0,8 November 2019
The Prestige," Real amazing Sci-Fi by Nolan as always...
",⭐⭐⭐ Screenplay: 97/100⭐⭐⭐ Acting Performance: 96/100⭐⭐⭐ Film Editing: 99/100⭐⭐ Cinematography: 92/100⭐ Visual Effects: 88/100⭐⭐ Sound Effects: 93/100⭐⭐ Art Direction & Set Decoration: 92/100⭐ Original Scores: 85/100⭐⭐⭐ Makeup: 97/100⭐ Costume Design: 87/100_________________________________,10,3,7,8 November 2019
Star Wars: Episode VI - Return of the Jedi," The end of all the conflicts.
",⭐⭐ Screenplay: 93/100⭐ Acting Performance: 87/100⭐⭐ Film Editing: 90/100⭐⭐ Cinematography: 90/100⭐⭐⭐Visual Effects: 98/100⭐⭐⭐Sound Effects: 99/100⭐⭐⭐Art Direction & Set Decoration: 97/100⭐⭐⭐Original Scores: 96/100⭐⭐⭐Makeup: 96/100⭐⭐⭐Costume Design: 99/100_________________________________,9,0,2,8 November 2019
Pan's Labyrinth," Amazing and really effective story. Can you hear the lullaby?
",⭐⭐⭐Screenplay: 96/100⭐⭐ Acting Performance: 91/100⭐ Film Editing: 88/100⭐⭐ Cinematography: 93/100⭐⭐⭐Visual Effects: 95/100⭐⭐⭐Sound Effects: 96/100⭐⭐⭐Art Direction & Set Decoration: 98/100⭐⭐⭐Original Scores: 97/100⭐⭐⭐Makeup: 97/100⭐⭐ Costume Design: 94/100_________________________________,10,2,3,29 December 2019
Alien," The new era of Sci-Fi movies, thanks Ridley Scott.
",⭐⭐ Screenplay: 93/100⭐ Acting Performance: 87/100⭐⭐ Film Editing: 90/100⭐⭐⭐Cinematography: 96/100⭐⭐⭐Visual Effects: 95/100⭐⭐⭐Sound Effects: 96/100⭐⭐⭐Art Direction & Set Decoration: 100/100<ul><li>Original Scores: 77/100</li></ul>⭐ Makeup: 86/100⭐ Costume Design: 85/100_________________________________,9,1,2,8 November 2019
Taxi Driver," It is great way to waste of time. Over-rated so badly.
","Normally I'll write lots of things for a bad movie. But this one is even doesn't deserves all the words. Awful, empty, non-sense, logicless movie.",3,3,11,28 December 2019
Interstellar," Amazing Sci-Fi Movie by Nolan, again...
",⭐⭐⭐Screenplay: 97/100⭐⭐ Acting Performance: 93/100⭐⭐⭐Film Editing: 98/100⭐⭐⭐Cinematography: 99/100⭐⭐⭐Visual Effects: 99/100⭐⭐⭐Sound Effects: 95/100⭐⭐⭐Art Direction & Set Decoration: 95/100⭐⭐⭐Original Scores: 96/100<ul><li>Makeup: 82/100</li></ul>⭐ Costume Design: 87/100_________________________________This movie is amazing. Of course it has unrealistic parts because this is Sci-Fi movie. But the end of the movie is silly I think. They had to finish the movie but they doesn't had enough time I think. But we didn't understand Cooper Station at that short time. But except that everything was perfect. VFX and Cinematography was perfect. This movie is the answer of 'Will good movies come after 2010?' and the answer is yes.,10,8,11,25 June 2019
Forrest Gump," Life is a box of chocolate.
",⭐⭐ Screenplay: 94/100⭐⭐⭐Acting Performance: 96/100⭐⭐⭐Film Editing: 100/100⭐⭐⭐Cinematography: 95/100⭐⭐ Visual Effects: 93/100⭐ Sound Effects: 86/100⭐ Art Direction & Set Decoration: 88/100⭐⭐ Original Scores: 92/100⭐ Makeup: 89/100⭐ Costume Design: 86/100_________________________________,10,1,1,8 November 2019
The Godfather: Part II," The mafia story continues with really good movie. Al Pacino is talented, he is a legend!
",⭐⭐ Screenplay: 93/100⭐⭐⭐Acting Performance: 98/100⭐ Film Editing: 88/100⭐⭐ Cinematography: 94/100⭐ Sound Effects: 89/100⭐ Art Direction & Set Decoration: 87/100⭐⭐ Original Scores: 90/100<ul><li>Makeup: 83/100</li></ul>⭐ Costume Design: 85/100_________________________________,10,0,0,8 November 2019
The Lord of the Rings: The Fellowship of the Ring," An amazing beginning of the trilogy. An amazing end of the movie.
","⭐⭐⭐Screenplay: 99/100⭐⭐⭐Acting Performance: 97/100⭐⭐⭐Film Editing: 98/100⭐⭐⭐Cinematography: 99/100⭐⭐⭐Visual Effects: 97/100⭐⭐⭐Sound Effects: 100/100⭐⭐⭐Art Direction & Set Decoration: 100/100⭐⭐⭐Original Scores: 99/100⭐⭐⭐Makeup: 98/100⭐⭐⭐Costume Design: 97/100_________________________________'For the time will soon come when Hobbits will shape the fortunes of all.'
<ul><li>Galadriel</li></ul>Galadriel tells Hobbits may look like unimportant people but they will change the course of the future. Story begins with this line.This line is not really the first line but the line stars the movie for real. This movie is breathtaking. Whatever I say is not enough for this trilogy. Brilliant novel, brilliant adapted screenplay.",10,3,3,14 June 2019
Terminator 2: Judgment Day," A real amazing Sci-Fi & Action movie.
",⭐⭐⭐Screenplay: 96/100<ul><li>Acting Performance: 84/100</li></ul>⭐ Film Editing: 85/100⭐⭐ Cinematography: 91/100⭐⭐⭐Visual Effects: 97/100⭐⭐⭐Sound Effects: 95/100<ul><li>Art Direction &amp; Set Decoration: 81/100</li></ul><ul><li>Original Scores: 80/100</li></ul>⭐⭐ Makeup: 92/100⭐⭐ Costume Design: 91/100_________________________________,10,3,3,8 November 2019
Aliens," Cameron takes the wheel. A real good continue Sci-Fi movie.
",⭐⭐ Screenplay: 93/100⭐ Acting Performance: 88/100<ul><li>Film Editing: 82/100</li></ul>⭐ Cinematography: 87/100⭐⭐⭐Visual Effects: 95/100⭐⭐⭐Sound Effects: 96/100⭐⭐⭐Art Direction & Set Decoration: 97/100<ul><li>Original Scores: 77/100</li></ul><ul><li>Makeup: 82/100</li></ul>⭐ Costume Design: 87/100,9,1,2,8 November 2019
Avengers: Endgame," Perfect work again. I wasn't expecting this...
","⭐⭐ Screenplay: 92/100⭐ Acting Performance: 87/100⭐ Film Editing: 88/100⭐⭐ Cinematography: 93/100⭐⭐ Visual Effects: 92/100⭐⭐⭐ Sound Effects: 95/100⭐⭐⭐ Art Direction & Set Decoration: 95/100⭐⭐ Original Scores: 91/100⭐⭐⭐ Makeup: 98/100⭐⭐⭐ Costume Design: 99/100_________________________________They've done amazing work with Infinity War and this movie ends it all. The movie was real amazing. Dramas, future travelings, character relationships, everything was perfect. The greatest moment was absolutely Portals scene. Natasha and Tony's sacrifice was really great. All the heros were dead in first movie. That was so sad. So I didn't expect they can done better drama in this movie. But actually they've done.Now this movie has cons also. Captain America's as* jokes and fat Thor was not good actually. They thought If Thor is beat Thanos in Infinity War and we need a weaken Thor. Actually they chose a bad way I think. Thor is real old character but we are not searching logic in these movies. So 5 years without fight was enough for a weaker Thor. Thor gain my respect in Infinity War and now that fat Thor is real nonsense for me.",9,33,51,19 June 2019
The Pianist," Excellent history, drama movie.
",⭐⭐⭐Screenplay: 95/100⭐⭐ Acting Performance: 91/100<ul><li>Film Editing: 80/100</li></ul>⭐ Cinematography: 87/100⭐⭐ Sound Effects: 91/100⭐⭐ Art Direction & Set Decoration: 92/100⭐ Original Scores: 88/100⭐ Makeup: 87/100⭐⭐ Costume Design: 94/100_________________________________,10,0,2,8 November 2019
Avengers: Infinity War," After the movie I sad 'They've finally made a really good Super-Hero movie.'
",⭐⭐ Screenplay: 90/100⭐ Acting Performance: 88/100⭐ Film Editing: 87/100⭐⭐ Cinematography: 90/100⭐⭐ Visual Effects: 93/100⭐⭐⭐Sound Effects: 96/100⭐⭐⭐Art Direction & Set Decoration: 96/100⭐⭐ Original Scores: 91/100⭐⭐ Makeup: 92/100⭐⭐⭐Costume Design: 99/100_________________________________And It is true they did real good movie. This movie is amazing and it is not like the other super-hero movies. It is different with its story at most. I don't think making a different movie is a good thing. This is not the reason why the movie is good. We waited for a good villain for a real long time. Okey The Avengers was just the beginning and that movie was real good. Ultron can be much better villain but it didn't. The story of first and second Avengers movie was not so good. Second was even worse than the first one. We needed for a good villain for a long time as I sad. And finally we have seen that villain in this movie. They're in the Endgame now.,9,3,4,25 June 2019
Django Unchained," Another Tarantino Classic... Amazing Cinematography and Acting by the way!
",⭐⭐ Screenplay: 92/100⭐⭐⭐Acting Performance: 98/100⭐⭐⭐Film Editing: 96/100⭐⭐⭐Cinematography: 98/100⭐⭐ Art Direction & Set Decoration: 90/100⭐ Original Scores: 87/100<ul><li>Makeup: 82/100</li></ul>⭐⭐ Costume Design: 91/100_________________________________,9,1,5,8 November 2019
The Lord of the Rings: The Two Towers," The Best Continue Movie Ever.
",⭐⭐⭐Screenplay: 98/100⭐⭐⭐Acting Performance: 97/100⭐⭐⭐Film Editing: 97/100⭐⭐⭐Cinematography: 99/100⭐⭐⭐Visual Effects: 97/100⭐⭐⭐Sound Effects: 98/100⭐⭐⭐Art Direction & Set Decoration: 100/100⭐⭐⭐Original Scores: 99/100⭐⭐⭐Makeup: 100/100⭐⭐⭐Costume Design: 100/100_________________________________This movie starts with a hard way to go for the Hobbits. This movie is more about war between Rohan and Isengard. Orthanc (Tower Of Isengard) is one of The Two Towers and the other one is Barad-Dur it named The Great Eye in the movies. Sauron and Saruman forces trying to defeat all of the humankind and rule the world together. There is only hope left for men: The Hobbits. Do not underestimate them. This movie has The Greatest Battle of all cinematic history. So you will see so much deaths in this movie.,10,5,6,17 June 2019
Schindler's List," The Factory Of Heaven.
",⭐⭐⭐Screenplay: 96/100⭐⭐⭐Acting Performance: 98/100⭐⭐ Film Editing: 91/100⭐⭐⭐Cinematography: 98/100⭐⭐ Sound Effects: 90/100⭐⭐⭐Art Direction & Set Decoration: 100/100⭐⭐⭐Original Scores: 97/100⭐⭐ Makeup: 94/100⭐⭐⭐Costume Design: 96/100_________________________________The holocaust have been told to us many times in cinemas. I really bored for those fictional story movies. Only two of them are different. They are close to the real story. One of them is this movie and the other one is The Pianist. Everyone needs to watch this movie to learn what happened at those times. In memory of who sacrificed their lives. Respect to Oskar Schindler.This Cinematography and Art-Direction is really unique. Also Liam Neeson is a great actor and his greatest performance is in this movie.,10,3,7,18 June 2019
The Lion King," I didn't watch the first one. I think intro and outro musics are awesome, others are not so good.
","An amazing emotional, musical animation. I didn't watch the first one, I didn't compare. So this movie is really good for me. Visual effects are even better than they say.⭐Screenplay: 91/100⭐Visual Effects: 100/100⭐Sound Effects: 94/100⭐Original Scores: 93/100",8,0,2,27 January 2020
Coco," 'Remember me.' Too amazing for an animation.
",⭐Screenplay: 94/100⭐Visual Effects: 92/100⭐Sound Effects: 93/100⭐Original Scores: 93/100,9,0,1,27 January 2020
Kill Bill: Vol. 1," The Revenge Of The Bride.
","⭐⭐ Screenplay: 92/100⭐⭐⭐Acting Performance: 97/100⭐⭐⭐Film Editing: 100/100⭐⭐⭐Cinematography: 100/100⭐⭐ Sound Effects: 92/100⭐⭐⭐Art Direction & Set Decoration: 96/100⭐⭐⭐Original Scores: 100/100⭐⭐ Makeup: 91/100⭐⭐⭐Costume Design: 95/100_________________________________You will taste the real revenge with this movie. In my opinion this is the top cult movie of all time. It has really good Cinematography and Film Editing. Tarantino's movies always cult but this one is real cult. It has 8,1 points it deserves better but I didn't expect more points not everyone will like this movie.",10,6,9,17 June 2019
The Dark Knight," Really good but not as 4th best movie of all time. That's just clear.
","I mentioned place of the movie on my lists at below.Movie: Very Good (#42)Screenplay: Very Good (#40)Film Editing: GoodVFX: Very GoodSFX: Very GoodCinematography: Very Good (#17)Overall Acting Performance: Very Good (#20)Original Scores: AverageArt Direction & Set Decoration: GoodMakeup: Very Good (#14)Costume Design: Very Good_________________________________This movie over-hyped and over-rated actually. Is this movie better than 12 Angry Men or Schindler's List or The Return Of The King? Absoulutely not. Amazing acting and amazing cinematography and a very good screenplay but not as the movies that I counted. This is a Nolan movie this can't be bad for real, this is very good actually. But this movie is can't be in Top 10 anyway.This movie deserves 8,6 - 8,7 points but it is over-rated on IMDb. This is absolutely not 4th best movie of all time.",8,7,12,17 June 2019
Toy Story," The taste of this movie... Never gets old.
",⭐Screenplay: 91/100⭐Visual Effects: 96/100⭐Sound Effects: 92/100⭐Original Scores: 85/100,9,1,2,27 January 2020
The Mountain II," Half of the points are fake.
","Even Turks are voted 10 so much, there is no 100.000 active users in Turk IMDb user. There is only 50.000 votes for really famous movies. This movie is reached 100.000 in just 1 year. Half over-rated and the other half is fake. A good movie but not an amazing one. And if you are not Turk don't watch, it will be waste of time for you. And If you are just watch another movie don't expect an amazing movie because of this point.",6,2,3,24 December 2019
Up," An amazing adventure animation.
",⭐Screenplay: 92/100⭐Visual Effects: 90/100⭐Sound Effects: 92/100⭐Original Scores: 95/100,9,0,0,27 January 2020
A Clockwork Orange," Boring, nonsense, awful and a perverted movie.
","This movie is absolutely amazingly bad. Actually this movie even doesn't deserve any words.
Except one: A W F U L",2,2,13,21 February 2020
Pulp Fiction," A good Tarantino movie. But it is not a bit cheap for a great movie.
","This movie has good film editing and a really good storyline. This movie is really good but not a cult movie or a great movie. Everything is just clear. It has amazing style to tell the story. But the contents in the movies are really cheap.It has some awkward scenes. They are cleaning the car in 30 minutes. Okey it brings realistic style but the whole movie is already realistic, no need to waste 30 minutes.",8,1,2,25 February 2020
It's a Wonderful Life," Thanks for the wings.
",⭐⭐⭐Screenplay: 96/100⭐⭐⭐Acting Performance: 98/100⭐⭐⭐Film Editing: 95/100⭐⭐ Cinematography: 93/100⭐⭐ Sound Effects: 93/100⭐⭐⭐Art Direction & Set Decoration: 96/100⭐⭐ Makeup: 90/100⭐⭐ Costume Design: 92/100_________________________________This movie is really good to all of us. All of the humankind. Because it gives to us hope. When bad things happening in our lives we blaming the other persons. We always talking negative about our lives and about the world. But afterall the good things really exists even now. This movie tells this with a some great brilliant way. Everyone needs to watch this movie... Absolutely amazing classical.,10,5,7,18 June 2019
A Beautiful Mind," The best 'Based On A True Story' movie ever. Really slow and realistic movie.
",⭐⭐ Screenplay: 93/100⭐⭐⭐Acting Performance: 97/100⭐ Film Editing: 88/100⭐ Cinematography: 85/100<ul><li>Sound Effects: 82/100</li></ul>⭐ Art Direction & Set Decoration: 86/100<ul><li>Original Scores: 82/100</li></ul>⭐⭐⭐Makeup: 96/100<ul><li>Costume Design: 81/100</li></ul>_________________________________,9,0,0,8 November 2019
The Green Mile," Can a crime movie also be a fantasy movie? Absolutely yes.
",⭐⭐⭐Screenplay: 96/100⭐⭐ Acting Performance: 94/100⭐⭐⭐Film Editing: 97/100⭐⭐⭐Cinematography: 95/100⭐ Sound Effects: 86/100⭐⭐ Art Direction & Set Decoration: 90/100⭐ Original Scores: 85/100⭐ Makeup: 87/100<ul><li>Costume Design: 83/100</li></ul>_________________________________,10,1,3,8 November 2019
Star Wars: Episode III - Revenge of the Sith," Under-rated because of first two movies. This one is truly amazing.
",⭐⭐⭐Screenplay: 95/100⭐ Acting Performance: 89/100⭐ Film Editing: 87/100⭐ Cinematography: 86/100⭐⭐ Visual Effects: 91/100⭐⭐⭐Sound Effects: 96/100⭐⭐ Art Direction & Set Decoration: 92/100⭐⭐ Original Scores: 93/100⭐⭐ Makeup: 94/100⭐⭐⭐Costume Design: 98/100_________________________________I think it is under-rated because the first two movies was not really good. The first one was bad. Second one is average but not a good Star Wars movie. But this last one is really good. I think this is the best way to connecting to the Original Trilogy after two bad movies. They've done 2 bad movies but this is really good and emotional. This is all we wanted from Star Wars. And this last movie gave that to us.,9,77,94,18 June 2019
