movie_title,title,review,rating,helpful,total,date
The Equalizer," The best comic book movie of the year
","I never saw the television show and I have no doubt that Denzel's Robert McCall character is quite different than the TV show character, but he certainly is the best superhero of the year. And that is simply what he is. Antoine Fuqua uses close ups of Denzel's face as he assesses impossible situations and then comes out unscathed usually leaving behind a pile of baddies. I was reminded of Christian Bale's Batman character in those scenes.Reviews of the film have been tepid so far mostly citing it as being clichéd, and implausible, but looking at this like a superhero film elevates it considerably. The Russian mob characters are the heavily tattooed super villains led by the talented Marton Csokas. The violence is all comic book in its execution with a grand finale that takes place in a Home Depot type store. Let's just say Denzel gets creative with a host of the store's products. In fact, the only violence that did not seem comic book like was when the Csokas first exams photos of the bodies that were left in McCall's wake. And the best news of all is that when the film ends we are left with the feeling that we will be seeing McCall in action again, hopefully soon.",9,7,24,24 September 2014
War Dogs," Easily my favorite film so far this year.
","Usually at least 8 films on my 10 best list are released from October 1st on, but this one will sure make the list this year.If you are like me and thought that The Big Short should have won Best Picture last year and that in 2014 The Wolf of Wall Street should have won, and that ' Lord of War' is one of the most underrated films of all time, you will love War DogsMaybe not as good as those two Oscar films but awfully darned close. and better than The Lord of War.Funny , Suspenseful, extremely insightful, and though set during 2005- 2008 it has a soundtrack from the 60-80s that is pitch perfect.Loved Miles Teller and Jonah Hill. Teller is the best actor of his generation. Though this is probably not going to be his best performance this year. I have a feeling his performance in that Boxing film is Oscar bait. Jonah Hill plays the sort of character that he is best known for, but who cares he does it so well. I was not familiar with the female lead Ana De Armas, but she is mesmerizing.Bradley Cooper was terrific in a relatively small role as well.I can see hundreds of twenty somethings wanting to become War Dogs after seeing this film, but I a pretty certain that window of opportunity is closed. This has been a pretty disappointing year so far in film. My guilty pleasure was Tarzan, and I really liked Sing Street and 10 Cloverfield Lane but this is my first ten of the year. Maybe I should only have given it a 9, but I it certainly is the best film released in the last eight months, and you gotta give a 10 once in awhile.",10,19,38,15 August 2016
Deja Vu," Scott does it again
","There isn't another director working today whose films I look more forward to than Tony Scott's. Not his brother, not Spielberg, not Howard, not Tarantino,not Nolan, not Rami,OK maybe Scorcese and maybe the Coen brothers, but Scott's strength is that he is the PT Barnum of today's directors. Take Deja Vu, ridiculous plot with holes you could lead an elephant through (to continue with the circus metaphor), and yet not a frame was wasted. Critics have said that the convoluted plot took so much explanation that it dragged, and I just didn't feel that one iota. One thing Tony Scott's films don't do is drag. He just entertains like no other filmmaker today. Besides the Usual Suspects, True Romance is my favorite film of the last 20 years. The rest of his films are just solid entertainment. He is on a role that I hope will last for another 30 films. I love the guy, and Denzel is terrific as always of course.",8,0,2,8 December 2006
Unbreakable," Huge Disappointment
","All the ingredients were there for a terrific film.  But the weakness in 'Unbreakable' surprisingly came down to a very weak script.  I believe that Mr. Shyamalan's 'Sixth Sense' was one of the nicest surprises of the last few years.  'Unbreakable' could have used a lot of reworking.  The premise was fine, but boy what a letdown.  You know I hate it when critics say 'You know if they'd only done this or that it would have been a great film.'  But this is one film where I feel that most of us who felt that it was a weak trifle would have such comments.  I expect great things from M Night Shyamalan in the future.  Let's hope that twenty years from now 'Unbreakable' is looked at as the weak point in his career as opposed to the 'Sixth Sense' being the writer/director's one hit wonder. 5/10",5,0,0,5 July 2001
The English Patient," The Worst 'Best Picture' in my Lifetime
","I'm 48 years old.  Can't think of any Best Picture Oscar winner that was this bad.  Not a horrible movie, but really weak.  I have not seen Cold Mountain yet.  I did see 'Talented Mr. Ripley' and liked it a lot , but Mr. Minghella's direction on this film was so overrated.  Really boring.",6,0,5,11 January 2004
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"," Just one little gripe
","Narnia is far better than I ever hoped it would be due to the amazing effects and the wonderful Tilda Swinton, but here is my one problem with the film. I never new fully appreciated Daniel Radcliffe and his fellow Hogwarts classmates until today. Strangely enough I liked this better than any of the Potter movies (haven't seen Goblet yet), but I had a big problem with the male children and a lesser problem with the females. They simply were not up to the task. The boy who played Edward made me feel that I was watching a school play. He was quite awful. I have only read the Magician's Nephew which had a different set of children in the story. I hope the other 6 books are the same way. Let's put it this way. Dakota Fanning doesn't have to worry about losing any future roles to any of these kids. I found the Christian elements of the film were handled quite well also. This was a rendering of Lewis's vision and to downplay it too much would not be faithful to the story to overdo it would have made the film play like a Sunday School special. It was a difficult task and the filmmakers are to be applauded. Certain to make gobs of money. Would not recommend it to the very little ones. My daughter is a very bright 6 year old. she loved it, but she held on tight and looked away several times. Don't go any younger than a bright 6 year old. And if you don't have any kids go anyway. You're bound to enjoy.",9,0,1,10 December 2005
The Rocker," I consistently smiled and occasionally laughed
","I enjoyed this film and would recommend it, but by the time it is actually released, I expect to have almost forgotten it. I really liked the young actors that made up the band, and I have always enjoyed Rainn Wilson, but I like his work on 6 Feet Under and the Office much more. Josh Gad is particularly likable and I have a feeling he will be in a lot more teen type comedies. Overall I just have to say it is a pretty lightweight film. If you wait until DVD you won't be making a mistake, but I think it will have a wide appeal.Unlike the other posters so far, I wouldn't recommend taking little ones to it. OK for 11 and up is my take on it. A lot of MILF talk and such, particularly by the socially inept band manager played by Jason Sudiekis.",7,4,10,10 July 2008
The Girl Next Door," Great chick flick
","It was IMDB's description of this film that made me run out to see it this weekend and I quote from the IMDB daily news of 4/8/04 'On another front, two new films aimed at female moviegoers will be battling it out -- 20th Century Fox's The Girl Next Door, and Miramax's Ella Enchanted.'  I'm going to go see 'Ella Enchanted' next, but not since 'Mona Lisa Smile' or 'Fried Green Tomatoes' has my estrogen flowed with such vigor and that includes 'The Prince and me' which was released just last week.  'The Girl Next Door' ushers in the chick flick for the 21st century!  Forget the Alamo folks;if Elisha Cuthbert is the new queen of the chick flick, then I want to climb aboard!",8,0,0,8 April 2004
Oldboy," I don't get it.
","Nothing about this film rang true. I've enjoyed a lot of Asian cinema, but perhaps I have just no understanding of the Korean culture. Little that the characters did during the entire film made much sense. There were some wonderful individual scenes and great camera-work, but that didn't make up for a lot of things in the film that appeared for lack of a better word 'lame'. An example is when Oldboy holds off a gang of thugs with a hammer. It didn't work as 'comic book' action nor as a realistic fight. Another example is the ant thing. Especially the giant ant on the subway. 'Hey, this would look arty' Really disagree with those that loved this film. It has its merits. I wasn't fooled by the ending twist. Some disgusting scenes that made little sense. Just overall forgettable. I must admit though, I'm really curious how the American remake will turn out.",6,88,199,8 September 2005
Finding Nemo," Pixar films keep improving
","I was not much of a fan of 'a Bug's Life'.  I kind of enjoyedToy Story, and I thought Toy Story2 and Monster's Inc. were both terrific. Nemo though is the best of the bunch.  Most critics say that the story in Nemo does not have the same appeal to the adults as Pixar's other films, but I truly disagree.  The character of Nemo voiced by Albert Brooks is just like the neurotic characters that Brooks plays in his live action films and every bit as funny.  I've never been a big Ellen DeGeneres fan but she also does a terrific job.  Kudos to Pixar they just keep getting better and better!",9,1,2,2 June 2003
