movie_title,title,review,rating,helpful,total,date
First Man," goals of hummannity
","When we look up at the stars to see the vastness of this vast universe. Seeing that every planet has a footprint of human exploration, we will understand why we should explore the universe because our goal is not just the world in front of us.",8,0,1,5 September 2019
First Man," goals of humankind
","When we look up at the stars to see the vastness of this vast universe. Seeing that every planet has a footprint of human exploration, we will understand why we should explore the universe because our goal is not just the world in front of us.",8,0,1,5 September 2019
Captain Phillips," silent hero
","Unlike other similar films, Captain Philip, did not deliberately promote the greatness of the characters. Captain Philip spent the most difficult time with the crew with extraordinary calmness. He also feared and even wept like us. The hardest thing is not to describe the brutality of the pirates, 'Why don't you do something else?' Maybe in the United States but in Africa ... This is the fact that the birth cannot be changed but determines the future destiny! The film does not have a lot of extra pavement. It does not enter the rhythm directly at the beginning and always captures the audience 's emotions Most importantly, at the same time, pity for people born in poor countries. This is the model of the main theme film.",9,1,1,11 January 2020
The Perks of Being a Wallflower," a story of myself
","I am infinite! I know that emotions are difficult for everyone to control. I will fall in love with the person who treats me lightly. I will be tired of everything around me and look at the bored people around me. I look forward to leaving school. But one day I will grow up and I will miss those times when I used to want to stay away. Dare friend, if I am not writing to you one day, please remember that I am fine, at some time in the future I will meet you again and take a better self! I will be king, for just one day!",9,0,0,4 January 2020
Detroit," i can't breath
","I can't breath! George floyd
July 23, 1967, May 25, 2020, 8pm. Fifty years later, racial discrimination and violent law enforcement by some police have not changed much. What we see is not hope but despair.
If weapons are the tools given to the police to defend justice, the violent law enforcement is indeed the trigger to turn the police into criminals. The history of racial discrimination accompanied by national development has long been deeply rooted in people's minds.
Movie art comes from life but is higher than life. I did not deliberately choose this film for 'Detroit', but as I gradually went deeper, the atmosphere of despair and suffocation made me truly understand the horror of racial discrimination and violent law enforcement. The separation between the film and reality is gradually being broken. With the wave of anti-racial discrimination in the United States, maybe those criminals were not brought to justice 50 years ago. I hope that this kind of thing does not happen today.
I hope everyone understands that racial discrimination is all harm and no benefit. Whether it is white, black, or yellow, we are all human beings with basic human rights, freedom, democracy, and fairness, which have been universal since we were born. Power. And this problem is not just a national problem, it is a problem for all of us. I know that if you don't act, the change will never come, but this change should not be to fight back with violence. This world may be so real and desperate, but I hope to quote Mr. Martin Luther King:
I have a dream today.
I dream that one day, the valley will rise, the mountain will fall, the ups and downs will be a smooth road, the Holy Light will reveal, and the world will be full!",8,0,2,14 June 2020
Memento," truth or lies what we believe
","We are only willing to believe what we are willing to believe. Memory builds the human cognitive world. Imagine if everything in this world even existed is just an imagination in our brain. The meaning of life is also based on a series of memories. Memory defines who I am, the purpose of life, and the meaning of life. It's really terrifying, even if Lenny accidentally commits a regret for life, he can only make up another story as a reason to survive. The most horrible thing is not that we will build countless lies to satisfy the truth that we believe more, but that the memories we believe are just the 'facts' that we have processed. In any case, we always need a goal to drive us to survive, but when that 'memory' is just to satisfy the story that we built, when everything is not reliable, then what else can we believe?",9,1,2,18 February 2020
Knives Out," humannity
","'Blades out of the scabbard' 'Everyone is only willing to believe the truth they see, but the real truth is there. What you need is to distinguish between the true and false.' Today, with the decline of inferential novels, Agatha Christina and her readers still create such wonderful stories for us. Just as the film title is different from general reasoning films, the screenwriter used Marta's narrative in the first half of the film to let us stand in the perspective of God to watch the progress of this story and this human drama. But the truth we think is only what we are willing to believe. The screenwriter has brought all the audience into his narrative trap. That is, what we think is not the true truth. The story of the movie is ups and downs, and it gives me a long-lost feeling that is completely like reading an inferential novel! And after perfectly telling this story, it still satirizes the most fragile and dark thing of humanity, the bug in the first half In the end, the self-consistent and echoing of the story should be the most injured marta, she had a chance to save halan. '' Drysdale's family, the evil house of the 'Deformed House', is the real family of halan. They only care about themselves and abandon their love. They mocked the immigration status of marta and claimed that it was like a family to marta but it was really harmful In their own interests, they will pull out the sharp blade to the weaker.",9,1,8,29 November 2019
The Irishman," master martain
","Although Martin has passed the peak of his creation of 'The Good Guy', as a true craftsman, he still maintains his love for the 'movie' in the heart of the movie and makes every effort to create a real 'movie'! In this impetuous People of the era have long been accustomed to Marvel's 'cinema'. It may be difficult for people to take three and a half hours to see the epic work of Martin Scorsese. The booming American gangster and Frank, the people around him were long gone, but he threw it to protect the brothers. Just like Martin, he is worthy of a true master in his insistence on art!",9,1,4,17 December 2019
Zodiac," our imagination
","Zodiac, the name of a panic killer at the time. And for people like Robert and David who have devoted their lives to this case. When the case is gradually forgotten, and everyone seems paranoid in the whole process to catch the killer, even in the end their purpose is not to catch the killer, but to find an excuse for the time they spend. The US case handling system does make it difficult for police officers to communicate better cases, which has shown hope in 'Incredible' that all criminals can be brought to justice. David Finch maintained a consistent suspense style throughout the process of handling the case, especially in the basement. The final rhythm in the early stage was perfectly controlled, but in the mid-term, there were too many clues to superimpose suspense, which made people feel that Somewhat verbose. A better way to deal with it is that 'The Girl with the Dragon Tattoo' is more compact. The Twelfth House is still David Finch's masterpiece.",8,0,1,17 January 2020
The Prestige," Do you watching closely?
","Are you seeing closely? Nolan's consistent non-linear narrative and cross-cutting did not destroy the sense of substitution of Deadly Magic, and in the end it will never be able to see the clues buried by Nolan. Nolan's film also wants to challenge the audience's thinking like magic.
What you see is notreal. Maybe you sometimes think that you have seen the truth, but you can't bear and imagine the price of success! Are you willing to make such a sacrifice? Are you really looking at it?",9,4,6,7 November 2019
Star Wars: Episode IX - The Rise of Skywalker," The Rise of people and liberty
","The force be with me! Whenever a dictator tries to oppress the people, freedom will always lead people to stand up and resist! I am all the Jedi! Shock but as a legend never goes out, people will inherit the banner belonging to the skywalker. Commercial movies are like this. Although they cannot bring us the baptism of the soul, they can let us integrate into our universe in the process of watching movies! be with you! Goodbye Legend! The story of Skywalker is over, and our story has just begun.",8,3,11,20 December 2019
