movie_title,title,review,rating,helpful,total,date
Walk the Line," A standout performance
",An amazing portrayal of the rollercoaster life of Johnny Cash. The tale of the battle he had with himself. A musical phenomenon that will live on forever through his music and through this timeless classic.,8,1,1,20 September 2018
Inglourious Basterds," Christopher Waltz.
","This is the greatest of all Quentin Tarantino's movies, a quirky take on Nazi Germany full of blood and gore, as you would expect. From start to finish there was not one scene short of magnificent. This movie's is where Christopher Waltz marks his statement as one of the worlds greatest actors.. Au revoir Shoshana!",10,0,3,28 March 2020
Public Enemies," Fantastic watch
","If you like gangster movies and movies based on real life characters, sit down and enjoy this gangsters paradise.",8,0,2,25 August 2018
The Town," The best bank robbery film to date
",An excellent bank robbery film with a great plot and great cast! It's has an amazing ending. There's action from start to finish and a bunch highly intelligent bank robberies.,9,2,5,12 September 2018
Shutter Island," The perfect psychotic drama
",An amazing storyline with an amazing twist and great writing!,10,0,1,26 June 2019
Interstellar," The best movie ever created
","This movie is not my favourite film, but I do really believe it is the greatest film ever made, an absolute journey, the only movie on IMDb I would rate a 10",10,1,2,26 August 2018
The Grand Budapest Hotel," An outlandish masterpiece
","A funny exciting adventure brought to life by a great cast. If you want to sit at home and get lost for 1hr 39mins this is your man. Excellent acting, directing and production! A weirdly wonderful experience.",10,1,2,10 September 2018
Charlie and the Chocolate Factory," An excellent remake
","An Excellent remake of the Famous Willy Wonka and chocolate factory! A Tim Burton and Johnny Depp masterclass, the best remake of any great movie to date! Whacky, weird and wonderful!",8,2,3,25 August 2018
The Dark Knight," Heath Ledgers masterfull performance
","An absolutely amazing performance by Heath Ledger, acting at its finest, has become a timeless classic.",9,1,1,26 August 2018
Inception," Amazing directing and acting
",A masterpiece by Christopher Nolan that requires your full attention! An excellent brain teasing adventure.,9,0,1,25 August 2018
Black Panther," An enjoyable adventure
","An easy watch, would highly recommend, doesn't warrant any bad reviews.",8,0,2,26 August 2018
Harry Potter and the Deathly Hallows: Part 2," A fantastic ending
",This movie was the perfect ending to the best movie series of all times. Start to finish perfect!,9,2,2,25 August 2018
The Great Gatsby," Curiosity killed the cat
","An excellent film. In the first hour of the film I was never so curious to know about a characters life. Once we the viewer get to know Gatsby the fomo wears off! He is the life of the party, an extrovert, with a deep underlying issue which fuels the engine of his ambience.",9,0,1,11 September 2018
V for Vendetta," The tale of an unsung hero
","Set in the not too distant future in a world with a totalitarian ruled state, V, the masked rebel looks to reek havoc and battle against his oppressors.",9,19,25,25 September 2018
