movie_title,title,review,rating,helpful,total,date
Vertigo," Immortal beloved
","Directing: 9
/Acting: 8
/Story: 7
/Production values: 8
/Suspence - Thriller level: 8
/Action: 2
/Mystery - unknown: 9
/Romance level: 8
/Comedy elements: 3",9,0,0,11 September 2018
Hereditary," Arthouse vs. Horror flick
","Directing: 5
/Acting: 6
/Story: 5
/Production values: 6
/Suspence - Thriller level: 8
/Action: none
/Mystery - unknown: 7
/Romance level: none
/Comedy elements: none",6,0,1,13 September 2018
Casablanca," 'We have always Paris, kid'
","Directing: 8
Acting: 9
Story: 8
Production values: 8
Suspence / Thriller level: 7
Action: 3
Mystery / unknown: 5
Romance level: 10
Comedy elements: 2",8,0,1,11 September 2018
Citizen Kane," in search of 'Rosebud'
","Directing: 10
/Acting: 10
/Story: 9
/Production values: 10
/Suspence - Thriller level: none
/Action: none
/Mystery - unknown: 7
/Romance level: 6
/Comedy elements: none",10,1,3,11 September 2018
Us," Jekyll against Hyde
","Acting: 7
Story: 8
Production values: 6
Suspence - thriller level: 8
Action: 6
Mystery - unknown: 10
Romance level: 4
Comedy elements: 4
Overall: 7",7,1,2,8 June 2019
Knives Out," Agatha Christie style savour
","Acting: 7
Story: 8
Production values: 7
Suspence - thriller level: 6
Action: none...
Mystery - unknown: 8
Romance level: none...
Comedy elements: 4
Overall: 7",7,1,3,15 January 2020
Doctor Zhivago," Love flames in the Russian fire
","Directing: 8
/Acting: 9
/Story: 10
/Production values: 10
/Suspence - Thriller level: 6
/Action: 5
/Mystery - unknown: 5
/Romance level: 9
/Comedy elements: none",8,0,0,11 September 2018
Jackie," Inside the deeper sorrows
","Directing: 6
/Acting: 7
/Story: 6
/Production values: 7
/Suspence - Thriller level: 4
/Action: 3
/Mystery - unknown: 7
/Romance level: 7
/Comedy elements: none",6,0,1,23 September 2018
Once Upon a Time... in Hollywood," Once upon a time in Tarantino's mind
","Acting: 5
Story: 5
Production values: 6
Suspence - thriller level: 7
Action: 5
Mystery - unknown: 5
Romance level: 2
Comedy elements: 4
Overall: 5",5,1,1,12 December 2019
Prisoners," Great story but unnecessarly overlong
","Directing: 7
/Acting: 7
/Story: 8
/Production values: 8
/Suspence - Thriller level: 7
/Action: 5
/Mystery - unknown: 9
/Romance level: 0
/Comedy elements: 0",7,0,1,28 September 2018
Midsommar," Midsummer garbage
","Acting: 4
Story: 5
Production values: 4
Suspence - thriller level: 5
Action: none...
Mystery - unknown: 5
Romance level: 3
Comedy elements: 4
Overall: 4",4,1,2,30 October 2019
The Shape of Water," The color of love is green
","Acting: 8
/Story: 7
/Production values: 8
/Suspence - Thriller level: 8
/Action: 5
/Mystery - unknown: 9
/Romance level: 10
/Comedy elements: 3
/Overall: 8",8,2,8,1 October 2018
Psycho," First graphic horror movie in the history
","Directing: 10
/Acting: 9
/Story: 8
/Production values: 9
/Suspence - Thriller level: 9
/Action: 2
/Mystery - unknown: 9
/Romance level: 5
/Comedy elements: none",8,0,2,12 September 2018
Joker," A psychological character study
","Acting: 7
Story: 7
Production values: 6
Suspence - thriller level: 7
Action: 5
Mystery - unknown: 6
Romance level: 6
Film noir ~ neo noir density: 8
Comedy elements: 6
Overall: 7",7,4,11,15 October 2019
It Chapter Two," A repulsive, kitsch unnecessary sequel
","Acting: 5
Story: 5
Production values: 6
Suspence - thriller level: 5
Action: none...
Mystery - unknown: 7
Romance level: 4
Comedy elements: 8
Overall: 4",4,2,2,9 November 2019
Marriage Story," Unnecessarily overlong
","Acting: 9
Story: 6
Production values: 6
Suspence - thriller level: 3
Action: none...
Mystery - unknown: none...
Romance level: 4
Comedy elements: 3
Overall: 6",6,1,5,14 January 2020
The Silence of the Lambs," The Lambs will no longer cry
","Acting: 8
/Story: 7
/Production values: 7
/Suspence - Thriller level: 8
/Action: 0
/Mystery - unknown: 7
/Romance level: 0
/Comedy elements: 0
/Overall:8",8,0,1,1 October 2018
Rear Window," Voyeurism meets suspense
","Directing: 9
/Acting: 9
/Story: 8
/Production values: 9
/Suspence - Thriller level: 8
/Action: 4
/Mystery - unknown: 9
/Romance level: 7
/Comedy elements: 6",10,0,1,30 September 2018
Green Book," Driving Doc Shirley
","Acting: 10
Story: 8
Production values: 7
Suspence - thriller level: 6
Action: 0
Mystery - unknown: 0
Romance level: 6
Comedy elements: 5
Overall: 8",8,1,3,15 February 2019
The Godfather," Family is forever
","Directing: 10
/Acting: 9
/Story: 8
/Production values: 9
/Suspence - Thriller level: 8
/Action: 6
/Mystery - unknown: 6
/Romance level: 6
/Comedy elements: none",10,0,0,11 September 2018
