movie_title,title,review,rating,helpful,total,date
Ford v Ferrari," Unbelievable
",Ford V Ferrari staring Christian Bale and Matt Damon is a must see movie for everyone. This film had me on the edge of my seat the whole time.,10,1,3,26 November 2019
Blade Runner 2049," Fantastic movie
","Blade Runner 2049 is one fantastic movie that just needs to be seen. Harrison Ford, Ryan Gosling, and Jared Leto what a cast those three powerhouse actors together equals Oscar nominations. This film from start to finish is a thrill ride. This movie was way more entertaining then the original and better film then the original. The 3D in this movie is like no other it is mind blowing. Parents this movie is rated R for Vilonce some sexual nudity and language throughout. It is not a kid friendly film, but if they saw the original then this will be nothing for them. I recommend this movie for everyone who loved the first Blade Runner movie and even if you did not like the first one I think you will love this one. The only thing that I did not like was the 2 hours and 43 minutes, but it did not bother me enough to give it a 9 star ratingThank You for reading hope my review was helpfulMy score 10/10",10,4,16,8 October 2017
It," IT has the IT factor
","IT has the It factor. The star of the movie was for sure Bill Skarsgård he put the name Pennywise in the word horror. He was just plain out terrifying. I have not seen a movie this damn good in a very long time. It was just not the best movie of the year it was the best movie I have ever seen in the theaters and I just didn't see it once, but twice. By far Bill Skarsgård should win an Oscar for Best actor and the movie itself should win for Best feature film.Parents IT is rated R and when you see Bill Skarsgård's Pennywise you will see why it is just plain out scary. It will definitely make everyone wet there pants that is how Scarry it is. I recommend to wear more the one pair of underwear to make sure you don't wet yourself. Hope you enjoy IT.HERE TAKE IT!!!!!!!!!!!!!!!!!You'll Float Too",10,14,28,16 September 2017
Rocketman," Rocketman
",ROcketman is a fantastic biography about the true rock star Sir Elton John.,10,1,1,10 August 2019
A Star Is Born," The Academy Award goes to
",This was the best movie I have seen this year. Bradley Cooper is going to win best director best actor at the academy awards and Lady Gaga will win for best actress. Best movie ever great job guys.,10,3,5,14 October 2018
Darkest Hour," The Darkest Hour was a disapointment
",The Darkest Hour was a huge disapointment. Unless your a histor buff this movie is not for you. The only good part was the acting. I was looking for entertainment not a history lesson.,3,11,28,13 January 2018
Rogue One: A Star Wars Story," Rogue One
",Rogue One A Star Wars Story was out of this galaxy fun. The acting was spot on perfection. I don't see why there is so much hate to this movie because I did not see one little flaw in Rogue One A Star Wars Story. Parents there is a tone on fighting in this movie well you would expect there to be if it is a Star Wars movie. If you like Star Wars then I know you will love this film because it is absolutely wonderful.The film was so good that it seemed like it was 1 hour and 30 minutes when it's running time is 2 hours and 13 minutes that is how good it is. I hope this review helps anyone who is fifty fifty if they are not so sure they want to see it or they just want to risk it and go see it because it is great.Thank you for reading and May The Force Be With You,10,1,8,1 January 2017
Captain Marvel," Captain Marvel is a masterpiece
",Captain Marvel is a masterpiece. It is the best movie in the MCU so far.,10,16,48,24 March 2019
Captain Marvel," Captain Marvel is amazing and she is HOT!!!!!!!
",Captain Marvel is a fantastic movie and she is HOT!!!!!!!! It is a fantastic movie and she is HOT!!!!!!!!Brie Larson is HOT!!!!!!!!😍😍😍😍😍,10,15,52,24 March 2019
Zootopia," Zootopia
",Zootopia more life Zootastica this movie was fantastic. Full of fun and laughs for the whole family to enjoy. The acting was on point. Disney did it again with another work of art on the big screen. The 3D was on point like every other Disney movie is. I just loved how all of it came together in one whole.Parents really I have nothing negative to say about Zootopia it is very kid friendly so take your kids to see the best Disney movie ever created sorry Frozen but you were not that great.This is the kind of film that wins Oscars and Golden Globes for years that is how perfect this movie is. The greatest IMAX 3D movie ever has to be Zootopia hands down it is just killer I love it and I hope you do too. ヤなさま,10,3,10,3 June 2016
Knives Out," Knives Out is a hit
",Knives out is a hit. This was one of those movies that just happened to be one of the best films of 2019.,10,0,5,4 January 2020
Aquaman," Aquaman is very good but better special effects
","Aquaman is a great movie, but it has better special effects then movie itself.",9,1,1,30 December 2018
Deadpool 2," Not as good as first
","Not as good as first one, but still very good. I still think the first one is better",7,1,2,8 June 2018
Thor: Ragnarok," Thor
",Thor is one of the best marvel superhero's and this movie proves that.,10,1,5,13 January 2018
Ready Player One," The OASIS
",Ready Player One will take your breath away. I hope the OASIS is going to be a real thing because this was one heck of a movie.,10,0,1,3 April 2018
Molly's Game," Molly's Game is incredible
",Molly's Game is now what i call a movie that knows how to roll get it gambling. This movie is one of a kind.,10,1,7,8 January 2018
