movie_title,title,review,rating,helpful,total,date
Deepwater Horizon," best and emotional movie 2016
","It is not a perfect movie and it's not artsy, or profound. However, it is very entertaining, has wide appeal, will make you laugh, have you on the edge of your seat and might even make you cry. It's a slow build at the beginning but the tension soon rises and you will then be hooked. Deepwater Horizon is a movie that succeeds on two levels: as an action-packed blockbuster and as an honest depiction of a tragic disaster. It's the story of the BP oil rig that exploded and contaminated the Gulf of Mexico. It is great movie.On April 20, 2010, Deepwater Horizon, an oil drilling rig operated by private contractor Transocean, is set to begin drilling off the southern coast of Louisiana on behalf of BP. Engineer Michael 'Mike' Williams (Mark Wahlberg) and rig supervisor James 'Jimmy' Harrell (Kurt Russell) are surprised to learn that the workers assigned to drill for get oil without to keep the well stable. James and Michael force BP to do the pressure test on pipe line. The pressure test I negative; however, Without, waiting for Harrell to confirm the results, Vidrine orders the well to be opened.At first, the operation goes smoothly, but the foundation eventually gives way, triggering a massive blowout that overpowers and kills eleven people.As night falls and the burning oil lights up the area, the Coast Guard becomes aware of the incident and sends a ship to collect the survivors and rescue everyone. Returned home, the workers reunite with their families in a hotel lobby. The film ends with a series of clips showing the aftermath of the disaster, including testimony from the real-life Mike Williams and the revelation that not a single employee of either Transocean or BP was prosecuted for their actions. Pictures appear of the 11 men who lost their lives before the credits.",10,2,4,23 January 2017
Passengers," Best science fiction movie
","I thoroughly enjoyed this movie more than most of the 'critically acclaimed' films I've watched this year. The movie is worth your time. Firstly, 10/10 for realism. I would absolutely have done all those things if I were in their shoes. The movie is cherished and loved. The movie is so great.The starship Avalon is transporting over 5,000 colonists to the planet Homestead II, a journey that takes 120 years. The colonists and the entire crew are in hibernation pods, but as the ship passes through a large asteroid field, the ship's shield is heavily strained causing a malfunction that awakens one passenger, mechanical engineer Jim Preston, 90 years early.After a year of isolation, with no company except Arthur, an android bartender, Jim contemplates suicide. One day he notices beautiful Aurora Lane in her pod. He read about her profile who was a writer with a humorous personality. After so much about struggle within inside, he awakens her, claiming her pod malfunctioned like his. Aurora, devastated she may grow old and die before the ship reaches Homestead II, attempts a fruitless effort at re-entering hibernation, just as Jim had tried. Eventually, she accepts her situation and begins writing a book about her experiences. Jim and Aurora grow closer, becoming lovers.A year later, Jim inadvertently allows Arthur to reveal the truth to Aurora. After Aurora knew about the truth which Jim awakens her, she mad at Jim and beat him, leave him, do not want to see him again. Soon after, however, another pod failure awakens Gus, a Chief Deck Officer. The three discover multiple failures in the ship's systems. Gus attempts repairs with Jim and Aurora's help, while Aurora still blames Jim for stealing her life. Gus' body begins failing; medical tests in the Autodoc, an automated medical diagnostics and treatment pod, show that his hibernation pod's malfunction has physically damaged his body, and he has hours left to live. Before dying, Gus gives Jim and Aurora his ID badge to access crew areas and repair the ship.The two find and trace a colliding asteroid's path through the ship's hull from two years earlier that damaged the computer administering the reactor. Attempts to repair the computer lead to further reactor damage. Jim realizes a fusion reactor must be vented by opening an outer vent hatch. Aurora assists while admitting she is terrified of losing Jim and living on the ship alone. Aurora, from inside the ship, and Jim, outside, successfully vent the reactor. However, Jim's tether snaps and his damaged spacesuit is losing oxygen. Aurora retrieves and resuscitates Jim in the Autodoc, relieved that he is alive and seemingly forgiving him for his decision; the two share a moment of embrace. Jim later learns that the Autodoc can act as a makeshift hibernation pod for Aurora. However, she realizes this would mean never seeing Jim again. After 88 years, the ship's passengers and crew awaken shortly before arrival on Homestead II. They discover a small house amid lush vegetation on the ship's concourse area. Aurora's book reveals that she chose to stay awake with Jim and finish writing her story.",8,2,4,21 February 2017
Moana," Awesome Disnay movie ever
","Another wonderful movie to add to the Disney classics. 2016 has been a particularly strong year for animated films. With the likes of Zootopia, Finding Dory and Kubo & The Two Strings all vying for best animated picture of the year, it seems Moana deserves to be mentioned in the same breath as well. It is awesome movie.A small pounamu stone that is the mystical heart of the goddess Te Fiti is stolen by the demigod Maui, who was planning to give it to humanity as a gift. As Maui makes his escape, he is attacked by the lava demon Te Kā, causing the heart of Te Fiti as well as his power-granting magical fish hook to be lost in the ocean. Young Moana Waialiki, daughter and heir of the chief on the small Polynesian island of Motunui, is chosen by the ocean to receive the heart, but drops it when her father, Chief Tui, comes to get her. He insists the island provides everything the villagers need. Years later, fish become scarce and the island's vegetation begins dying. Moana proposes going beyond the reef to find more fish. Chief Tui rejects her request, as sailing past the reef is forbidden.Moana's grandmother, Gramma Tala, shows Moana a secret cave behind a waterfall, where she discovers her ancestors were voyagers, sailing and discovering new islands across the world. Tala explains that they stopped voyaging because Maui stole the heart, causing monsters to appear in the ocean. Tala then reveals that the darkness has been spreading from island to island, slowly killing, and now Motunui is next.Tala falls ill and with her dying breaths tells Moana to set sail. Moana and her pet chicken Heihei depart in a drua to find Maui to restore the heart of the goddess Te Fiti. After a typhoon wave flips her sailboat and knocks her unconscious, she awakens the next morning on an island inhabited by Maui, who traps her in a cave and takes her sailboat to search for his fishhook. After escaping and catching up to Maui, Moana tries to convince him to return the heart, but Maui refuses, fearing its power will attract dark creatures.Immediately after, sentient coconut pirates called Kakamora surround the boat and steal the heart, but Maui and Moana retrieve it. Maui agrees to help return the heart to Te Fiti, but only after he reclaims his hook, which is hidden in Lalotai, the Realm of Monsters, and held by Tamatoa, a giant coconut crab. They successfully retrieve it by tricking Tamatoa. After Maui have his hook, Fearful that returning to fight Te Kā will destroy his hook, Maui abandons Moana. Moana still want to return the heart from the ocean to Te Fiti alone. Maui, having had a change of heart, returns to help Moana. Maui distract the lava demon, and his hook is destroyed in the battle. Realizing that Te Kā is actually Te Fiti without her heart, Moana asks the ocean to clear a path for Te Kā to approach her. She sings a song, asking Te Kā to remember who she truly is, allowing Moana to restore her heart. Te Fiti returns and in gratitude, gives a new canoe to Moana and a new magical hook to Maui before returning to her island form.Moana bids farewell to Maui and returns to her recovering island with Heihei. Later, the villagers begin voyaging and set sail in search of new islands, as Maui and Tala accompany them in their giant hawk and manta ray forms, respectively.",8,2,7,13 February 2017
Doctor Strange," Best super-hero movie
","This film is so much fun, it's hilarious, it's got some of the most complex, most elaborate action sequences I've seen all year, and I can't stop geekin' out about the cloak of levitation. This is Benedict Cumberbatch making his grand entrance into the Marvel Cinematic Universe. This movie is awesome movie.In New York City, Stephen Strange loses the use of his hands in a car accident. After learning of Jonathan Pangborn, a paraplegic who mysteriously was able to walk again, the Strange seeks him out, and is directed to Kamar-Taj which the secret compound Kamar-Taj with magic. After strange arrival to Nepal, he seeks Kamar-Taj. The Ancient One shows Strange her power, revealing the astral plane and other dimensions such as the Mirror Dimension. Amazed, Strange begs her to teach him, and she eventually agrees. Strange begins his tutelage under the Ancient One and Mordo, and learns from the ancient books in the library. Strange learns that Earth is protected from other dimensions by a spell formed from three buildings called Sanctums, found in New York City, London, and Hong Kong. The task of the sorcerers is to protect the Sanctums. Strange become sorcerer over several months, even secretly reading from the text Kaecilius stole from and learning to bend time with the mystical Eye of Agamotto. Mordo and Wong warn Strange against breaking the laws of nature, comparing his arrogant yearning for power to that of Kaecilius, who believes, after the deaths of his loved ones, that everyone should have eternal life.Kaecilius and his followers use the stolen pages to begin summoning the powerful Dormammu of the Dark Dimension, where time does not exist and all can live forever. This destroys the London Sanctum, and sends Strange from Kamar-Taj to the New York Sanctum. From the attract, strange got Cloak of Levitation. Strange and Mordo become disillusioned with the Ancient One after Kaecilius reveals that her long life has come from her own use of Dormammu's power. Kaecilius mortally wounds the Ancient One, and escapes to Hong Kong. The ancient one then dies, despite the best efforts of Strange. Strange and Mordo arrive in Hong Kong to find Wong dead and the Sanctum destroyed, with the Dark Dimension already engulfing Earth. Strange uses the Eye to turn back time and save Wong, before creating an infinite time loop inside the Dark Dimension that traps himself and Dormammu in the same moment forever. After killing Strange many times to no avail, Dormammu reluctantly agrees to leave Earth if Strange undoes the time loop, taking Kaecilius and the zealots with him.Strange returns the Eye, which Wong calls an Infinity Stone, to Kamar-Taj, and then takes up residence in the New York Sanctum to continue his studies. In a mid-credits scene, the Strange decides to help Thor, who has brought his brother Loki to Earth to search for their father Odin. In a post-credits scene, Mordo confronts Pangborn and takes the energy he uses to walk, stating that Earth has 'too many sorcerers'.",9,1,2,6 February 2017
Fantastic Beasts and Where to Find Them," Amzzing movie with best technique drawing
","Amazing movie, they've done it again! The cast was amazing, visual effects stunning and the movie is everything you can except it to be. As Yates delivers a refreshing and whimsical film. Sure, it doesn't have the characters we've come to love, but with the creatures you encounter and with the added humor of J.K Rowling, you will come to grip with the fact that this movie will leave an impression. Best movie with stun technique drawing.In 1926 the British wizard and 'magizoologist' Newt Scamander arrives by boat to New York City en route to Arizona. Newt Scamander brought with him a suitcase with abundant of magical creatures. a Niffler escapes from his magically expanded suitcase and Newt Scamander attempts to capture it, he meets No-Maj cannery worker and aspiring baker Jacob Kowalski, and they accidentally swap suitcases. Porpentina 'Tina' Goldstein arrests Newt for being an unregistered wizard and takes him to the Magical Congress of the United States of America (MACUSA) headquarters, hoping to regain her former position. However, as Jacob's suitcase contains only baked goods, Newt is released. At Jacob's tenement apartment, several creatures escape from Newt's suitcase.After Tina and Newt find Jacob and the suitcase, Tina takes them to her apartment and introduces them to Queenie, her Legilimens sister. Queenie and Jacob are mutually attracted, though American wizards are forbidden to marry or even socially interact with No-Majs. Newt takes Jacob inside his magically expanded suitcase, where Jacob encounters abundant magical creatures. Newt persuades Jacob to help search for the missing creatures. After re-capturing two of the three escaped beasts, they re-enter the suitcase, which Tina takes to MACUSA. Officials arrest them, believing one of Newt's beasts is responsible for killing Senator Henry Shaw Jr. They decide to destroy Newt's suitcase and erase Jacob's recent memories. Director of Magical Security Percival Graves accuses Newt of conspiring with the infamous dark wizard Gellert Grindelwald. Newt and Tina are sentenced to immediate death, but Queenie and Jacob rescue them. Meanwhile, Percival Graves (the highest official in wizard community) approaches Credence Barebone, Mary Lou's adopted son, and offers to free him from his abusive mother. In exchange, he wants Credence to find an Obscurus. Graves believes it has caused the mysterious destructive incidents around the city. Mary Lou found Credence's wand, but Modesty claims it is hers. When she is about to be punished, the Obscurus is unleashed, killing everyone except Modesty and Credence. Graves arrives and dismisses Credence as being a Squib (a non-magical person of wizard ancestry), and refuses to teach him magic. Credence reveals he is the Obscurus' host, having lived longer than any other host due to the intensity of his magic. In a rage, he unleashes the Obscurus upon the city.Newt finds Credence hiding in a subway tunnel. Tina, who knows Credence, arrives and attempts to calm him, while Graves tries to convince Credence to listen to him. As Credence begins to settle into human form, Picquery and Aurors arrive. Picquery decides Credence must be executed to protect their magical society, but a tiny Obscurus fragment escapes. Graves admits to unleashing the Obscurus to expose the magical community to the No-Majs, and angrily claims that MACUSA protects the No-Majs more than themselves. Finally, Graves is revealed as Grindelwald which is criminal in wizard community. MACUSA(highest official in wizard community) fears their secret world has been exposed, but Newt releases his Thunderbird to disperse a poultice as rainfall over the city that erases all New Yorkers' recent memories as MACUSA wizards repair the destruction. A long with Jacob who has to be erase his memory. Newt departs for Europe, but promises to return and visit Tina when his book is finished; he also anonymously leaves Jacob a case of silver to fund his bakery. His breads and pastries are unknowingly inspired by Newt's creatures, and Queenie visits him in his shop.",9,1,4,17 January 2017
The Lion King," New movie, new generation
","I did not know why a lot of spoil comment for this movie. Back 30 year ago, the Lion King movie is fantasy, remarkable, and remember able movie. Now Disney made with live action. After I watched the Lion King (2019), I still remember the first the lion king movie. The new one is the same the old one, so it is predictable, less emotion and CGI technology is still new today. The song of the movie is the same and always great part; However, the movie is less of emotion because real animal can not sing and talk to each other. Your pet or my dog can not talk to owner. For the new version, some line is better. It still gave me the emotion when I watch the movie 'run Simba run'. I did not compare the old one and the new one because the old one was so successful movie. If I have not watch the old one about 30 year ago, I will go for this movie which is the new one. We are grown and the movie is grown too. The new Lion King is the new and remade for new generation. The new kid would not want to watch the old one which was a 30 year ago so the new Lion King is still the best for new generation. I think parent should bring the kid to watch the new Lion king movie. The Lion king was the best in my time, and it will also the best for new generation today.",9,0,1,20 October 2019
Pirates of the Caribbean: Dead Men Tell No Tales," Movie from Johnny Depp alway is great
","I loved it! Yes, it is made for the family audiences but it really kept me going for two hours! It is an action filled adventure on the high seas from the times when Britannia ruled the waves. It has it all! Action, pirates, sailors, ghosts and what not, but it really is entertaining. I am a huge fan of Pirates of Caribbean franchise. I was desperately waiting for this 5th installment. I watched it in IMAX 3D. The movie is full of actions, adventures and there are a lot of surprises and you will not keep your eyes away even for a min. This franchise has some of the perfect special effect. I love this movie.In first movie, 12-year old Henry Turner boards the Flying Dutchman to inform his father, Will Turner, that the mythical Trident of Poseidon is able to break his curse and free him from his ship, and of his intent to seek Jack Sparrow's help to find it.Nine years later, Henry works on a British Royal Navy warship. While chasing a pirate ship, Henry realizes they are sailing into the Devil's Triangle. The captain dismisses his concerns and has Henry locked up for attempting mutiny. Upon entering the Triangle, they come across a shipwreck, and are attacked by Captain Salazar and his undead crew, who slaughter everyone on board except Henry. Salazar sees that Henry is searching for Jack Sparrow, spares his life and asks him to tell Jack Sparrow that death is coming his way.In Saint Martin, a young woman named Carina Smyth has been sentenced to death for witchcraft because of her knowledge of astronomy and horology. Carina later meets Henry, who is awaiting execution for his actions aboard the ship, and says she knows of a way to find the Trident. Carina helps him escape, but is caught by the British Army.Disheartened after losing his crew, Jack goes to a local tavern and gives away his compass to pay for his drink. By forsaking the compass, however, he unwittingly unleashes Salazar and his crew from the Devil's Triangle. Shortly after, Jack is caught by the British Army. As he and Carina are about to be executed, Henry helps them escape with help from Jack's crew, and together they sail away on Jack's ship, the Dying Gull. Carina reveals a map that will lead them to the Trident, and reluctantly decides to team up with Henry and Jack in order to achieve their goals. Barbossa meets with Salazar and offers to help find Jack in exchange for sparing his fleet. Salazar explains to Barbossa that he and his crew once sailed the seas hunting and killing pirates, and had nearly cleansed the seas of piracy before they ran into a young Jack Sparrow, who tricked them into sailing into the Devil's Triangle, where Salazar and his crew were cursed to remain undead.When Salazar's ship finds the Dying Gull, Jack, Henry and Carina escape on a rowboat while the crew remains on board to cause a distraction. Salazar and his crew chase Jack, but upon arriving at a small island, Jack realizes Salazar's ghost crew can't step on land. Barbossa arrives at the island and allies with Jack, restoring the Black Pearl, which had been trapped in a bottle in Jack's possession, to its original size which is a huge pirate ship. With Jack's compass, which he obtained from the sea-witch Shansa, Barbossa takes command of the ship and lets Carina navigate them to the island. During the trip, Jack and Barbossa realize that Carina is Barbossa's long lost daughter. Barbossa tells Jack that he left her at an orphanage with his diary to make sure she lived a better life, never imagining that he would see her again.The Pearl narrowly escapes a British Navy warship, which is destroyed by Salazar's ship. Jack and Salazar's crews clash. Meanwhile, Jack and Carina manage to activate the island's magic, which parts the ocean to reveal a hidden path along the ocean floor. Salazar captures Henry and possesses his body to pursue them. Jack and Carina locate the trident, but Salazar intervenes, fighting Jack and seizing the Trident. Henry, now free of Salazar, realizes that destroying the Trident will break all curses upon the sea and shatters it, returning Salazar and his crew to life. As the divided sea slowly caves in, the Pearl attempts to rescue Jack, Henry, Carina, and Barbossa, lowering the ship's anchor into the narrowing trench to pull them to safety, but—still intent on killing Jack—Salazar grabs the anchor as well. Carina notices a tattoo on Barbossa's arm, matching the cover of her diary, and realizes that he is her father. After proclaiming his love for her, Barbossa sacrifices himself to take down Salazar and his crew and save Carina and the others. Following Barbossa's death, Carina changes her last name to Barbossa.Sometime later, Henry is joined by Carina, as they watch his father finally set foot on land again, no longer bound to the Flying Dutchman. As Henry and Carina kiss, Will is reunited with his wife Elizabeth. Watching from the deck of the Pearl, Jack sails away with his crew, opening up his mystical compass to reveal their next heading.",9,1,5,11 August 2017
X-Men: Apocalypse," Summary of movie
","First, It is En Sabah Nur was a god of ancient Egypt. He was revived by groups of Egypt. when he see the world, he think the world leading to wrong direction so he want to destroy now world and build another world. Nur can increase powers of x men which are his fellows and get other x men's power by transferring him to other body. First, Nur recruits Caliban's enforcer, Psylocke, who leads him to Angel. En Sabah Nur enhances both their powers, transforming Angel's wings into metal. Nur get Erik who have metal power and another women who have weather power. Apocalypse's powers cause disturbances around the world, leading professor Charles and Alex to consult with CIA agent Moira. Soon, they discovered Nur' plans and they try to stop Nur. Chavier, Jean, Raven, Peter, Kurt come to Nur's place and stop Nur. At En Sabah Nur's behest, Erik uses his powers to control Earth's magnetic poles, causing widespread destruction across the planet and mass casualties. En Sabah Nur plans to transfer his consciousness into Charles's body and use Charles's power to enslave the minds of every person on earth. Jean and Kurt rescued Charles from Nur. After Raven convinced Erik to fight against Nur, Erik, Charles, Jean won Nur at the end and destroy Nur's evil plan.",6,2,9,26 June 2016
Logan," Excellent movie but not super hero movie
","Logan may not be a perfect film, it is most certainly a perfect comic book film. LOGAN feels like the Wolverine movie Hugh Jackman has been waiting (and training) for 17 years to make. What makes this one of the finest superhero movies ever produced is the big, messy, somewhat broken heart beating at its core.In the year 2029, mutants are on the brink of extinction, with no new mutants having been born in 25 years. James 'Logan' Howlett, formerly known as Wolverine, spends his days working as a chauffeur in Texas. His healing factor has been severely weakened and he has aged due to the adamantium on his bones beginning to poison him. Logan lives with mutant tracker Caliban in an abandoned smelting plant across the Mexican border, where they care for Professor Charles Xavier, who is suffering from a neurodegenerative disease which causes him to lose control of his telepathic abilities to devastating effect. One day, Logan is approached by Gabriela Lopez, a nurse for biotechnology corporation Alkali-Transigen, who wants him to escort her and an 11-year-old girl named Laura to a place in North Dakota called 'Eden'.After reluctantly accepting the job from Gabriela, Logan discovers that she has been murdered. Logan and Xavier learn that Laura is one of several mutant children Transigen was breeding using DNA samples from several mutants for the 'X-23' project, and that upon completion of the 'X-24' project, the children were deemed obsolete and were to be euthanized. Gabriela helped several children escape from the Transigen compound before smuggling Laura, who is revealed to be Logan's biological daughter, across the border.The Reavers catch up with them in Oklahoma City, but Xavier suffers a seizure and telepathically freezes everyone in their hotel, allowing Logan to kill the attackers before injecting Xavier with a suppressant and escaping. While on the highway, the trio helps farmer Will Munson and his family after a traffic incident. The Munsons invite them over for dinner, and they accept under the guise of being a trigenerational family. When a nearby pipe springs a leak, Logan and Will leave the house to fix it.While Logan is gone, X-24 stabs Xavier through the chest before slaughtering the Munson family. When Logan returns, Xavier succumbs to his wound and Caliban sacrifices himself by setting off two grenades to destroy the Transigen van in which he is being held captive. Logan engages X-24, which gains the upper hand, but Will impales X-24 and shoots it before dying, allowing Logan and Laura to escape.After burying Xavier, Logan passes out from exhaustion. He wakes up in a clinic that Laura had driven him to, but refuses to get further treatment and wants to abandon the trip. Laura convinces him to complete it, and they arrive at Eden, a safe haven run by Rictor and the other Transigen test subjects that managed to escape. Logan learns that the children plan to journey across the Canadian border and decides to part ways with them. However, when the children are intercepted by the Reavers, Logan intervenes. Dr. Zander Rice, the head of Transigen, pacifies Logan and reveals that the destruction of mutantkind is due to a genetic dampener created by his corporation. Logan shoots Rice dead.Logan and Laura fight X-24, with Rictor using his seismic powers to help them. However, X-24 brutally impales Logan on the branches of a fallen tree. While X-24 is trying to finish Logan, Laura shoots X-24 dead with an adamantium bullet Logan had been keeping. Fatally wounded, Logan tells Laura not to be the weapon she was made to be before dying in her arms. Laura and the other children mourn his death and hold a somber burial. Laura adjusts the cross on his grave to form an 'X' before continuing on their journey across the border in search of a new beginning.",10,4,10,3 April 2017
Beauty and the Beast," Disappoint movie
","As a fan of the original Disney film (Personally I feel it's their masterpiece) I was taken aback to the fact that a recent version was in the making. Still excited I had high hopes for the film. Most of was shattered in the first 10 minutes. Campy acting with badly performed singing starts off a long journey holding hands with some of the worst CGI Hollywood have managed to but to screen in ages. This movie is the disappoint.When the prince refuses the rose from stranger and stranger turn to fairy, she transforms him into a monstrous beast and his servants into household objects, and erases the castle from the memories of their loved ones. She casts a spell on the rose and warns the prince that, unless he learns to love another and earn their love in return before the last petal falls, he and his servants will lose their humanity forever.Lost in the forest, Belle's father Maurice seeks refuge in the Beast's castle, but the Beast imprisons him for stealing a rose. Belle ventures out in search for him and finds him locked in the castle dungeon. The Beast agrees to let her take Maurice's place (her father place).Belle befriends the castle's servants, who treat her to a spectacular dinner. When she wanders into the forbidden west wing and finds the rose, the Beast, enraged, scares her into the woods. She is cornered by wolves, but the Beast rescues her and is injured in the process. A friendship develops as Belle nurses his wounds. The Beast shows Belle a gift from the enchantress, a book that transports readers wherever they want. Belle uses it to visit her childhood home in Paris, where she discovers a plague doctor mask. Belle realizes that she and her father were forced to leave her mother's deathbed because of her mother succumbed to the plague. Bell's father come back to village to seek the help, but no one believe him. Gaston sees rescuing Belle as an opportunity to win her hand in marriage and agrees to help Maurice. However, when Gaston go with Bell's father to forest, he loses temper because bell's father forgot the way to beast castle; Gaston then abandons him to the wolves. Maurice is rescued by a beggar, but when he tells the townsfolk of Gaston's crime, Gaston convinces them to send him to an insane asylum. After sharing a romantic dance with the Beast, Belle discovers her father's predicament using a magic mirror. The Beast releases her to save Maurice, giving her the mirror to remember him with. At Villeneuve, Belle proves Maurice's sanity by revealing the Beast in the mirror to the townsfolk. Realizing that Belle loves the Beast, Gaston has her thrown into the asylum carriage with her father and rallies the villagers to follow him to the castle to slay the Beast. Maurice and Belle escape and Belle rushes back to the castle.During the battle, Gaston abandons his companion LeFou, who sides with the servants to fend off the villagers. Gaston attacks the Beast in his tower, who is too depressed to fight back, but regains his will upon seeing Belle return. He spares Gaston's life before reuniting with Belle. However, Gaston shoots the Beast from a bridge, but it collapses when the castle crumbles and he falls to his death. The Beast dies as the last petal falls and the servants become inanimate. When Belle tearfully professes her love to him, Agathe reveals herself as the enchantress and undoes the curse, repairing the crumbling castle and restoring the Beast's and servants' human forms and the villagers' memories. The Prince and Belle host a ball for the kingdom, where they dance happily.",3,1,4,30 May 2017
