movie_title,title,review,rating,helpful,total,date
Ford v Ferrari," Pure Adrenaline Rush From Start to Finish
","Ford V Ferrari is a pure adrenaline rush from start to finish. It's an absolutely thrilling film that fires on all cylinders.Ferrari dominates the annual 24-hour race at Le Mans for much of the 1960s. Ford decides to throw their hat in the ring, in hopes that a victory at Le Mans will raise their struggling sales. The former racer turned car designer Carrol Shelby (Matt Damon) and his difficult, but passionate racer pal Ken Miles (Christian Bale) are both brought on to help Ford craft a car to get to the finish line.Beneath the technical polish and gloss of Ford V Ferrari, the friendship between Shelby and Miles is the heart of the film. Christian Bale and Matt Damon are a large part of what makes this film work so well. This is their first movie together and yet, they interact with the ease of old friends. Their performances complement each other. You get really invested in this on-screen duo with an absurd amount of charm exuding from the screen.We all love a good underdog and this film is a classic underdog story. Ford V Ferrari isn't just about the race at Le Mans, but more about the human struggles encountered to get there. Pride and jealousy constrict Miles and Shelby at times, but the rigid corporate system of Ford Motor Company poses a greater challenge. Ford V Ferrari is an expansive, mesmerizing real-life story that feels perfect for the cinematic medium.Ford V Ferrari puts you in the driver's seat with the racers, but not in the way I was expecting. The stellar sound design and mixing are some of the best and extremely transportive. They give the racing sequences not just an immersive quality, but a transcendent one. James Mangold's direction is excellent. He gives you sequences that put you on the edge of your seat and capture your gaze. More so, Mangold has a strong grasp on pacing. The film knows when to slow down and emphasize character and emotion and when to boost its engine and hightail it to the next scene. In a film this long, it's remarkable that it feels as breezy as it does. Even if you know this story start to finish, the skill, technically and narrative in which it's told make this ride one easily worth taking.I recommend Ford V Ferrari for ages 7 to 14 for language. Even if you're not a race car fanatic, there's a good chance you'll love this film. I happily give it 5 out of 5 stars. This is easily one of my favorites of the year.",10,2,5,16 November 2019
Despicable Me 2," The Minions Are Back - Ever So Moreso
","I think this film is a very cute sequel to 'Despicable Me' and good news, the minions are in it even more. The 3D animation is wonderful in this movie and the designs and colors are very fun visually. I can tell the creators of this film paid attention to what audiences enjoyed most out of the first movie and that is what influenced a lot of 'Despicable Me 2.' I think all of the voice actors suited their characters perfectly. This film brings back the familiar voices of Miranda Cosgrove, Steve Carell and Russell Brand, while also adding in newer characters such as Lucy voiced by Kristen Wiig, Antonio voiced by Moises Arias and many others. My favorite character is actually all of the minions. I loved them all so much in the first 'Despicable Me' and I think it was a great decision to include them for in the sequel. Their banter is so funny, even though I can't understand their gibberish, their motions tell the story of what they're trying to communicate. I think the way they work together and fight is very comical and all of their interactions are very funny. The minions really are the perfect side kicks to Gru since he is so wacky. My favorite scene would probably be when Gru finds out that Margo is on a date. He freaks out so much and goes running around the mall trying to stop the two of them from being alone. It's really funny and although it is a bit over exaggerated, it still shows what all fathers go through when their daughters start showing an interest in dating. I also think it's funny how Margo's sisters react to her new romantic interests. Edith, being a total tomboy, thinks that it is disgusting for her sister to go on a date with a boy. Agnes on the other hand thinks it's the cutest thing and immediately starts saying that they are in love, which only worries Gru even more. The entire scene is filled with very funny, memorable dialog and interactions between the main characters and is definitely a scene that stands out for me.I recommend this film for ages 6+ and anyone who enjoyed 'Despicable Me' will absolutely love 'Despicable Me 2.' I give this film 4 out of 5 stars. It has the perfect mix of humor for children and adults so it makes for an enjoyable experience for all.Reviewed by KIDS FIRST! Film Critic Raven D. For more reviews go to kidsfirst.org.",8,0,0,2 July 2013
Insidious: Chapter 2," Definitely gave me the creeps and I admit it did make me jump several times, but it isn't overly scary.
","I really enjoy this film. It fits in so well with 'Insidious' and I love how they tie in scenes from the first film. The plot in this movie is great because it makes things interesting and twisted while still keeping you in the loop of what's going on. The first film in the 'Insidious' series makes so much more sense now because 'Insidious Chapter 2' explains so much. I think the soundtrack for this film is awesome. All of the special effects noises are instrumentals are really loud, intense and gritty. They give this film a unique feel and it captures the horror in the movie perfectly. I think the cinematography and visuals in this movie are very powerful. The color choices are spot on. When in the spirit world, everything is given a subtle bluish-green hue and there is lots of fog, I think this is super cool because it shows the separation from reality in a way that is obvious, but not overdone. And since everything is a very similar color in the spirit realm scenes, the accents of bold colors stand out even more and create a dramatic effect. My favorite character is Josh Lambert played by Patrick Wilson. At first I didn't honestly like this character because I thought the acting was not very genuine which was odd because Patrick Wilson does an amazing job in the first movie, but soon I realized that this was on purpose. There's something new about this character, something a little off and it makes the film amazing. I think Patrick does an amazing job portraying these subtle changes in personality. I can't say much more about this though because I don't want to spoil the plot.Anyone who knows me knows I am a huge fan of the horror/thriller genre, and a sucker for supernatural films. Insidious Chapter 2 definitely gave me the creeps and I admit it did make me jump several times, but it wasn't overly scary. I give Insidious Chapter 2 4 out of 5 stars and recommend it for ages 13+ because it's an intense film. So be sure to check it out in a theater near you!Reviewed by Raven D, KIDS FIRST! Film Critic. For more reviews, go to kidsfirst.org.",Null,2,6,13 September 2013
Moneyball," A Hit, Even With Non Sports Fans
","Daniel Menegaz, our 13-year-old film critic loved Moneyball, even though he admits, he's not a big sports fan. Here are his comments: Moneyball is the invigorating true story about the rise of the Oakland A's —a baseball team with a tiny budget. Starring Brad Pitt as Billy Beane and Jonah Hill as Peter Brand, the duo try to re-invent the game of baseball by using a new way of recruiting players. The movie was serious at times, but the comic relief is very funny. I thought it was really clever when they used real footage of baseball games in the film, as well as recreating games. The acting was also spot on. Considering I'm not the biggest baseball fan, this movie was actually really good. It is rated PG- 13 for some profanity but, aside from that, all of the subject matter is appropriate for kids as young as ten. Over all, I would give Moneyball 4 out of 5 stars.http://www.youtube.com/watch?v=21t_M9IVLYw",Null,0,1,6 October 2011
The Avengers," Action Packed, Comedy Filled, Great Storyline - Perfect for Kids
","As they say in comic books - 'Bam!' 'Ka-Pow?' While that's not really what the superheroes of The Avengers have to say (they are much more articulate), their actions are fairly true to their comic book roots. KIDS FIRST! youth film critics Julianna No one and Talia Rashba each give the film a full 5 out of 5 stars, and are quite articulate on their reasons for the top rating.Talia Rashba http://www.youtube.com/watch?v=S78fik503mgThis movie is absolutely fantastic! It is packed with a ton of action and humor and will transport you into an amazing supernatural world where it is all about the good guys fighting the bad. The story is about a group of famous superheroes that come together to defeat the evil Loki, who has stolen a powerful energy cube that he intends to use to take over the world. The superheroes include Iron Man, Captain America, The Hulk, Thor, Black Widow and Hawkeye. Each with a unique and special supernatural power. At first, the superheroes fight about being a team, but, eventually, they work together.The Avengers could have ended up being a typical superhero movie, but it isn't. Because there are so many heroes, it is much more creative and entertaining. The Avengers is packed with fabulous actors. Robert Downey Jr. plays Tony Stark, also known as Iron Man. Just like he was in the Iron Man movie, he thinks he is better than everyone else, but luckily, he is really quite funny so you end up liking him a lot. Captain America (Chris Evans) is strong and serious, and he is always ready to get the job done. Actor Mark Ruffalo plays the ferocious green form known as the Incredible Hulk. He really stands out and takes over the scenes he is in. Superhero Thor (Chris Hemsworth) has some of the most incredible battle scenes. And Black Widow, portrayed by the beautiful Scarlett Johansson, is the one who convinces the others to put aside their differences and work with each other. An interesting fact is that actor Lou Ferrigno, who has played The Hulk in almost every film since 1978, is actually the Hulk's voice in the movie. The Avengers is written and directed by Joss Whedon, who does an amazing job. He makes sure that there is a lot of humor in the movie and that the action scenes really grab your attention. The special effects were incredible. The superheroes change from their everyday selves into their supernatural selves in an interesting and fun way. The fight scenes and explosions are unbelievable. Also, there is a really neat headquarters for the agency that you just have to see for yourself! Even though it is rated PG-13, I think kids ages 11, as well as all adults, will love this movie, especially if action is their thing. I am giving this film 5 out of 5 stars and recommending that you see it right away! Julianna No one http://www.youtube.com/watch?v=MeT6pETKFaQLooking for a hero? Well, look no further, because The Avengers is in theaters everywhere! This action-packed and comedy-filled film is a movie that appeals to comic book fans and all movie-goers with its great storyline and a strong cast/ The basis of this movie is the world is under threat from another world, Chitauri, and there is a need for more than just all the world's defenses to save it. The world needs the 'Avenger Initiative', which is a plan put together by S.H.I.E.L.D., an international peace-keeping agency, which calls for S.H.I.E.L.D. to bring together some of the world's greatest heroes: Robert Downey Jr, Chris Hemsworth, Chris Evans, Mark Ruffalo, Scarlett Johansson and Jeremy Renner. Nick Fury, played by the always intense Samuel L. Jackson, leads the S.H.I.E.L.D. agency. I have watched all of the individual movie releases of the Hulk, Thor, Captain America and both Iron Man movies and loved them all, but, as most, was concerned whether they would work together to create a great movie. Well, they have done that and more, with a storyline that allows the main characters to, at times, shine on their own but at other times pairs them up perfectly to bring great balance to the story. Josh Whedon, director and co-writer, and Zach Penn, co-writer, blend the action sequences in with very well-timed comedic moments. I love how they bring so many different levels of conflict into the movie. There is brother vs. brother, between Thor and his evil brother Loki (Tom Hiddleston), the film's antagonist. There is internal conflict each of the main characters has with themselves, as we watch Dr. Banner trying to control his inner demons. And there is the overall conflict of our world vs. the other world, called Chitauri. There is also the conflict between the heroes themselves, which leads to many of the funniest parts of the film. My favorite scene is when the heroes first come together on the S.H.I.E.L.D. aircraft and are discussing the devastation that Loki has brought to Earth. Thor jumps to Loki's defense and states, 'He's my brother,' to which the Black Widow responds, 'He has killed 80 people in two days.' Thor responds, 'He's adopted!' It's one of the many laugh-out-loud moments. My favorite character(s) would be the Avengers as a whole, as they each have their own unique and likable traits. I love the special effects, particularly the touch screen computers that float in the air, and the use of CGI in this film as it was worked into the live-action sequences. The CGI Hulk was especially well done and was much more human-like in this film and funny as well. This movie is great for all ages and I rate it 5 out of 5 stars. It's a must-see movie for comic book and non-comic book fans.",9,3,8,8 May 2012
First Man," The Man Behind One Of The Most Famous Events In Human History
","Easily one of the most famous events in human history is centered around a singular man, Neil Armstrong (Ryan Gosling). Behind the Apollo Mission that landed the first human on the moon, Neil is a man with conflicts, a man with a history and a man with a mission.Despite being mainly focused on an intense-action packed mission, First Man explores many avenues that include dramatic and intense moments which spawn from the heart-wrenching grief of losing a child to the intricate and beautiful romance with his wife, Janet (Claire Foy). Much of the movie has emotions that are quite far from being out of this world, specifically in its massive focus on the family.The film begins up close and personal seeing Armstrong in his daring mission on the rocket-propelled plane, the X-15. Immediately, the story shows just how dangerous space exploration can be and how close those who brave exploring the final frontier get to never returning home. It follows Neil and his story intimately from the X-15 mission to the loss of three astronauts (close friends of Neil's) in Apollo 1, the near-lethal mission of Gemini 8 and, of course, the incredibly daring mission of Apollo 11, that landed the first people on the Moon. Throughout these milestones in space exploration, the story pauses to look at the relations and life of Neil, truly unveiling the blueprints showing who he was as a man.While incredible in revealing a massive side of this well-known historical event, the film attempts to focus so much on a story that has little to tell. The length clocks in at just under two and a half hours, which feels very stretched after the adrenaline of the exciting opening scene wears off. Neil Armstrong is portrayed as a deep man with little visual emotions mixed with dramatic internal conflicts. While this decision allows for excellent character design, it makes him rather boring at times. It seems the writers wished to divide First Man into three stories - one, the story of Neil as a man; two, the story of Neil as a father and three, the story of Neil as an astronaut. All three have their pros and their cons, but mixed together, the film becomes daunting and stretched.The cinematography sadly could have been better. Only a handful of camera shots do not shake. In most shots, the camera moves constantly or jitters. In the beginning, with the X-15 mission, this effect adds to the entertainment of the film. The audience quickly becomes sucked into the important and lethal mission with dangers at every corner. After two hours of shaky camera shots, that excitement changes to annoyance. While a mix would be ideal, and in more intensive scenes a camera shake would be appropriate, having the entire runtime featuring shakiness as well as many blurry shots, looks amateur and comes off as poor execution of what should be an interesting and captivating story.However, the film does go beyond the moon in many ways - predominantly, in the acting. Neil Armstrong has deep faults and that stands as a challenge to any actor. Ryan Gosling nails the role in what turns out as an OscarÂ©-worthy performance of the famous astronaut. Others, including Claire Foy, also deliver extraordinary performances bringing each character to life. Despite the fact that no one can hear you scream in space, the sound design really belongs out of the world due to the quality and complexity of the sound effects. Much of First Man contains loud, intricate sound effects that vary and cover a massive spectrum. Perhaps more powerful would have been the use of silence in the most dramatic moments, sending chills to the entire audience.My favorite scene is one of these moments of eerie silence. In this scene, three members of the Apollo 1 mission do a test in the Apollo capsule. It goes horribly wrong and the interior of the capsule catches on fire, sadly, resulting in losing the lives of all three. Yet, the film takes this a step further, as the three fallen heroes are not new in this scene. The viewer gets time to like them, understand them and befriend them - just as Neil did in real life. This makes their sudden and dramatic loss nothing short of shocking and cold, replicating the real-life impact it had on Armstrong.Although, First Man has a strong beginning, a strong ending and many high points throughout, it also has many mistakes and things that could be improved that simply negate the extraordinary story of this story. For that reason, I give it 3.5 out of 5 stars. The story is quite intensive and is best suited for older audiences that will understand the impact of the events so I recommend it for ages 12 to 18. This film opens nationwide in theaters on October 12, 2018 so, look for it. If you are a fan of space exploration, it is sure to make an impact, but even if you aren't you will learn something new.Reviewed by Gerry O., KIDS FIRST! Film Critic. For more reviews by youth, visit kidsfirst dot org",7,11,26,11 October 2018
The Hunger Games: Mockingjay - Part 1," Simply Fantastic! Everything I Wanted!!
","This much anticipated film is absolutely fantastic with some action and a stellar cast that will blow your mind! This epic story continues with Katniss Everdeen (Jennifer Lawrence) and Peetar Mellark (Josh Hutcherson) who both play a big part in the lives of District 13'ers, each in their own way. They want to unite and save an entire nation. In order to do this, they need the help of their friends and new alliances. I completely love this film and the overall production. It's intense and has such a grand feel to it. With scene after scene, it gets bigger and bigger and you see just how powerful one voice can be. The aerial shots, emotions, excitement and the anticipation of what's happening next basically keeps your eyes glued to the screen. I've read all the books and this adaption is very true to the original stories. Jennifer Lawrence's performance is incredible. She becomes her character completely with a range of emotions - anger, doubt, disbelief and feeling sorry. She is so convincing. My favorite character is Peetar. Although he is not on-screen time as much as the other characters, he plays a big part in the film. Peeta is what drives Katniss throughout the film as she struggles to get to him. Almost everything she does is a result of her wanting to save Peeta. I also like Peeta because, every time he is on screen, he seems to change and intensify the situation. My favorite scene is when Katniss sees Peeta for the very first time. She is shocked and, at the same time, grateful that he is alive. It is nice to see all of the questions that go though her mind through her own eyes. Katniss' eyes reveal how she feels about Peeta. I recommend this film for ages 13 to 18 and I give it 4 out of 5 stars. It is a little slow in the beginning, but I understand why. They have to bring you up to speed with what happened in the previous film. I cannot wait to see Part 2!Satisfy your excitement and see The Hunger Games: Mockingjay – Part 1. It is playing in theaters now, so please check it out.Reviewed by Brianna B., KIDS FIRST! Film Critic.",10,26,67,24 November 2014
Pirates of the Caribbean: On Stranger Tides," More Fun Than an Ocean Full of CGI Mermaids
","KIDS FIRST! youth film critic, Daniel Menegaz reviewed Pirates of the Caribbean: On Stranger Tides for us. You can see his videotaped review, together with his twin brother Jonah, here: http://www.youtube.com/watch?v=GMBP6w8qFBkOr read his written review below: Pirates of the Caribbean: On Stranger Tides, is a continuation of the adventures of Jack Sparrow (Johnny Depp), this time in a race to the Fountain of Youth along with femme fatale Angelica (Penelope Cruz), the infamous pirate Black Beard (Ian McShane) and crusty Barbossa (Geoffery Rush). The movie is very exciting, with a lot of action and a healthy dose of well placed humor. Not only is the acting good, but the action choreography is amazing as well. The roles of the characters are perfectly portrayed by the actors playing them. The CGI is so real, (especially of the mermaids) you are sure to be on the edge of you seat, almost in the movie. But if you want to feel like you're really a part of all the action, see it in Imax or 3D or both. The picture in Imax 3D is astonishing and helped make the movie all it could be. The soundtrack is also very well played, setting the tone of each scene nicely. If you're looking for a good movie, go see Pirates of the Caribbean: On Stranger Tides. You're guaranteed to have a great time!Reviewed by Daniel Menegaz age 13, KIDS FIRST! Film Critic",Null,1,2,3 June 2011
Sherlock Holmes: A Game of Shadows," Great Action Film - Particularly for Holmes' Fans
","If you are into action films, you will love the latest film about our favorite detective. Sherlock Holmes and his sidekick Dr. Watson try to kill their foe, Professor Moriarty because Holmes believes he is linked to a number of recent crimes. They discover that Moriarty invests in companies in England owning cotton and other goods. He plans to start a war so that there will be a high demand for the goods, so he can make a fortune. Will Holmes succeed in preventing this war?The cinematography of the movie is impressive. Several action scenes are filmed in slow motion, making it more thrilling. However, the lighting of the movie is gloomy and, for me doesn't really match the tone of the movie since it is a combination of action and adventure with a dash of comedy. The storyline of the movie doesn't quite work for me either. Although the film is like 'Mission Impossible' in the 19th century, it's a bit difficult to hear what the characters are saying since they have a British accent, and the plot gets confusing at times. I did enjoy the ending though. It is interesting watching the director's comparison of the face-off between Holmes and Professor Moriarty to a chess game.I recommend this film to teens 13 and up, especially to fans of Sherlock Holmes. If you have a sharp eye and keen hearing, then you might find Sherlock Holmes: A Game of Shadows intriguing.Reviewed by Gabriella Chu, age 15, KIDS FIRST! Film Critic Video review here: http://www.youtube.com/watch?v=fai15DEfx_E",7,0,0,6 January 2012
The Monuments Men," Sometimes Our Achievements Are Worth Dying For
","This is a dramatic film, with some humorous moments, that shows the importance of human achievement and I loved every minute of it. The story is based on true events that center on the ending of World War II, when Nazi troops hid artwork from around Europe for Chancellor Hitler. President Roosevelt lets Lt. Frank Stokes (George Clooney) gather an unlikely squad of museum directors, curators and art historians to enter Europe and save, not only art, but people's history.What makes this film strong is its story and how it shows the characters' passion for their goal. I'm not an art critic, but I recognized some of the artists and their work. But I'm not into art like these people were. However, when you see the soldiers torching the art, my heart broke and my stomach tied in knots. Watching this film reminds me that art isn't just paintings or sculptures, it's about people's accomplishments and, if that's gone, what do we have?The screenplay is beautifully written by Grant Heslov and George Clooney, who also directs this movie. This film can be humorous, but it also shows the reality of war. For example, they talk about concentration camps and that's a risky move. It refers to the inhumanity that happened, but they balance well so it's not 'Shindlers List.' This dream cast includes Bill Murray (Sgt. Richard Campbell), John Goodman (Sgt. Walter Garfield), and more memorable actors that play fantastic people. Just watching them interact is entertaining enough.My favorite character is Pvt. Preston Salvitz (Bob Balaban). I pick this character because when I see Bob play Preston he becomes a little ball of fire and I love this person's passion for art.My favorite scene involves Sgt. Campbell (Murray) receiving a recording from his daughter while he's fighting in the war. Preston plays the recording on the announcement intercom and your heart turns to mush as Bill sits by himself smiling with tears in his eyes while listening to his daughter's voice.The moral of the story is, 'Sometimes our achievements are worth dying for.' 'The Monuments Men' love art and that's why they are picked for this team. They are willing to die to protect it. I give this 5 out of 5 stars and recommend it for 12 to 18-year-olds. There's some action, blood and language that younger kids shouldn't experience, however the film shows our human side and how we live to create achievements. Reviewed by Keefer B., KIDS FIRST! Film Critic. For more reviews go to kidsfirst dot org.",9,2,4,28 March 2014
