movie_title,title,review,rating,helpful,total,date
The King's Speech," masterpiece, art
","Most of the time, British films are based on small things, but they are more refined than grand. Although they have become a kind of gentle style, they have been tiring for a long time. This is the same as the slack produced by the commercial box office 3D bombs. But once the British films have the tradition of free play in performance and reach the balance of their own narrative rhythm, it becomes a master piece. Once the masterpiece has an impeccable tension, it's beautiful. It's the Epiphyllum blooming in nobody's place. It's art.",9,0,0,24 March 2020
Men in Black 3," MIB
",I don't know why it's easy to be moved by this sincere feeling. I remember that the unveiling of the last origin makes this passage of time and space more meaningful! It's been ten years since I saw the three films. It's obvious that will smith is not as young as before.,7,1,1,7 May 2020
Your Name.," beautiful
","From the beginning of the song is very good, the picture is very beautiful, the story is very moving. In this impetuous society, how many people still remember the original intention and the original persistence. Good animation with two strokes. It has to be said that the Japanese animation is very attentive in the details of the processing, directly hit the people's hearts, there are laughter and tears, the reduction of the real scene is also very high!",9,0,0,19 April 2020
Skyfall," love the series
","Bond's 007 tells us about bond's childhood shadow and chooses the place where he lived. Bond won the decisive battle successfully, and was invited to resume his post by the new m to continue his new spy mission. Bond in this one is still tough and quick. Emotional drama mainly shows the loyalty and trust between bond and maam.",8,0,2,19 April 2020
Casablanca," love
","The film takes Casablanca, which has not yet fallen into the hands of the German army in 1941, as the stage, and tells an involuntarily touching love story in a triangle under the background of turbulent times, and integrates the elements of war, justice, freedom, loyalty, friendship and so on into the theme of love.",9,0,0,31 March 2020
Mulan," Courage
","'Who is that girl I see,
staring straight back at me,
why is my reflection someone I don' know.'",9,1,1,19 April 2020
Zootopia," worth watching
","From the town of rabbit nest to the animal City, from the traffic assistant to the police officer, these changes are not accidental. If there is no dream, no self-confidence, no wisdom, no partner, no tortuous experience, how can there be a perfect ending! This movie is suitable for everyone to watch. In the eyes of children, this movie can bring them different visual effects, such as cute animals, prosperous big cities, green forests, white glaciers, and inspirational little white rabbits. In the eyes of adults, the film reflects more moral. Having dreams, customer service difficulties, building friendship, eliminating racial discrimination and respecting others are the basic principles of life, and also the road to success. It's a very inspirational movie, worth watching!",9,1,1,19 April 2020
Beauty and the Beast," classic
",Classic stories and movies. We can't judge people by their looks. The most unforgettable scene is Belle dances with beast. It's romantic and the song is also beautiful.,8,0,0,20 March 2020
The English Patient," Love story
","I always loved you...
Favorite scene is they are flying
The sun embraces them
As if Catherine had not died
That's how they fly to freedom",8,1,1,18 April 2020
The Adventures of Tintin," nice
","Spielberg's smooth narrative, perfect scene switching and powerful photography skills! In the second half of the series, there are three compact and grand action scenes, which make people overindulge! The captain's memory alternates with the real scene. Monaco snatches three pieces of parchment. These two sections are super wonderful! Uncle Williams's divine music is also an auditory enjoyment! Snow white and the captain are good supporting roles!",8,0,0,12 May 2020
