movie_title,title,review,rating,helpful,total,date
Hereditary," Chilling
","Hereditary brings a whole new genre of horror to the table, the directors strange use of camera work makes the movie feel unique and original. I was stunned bye the end of the movie and think it would be suitable for a sequel. Overall I think that this deserves to be a classic.",9,0,1,2 January 2019
Inglourious Basterds," 'But sir, you just gave yourself Away'
","Unlike other Terintino movies, Inglorious Basterds actually makes sense. Mainly because of outstanding acting and suspense.",10,1,3,2 January 2019
Us," Masterpiece
","This movie makes you think long after seeing it. The compelling story of a small family leaving home to spend time at their house down in Santa Cruz, were they are astounded to find a doppelgÃ¤nger family in their driveway. The cinematography and amazing acting smash together to create a classic horror masterpiece.",10,10,27,26 March 2019
Dunkirk," Great
",This movie was extremely well done if you don't count the fact that like all Christopher Nolan movies it is dark and confusing,9,0,2,22 August 2018
A Quiet Place," Amazing
",I think this being the first movie John krazinski has directed it was amazing,9,2,4,22 August 2018
Ex Machina," Superb
",This movie is a perfect demonstration of what we as humans can create and how it can turn Against us in many ways,10,1,2,22 August 2018
The Dark Knight," Amazing
",Unlike other dc films this movie changed my perspective of Batman,10,0,0,22 August 2018
La La Land," Beautiful
","I'm not fond of romantic movies but La La Land touched me, Amazing acting and singing make a fun campy romantic musical that anyone could watch and love! This movie is a modern classic and will stay so for ages to come.",Null,0,0,2 January 2019
Inception," Christopher Nolan at his best
",This movie provided me with new ideas about the future and its dark side,9,0,1,22 August 2018
Arrival," Slow but good
",This movie was slow paced for me but it payed of with its visuals and story,9,1,3,22 August 2018
