movie_title,title,review,rating,helpful,total,date
Ford v Ferrari," Incredible and thrilling racing drama
","Ford v Ferrari is an incredible and thrilling racing drama and in my opinion, one of the best films of the year. Christian Bale and Matt Damon both give incredible performances and they have perfect chemistry, although Christian Bale does steal every scene he is in. Jon Bernthal and Tracy Letts are both great. The pacing is incredible as it does not feel as long as it is. The music by Marco Beltrami and Buck Sanders is amazing. James Mangold's direction is fantastic and the film is extremely well filmed, resulting in genuinely thrilling racing sequences throughout. It's also surprisingly very funny in certain parts and emotional in others.",10,12,28,15 November 2019
Insidious: Chapter 2," A disappointing sequel
","Insidious: Chapter 2 is a disappointing sequel that's nowhere near as scary as the original. However it's still really good due to great performances from Patrick Wilson and Rose Byrne, a good pace and genuinely funny humour. It also answers questions left unanswered by it's predecessor which makes it a satisfying watch.",7,0,0,28 December 2018
National Treasure: Book of Secrets," Really good sequel
","Due to it's plot being very similar to the first National Treasure, it isn't as good as the first but National Treasure: Book of Secrets is still a really good sequel. It's consistently funny with plenty of action. Nicolas Cage, Jon Voight, Diane Kruger and Justin Bartha once again give great performances and newcomers Ed Harris and Helen Mirren are also really good. Jon Turtetaub's direction is great and the film is well paced and also has a great score by Trevor Rabin.",7,2,2,22 July 2019
First Man," An emotional and incredible journey
",First Man is both an emotional and incredible journey. Ryan Gosling gives an incredible performance with great supporting performances from Jason Clarke and Claire Foy. Damien Chazelle's direction is incredible and it's beautifully filmed with an incredible sense of realism. It's the definitive moon landing movie elevated by an incredible moon landing sequence and a perfect musical score by Justin Hurwitz.,10,0,2,28 December 2018
The Hunger Games: Mockingjay - Part 1," Average set-up
","The Hunger Games: Mockingjay - Part 1 is a huge step down in quality compared to it's predecessors. The film is nothing more than dull set-up for the next one. However, it still has some redeeming qualities. Jennifer Lawrence gives a great lead performance as well as the rest of the returning cast, who all give good supporting performances. The film is well made and the CG is good.",5,0,0,2 January 2019
Alien 3," Terrible sequel
","Alien 3 is a terrible sequel, a bleak, boring and needlessly nihilistic film that's easily the worst installment in the franchise. David Fincher's direction is extremely misguided. It fails to be scary or suspenseful throughout and the visual effects somehow manage to look worse than it's predecessors. However, Sigourney Weaver is reliably great but the rest of the cast are forgettable.",3,1,2,24 May 2020
Star Wars: Episode I - The Phantom Menace," A disappointing start to the prequel trilogy but still good
","Star Wars: Episode I - The Phantom Menace is unfortunately a disappointing start to the prequel trilogy but it's still good. It's got some weak CG, pacing issues and wastes a unique villain. However, Ewan McGregor and Liam Neeson give great performances. The thrid act is extremely enjoyable and has one of the best lightsaber fights ever. George Lucas's direction is really good and John Williams score is once again perfect.",6,1,5,20 December 2018
The Equalizer," Incredible action movie with a focus on characters
","The Equalizer is an incredible action movie with a focus on characters. Denzel Washington gives an incredible performance with a great supporting performance from Chloë Grace Moretz. Antoine Fuqua's direction is also incredible with some amazing fight scenes. It's only downside is a one dimensional villain, who is quite forgettable but good enough in the fight scenes.",9,0,1,19 December 2018
The Expendables 2," Great sequel
","The Expendables 2 is a great sequel that actually improves upon the original film and fixes it's flawes with a much better villain and more screen time for both Bruce Willis and Arnold Schwarzenegger. The returning cast are once again great and have really good chemistry. The music by Brian Tyler is fantastic. It's surprisingly funny. Jean Claude Van Damme is a great villain and Chuck Norris is an extremely fun and welcome addition. Simon West's direction is also really good, with plenty of well filmed and extremely enjoyable action sequences. It's only brought down by one of the scenes in the first act lacking the emotional weight it could have.",8,1,1,22 November 2019
Source Code," Incredible sci-fi thriller
","Source Code is an incredible sci-fi thriller that's smart, complex, thrilling and emotional whilst also managing to find a new twist on the Groundhog Day premise. Jake Gyllenhaal gives an incredible lead performance and Michelle Monaghan, Vera Farmiga and Jeffrey Wright are all great. It's expertly paced, Duncan Jones' direction is fantastic and it's extremely well filmed. The music by Chris Bacon is excellent.",10,1,1,3 June 2020
Iron Man 3," Incredible sequel
","Iron Man 3 is an incredible sequel that improves massively on its predecessor. Robert Downey Jr is great in the lead role showing a more vulnerable side to Tony Stark and the supporting performances from Don Cheadle, Gwyneth Paltrow, Jon Favreau and Ben Kingsley are also great. The humour works and the action is thrilling, especially a sequence on/outside air force one. The twist is smart and funny however the villain is one of the more forgettable Marvel villians. Overall Shane Black was a great choice to make this sequel.",9,2,3,31 March 2019
The Ring," Dull horror
","Despite a really good performance from Naomi Watts and good direction from Gore Verbinski, The Ring is a surprisingly dull horror. It's not scary at all and focuses on solving a mystery it doesn't actually solve due to an extremely muddled and confusing plot that makes little sense. The combined lack of scares and answers make it a dull watch.",4,2,4,19 July 2019
United 93," Powerful real time drama
","United 93 handles a sensitive subject matter extremely well, delivering a powerful, gripping and emotional real time drama. The performances from all of it's cast are incredible and feel genuine. Paul Greengrass' direction is incredible and makes the film feel extremely real. It's well paced and tense throughout and the finale is extremely impactful and emotional.",10,2,4,22 August 2019
It," Incredible horror
","It is an incredible horror that's funny, emotional, scary and full of nostalgia. The young cast all give incredible performances and have fantastic chemistry. Bill SkarsgÃ¥rd is perfect as Pennywise in an extremely committed performance. The humour works really well and it's full of extremely suspenseful and scary sequences throughout. The music by Benjamin Wallfisch is amazing and it's well paced. It's also beautifully filmed with excellent direction from Andy Muschietti.",10,1,2,6 September 2019
Hereditary," Disappointingly bad horror
","Hereditary is unfortunately a disappointingly bad horror. Toni Collette gives an incredible performance and Ari Aster's direction is also incredible, resulting in a beautifully filmed movie. However, the plot is predictable and derivative. The film isn't scary at all and the third act attempts to be scary but ends up being laughably bad. The end is also pretentious and takes forever to actually end.",4,1,4,25 December 2018
John Wick," Incredible action movie
","John Wick is an incredible action movie. Keanu Reeves gives an incredibly committed performance, emotionally as well as physically. Ian Mcshane, Michael Nyqvist and John Leguizamo all give great supporting performances. The world is interesting and well explored. The direction by Chad Stahelski and David Leitch is incredible, especially the action which is amazing, beautifully filmed and the best part of the film. The music by Tyler Bates and Joel J. Richard and the songs are both amazing.",10,3,5,16 May 2019
Rocketman," Incredible biopic
","Rocketman is an incredible musical biopic that shows both the highs and lows of Elton John's early life and career. Taron Egerton gives an incredible performance as Elton John and sings his songs amazingly. The supporting performances from Jamie Bell, Bryce Dallas Howard and Richard Madden are all great. However, the performances from the child actors playing young Elton John aren't as convincing. Also, Dexter Fletcher's direction is great and the music/dance sequences work really well.",9,5,11,28 May 2019
