movie_title,title,review,rating,helpful,total,date
The Mask," My favorite Jim Carrey movie!
",'The Mask' has been the funniest movie I have ever seen. I laughed at the part when Jim Carrey turned into the mask by putting it on. Funny isn't it? The dancing scene with Jim Carrey dancing with Cameron Diaz is funny. See this movie because it makes you laugh really really hard. **** out of **** stars and 10 out of 10 stars.,10,0,0,3 January 2002
Meet the Parents," Funny Movie!
","This is a very funny movie! My favorite part is when Gaylord 'Greg' Focker (Ben Stiller) was roaring and hitting the volleyball hardly into the girl's face and I laughed so hard! Robert De Niro and Ben Stiller are one of my favorite actors because they were great and funny. If you haven't seen this movie, see it and you might laugh and enjoy this. **** out **** stars. That means excellent.",10,0,1,27 October 2001
X-Men," Great Movie!!
","'X-Men' is a great movie from Marvel Comics. My favorite character from this movie is Wolverine, because he is awesome. This is my favorite Patrick Stewart and Hugh Jackman movie. If you have not seen this movie, go rent or buy 'X-Men'. See this movie, you won't be very disappointed. **** out of **** stars and 10 out of 10 stars.",10,0,1,8 January 2002
The Terminator," I'll Be Back!
",'The Terminator' has been the best Arnold Schwarzenegger movie I have ever seen! My favorite part is when the Terminator was saying 'I'll Be Back!' I also like the part when he was grabbing those punks' clothes to wear them and the cool part is when he got some guns at the gun store. This movie is a must-see for any Arnold Schwarzenegger fans. The Terminator is an excellent movie overall and has been one of the best excuses of the film. **** out of **** stars. 10/10 stars.,10,0,0,1 December 2001
Cast Away," Pretty Good.
","This is my favorite Tom Hanks movie! I have seen this movie in theaters and got the DVD when it was released. My favorite part in this movie was that Tom made fire, and it was great. This movie is a must see for any Tom Hanks or Helen Hunt fans.Rating ****/****. That means excellent.",10,0,0,17 August 2001
Spider-Man," Excellent! One of the best movies I have seen this year!
","'Spider-Man' is one of the best movies of 2002! Tobey Maguire stars as young man who got bitten by a radioactive spider and becomes Spider-Man to fight villians. The film co-stars Kirsten Dunst, Willem Dafoe, James Franco, J.K. Simmons, Cliff Robertson, and Rosemary Harris. 'Spider-Man' is a must-see for any Marvel Comic or movie fans. If you like Marvel Comics, you'll definitely like this movie!10/10",10,0,0,12 May 2002
Schindler's List," Excellent!
","'Schindler's List' without a doubt has been one of the best movies I have ever seen. I am glad that it won a lot of Oscars including Best Picture and Best Director Steven Spielberg. Liam Neeson is an excellent in that film also. Neeson stars as a Nazi Czech/German businessman named Oskar Schindler who owns a factory and saved more than 1100 Jews from being gassed at the Auschwitz concentration camp during the Holocaust. Concentration camp is a very bad place where people work on digging the dirt from sunrise to sunset. It is a sad film, but it is based on a true story and it is brilliant, too. 'Schindler's List' is a movie that should be seen for any Liam Neeson, Ben Kingsley, Ralph Fiennes, Steven Spielberg, or any historical drama film or movie fans. Excellent! Tragic Ending with Jews putting rocks on Oskar Schindler's gravestone in the cemetery.10/10",10,12,18,25 April 2002
Patton," A Must See!!!
","'Patton' is a movie starting George C. Scott who plays General George S. Patton, a famous tank commander in World War II. He is a great in that movie and I'm glad he won an Oscar for it. I saw it on DVD tonight and I was impressed. All the 'Bastard' and 'Son Of A Bitch' scenes made me laugh. 'Patton' is one of the best movies I have ever seen! You have got to see it. You will love it. I do love that movie. That is all I can say for today. **** out of **** and 10 out of 10 stars.",10,2,6,12 February 2002
Dumb and Dumber," The funniest movie I have ever seen!!
",This is my all-time favorite Jim Carrey movie. I laughed really hard when Jeff Daniels' stomach was churning when he was driving. The bathroom scene is also funny. Jim Carrey and Jeff Daniels are both very funny in this movie. I highly recommend it. **** out of **** stars and 10 out of 10 stars.,10,0,2,3 January 2002
Rocky," Stallone's best!
","Rocky has been one of the best Sylvester Stallone movies I have ever seen. This movie is all about boxing. The ice skating scene is my favorite part in this cool movie. I also like the part when Rocky (Stallone) was talking to Adrian (Shire) while he was walking to his home. In my opinion, Rocky has been one of the excellent excuses of the film overall. **** out of **** stars. 10 out of 10 stars.",10,0,0,21 December 2001
