movie_title,title,review,rating,helpful,total,date
The Devil's Advocate," John Grisham Mixed With Exorcist Stuff
","Supernatural forces hover over the courtroom in this devilish drama adapted from the novel by Andrew Neiderman entitled,The Devil's Advocate.It features Keanu Reeves,Al Pacino and Charlize Theron together with Jeffrey Jones,Judith Ivey,Connie Nielsen and Craig T. Nelson.It is directed by Taylor Hackford.Attorney Kevin Lomax doesn't heed the Bible-based warnings of his mother ,who views New York City as 'the dwelling place of demons.' Instead, he leaves Gainesville, Florida, with his wife Mary Ann to put his legalistic skills to the test at a leading Manhattan law firm run by John Milton. It all goes smoothly with Milton urging them to stay, putting Kevin on a $400-per-hour salary, and moving the couple into a luxurious apartment in his own building on Fifth Avenue where Mary Ann falls under the influence of neighbor Jackie. After Kevin defends a weird animal sacrificer, he moves up to an important case with an apparent murderer, real-estate tycoon Alexander Cullen. Ignored by Kevin, the troubled Mary Ann has some disturbing experiences, verging on the occult, while Kevin, at work, becomes attracted to redhead Christabella. Dazzled by his entrance into paradise, Kevin doesn't grasp who handed him this Big-Apple success.This is a highly enjoyable motion picture that's part character study, part supernatural thriller, and part morality play.Or it could be classified as film that is a John Grisham stuff clashed with the Exorcist stuff.The picture's most superlative turn comes from Charlize Theron, who's a revelation in the first role to really show off her talents.But nevertheless,it well-acted by Al Pacino and Keanu Reeves.Its greatest strength is that it becomes more complex and rewarding as it goes along.",9,7,7,15 October 2012
The King's Speech," The King's Speech Works In All Levels
","The King's Speech is a historical drama film.Colin Firth plays King George VI who, to cope with a stammer, sees Lionel Logue, an Australian speech therapist played by Geoffrey Rush. The men become friends as they work together, and after his brother abdicates the throne, the new King relies on Logue to help him make a radio broadcast on Britain's declaration of war on Germany during World War II.The Academy Award winner for Best Picture in 2010 was written by David Seidler directed by Tom Hooper.The King's Speech is based on the true story of King George VI.After the death of his father King George V and the scandalous abdication of King Edward VIII, Bertie who has suffered from a debilitating speech impediment all his life, is suddenly crowned King George VI of England. With his country on the brink of war and in desperate need of a leader, his wife, Elizabeth, the future Queen Mother, arranges for her husband to see an eccentric speech therapist, Lionel Logue. After a rough start, the two delve into an unorthodox course of treatment and eventually form an unbreakable bond. With the support of Logue, his family, his government and Winston Churchill, the King will overcome his stammer and deliver a radio-address that inspires his people and unites them in battle. The King's Speech is a humorous look at an ignored part of British history.Also,it features a great combination and chemistry between the odd partnership between delightful badinage between the recently-crowned King George VI and Lionel Logue,who happens to be his not-so-humble servant or suffice it to say a charming rogue.It allows the viewer to feel empathy towards the characters involved in the film.Credit that to the quality performances of the cast.Specially mention should be given to Colin Firth and Geoffrey Rush,who portrayed King George VI and Logue respectively which allowed the movie to be absorbing and interesting.Also,the great screenplay and superb direction as well as the cinematography are excellent and outstanding.Given all the things mentioned such as the script,performances,acting,direction and cinematography,the movie works in all levels that makes this period drama truly a masterpiece.",10,1,2,4 November 2011
The Mask," A Perfect Vehicle For Jim Carrey
","The Mask is a fantasy comedy that is based on a series of comic books published by Dark Horse Comics. The film stars Jim Carrey as Stanley Ipkiss, a man who finds the Mask of Loki that turns him into The Mask, a trickster uninhibited by anything, including physical reality. The supporting cast includes Peter Greene as mafia officer Dorian Tyrell, Amy Yasbeck as a newspaper reporter, Peter Riegert and Jim Doughan as two police detectives, Richard Jeni as Stanley's friend, Orestes Matacena as nightclub owner and mafia boss Niko, Ben Stein as a psychologist, and Cameron Diaz in her feature film debut as Stanley's love interest Tina Carlyle.Hyperactive mayhem results when a mild-manned banker discovers an ancient mask that transforms him into a zany prankster with superhuman powers in this special-effects-intensive comedy.Stanley Ipkiss is a decent-hearted but socially awkward guy who one night finds a strange mask. Stanley puts on the mask and the banker transforms into The Mask, a green-skinned, zoot-suited fireball. The rubber-faced Mask possesses the courage to do the wild, fun things that Stanley fears, including romancing Tina Carlyle. The larger narrative, involving the efforts of Tina's gangster boyfriend to destroy Stanley and use the mask's powers for evil, prove less interesting than the anarchic comic set pieces.The film delivered enough laughs as it is a perfect vehicle for the talents of Jim Carrey wherein he seems to have found a story and character that work together with manic energy.In addition to his physical talents, the film makes effective use of digital visual effects that bestow the Mask with superhuman speed, insane flexibility, and popping eyes out of a Tex Avery cartoon.The design is bright as a button and the transformation scenes real eye-poppers, but the film's best special effect is putty-faced Carrey with his razzle-dazzle star turn as the affable Stanley and his manic alter ego.This makes it a marvelously energetic and highly enjoyable.",9,1,1,16 October 2012
Saturday Night Fever," A Dated Disco Movie
","Saturday Night Fever is a dance film directed by John Badham.It features John Travolta as Tony Manero, an immature young man whose weekends are spent visiting a local Brooklyn discothèque; Karen Lynn Gorney as his dance partner and eventual friend; and Donna Pescow as Tony's former dance partner and would-be girlfriend. Barry Miller,Paul Pape,Bruce Ornstein,Martin Shakar,Julie Bovasso and Fran Drescher play supporting roles.The story is conventional.Tony Manero is a Brooklyn paint-store clerk who'd give anything to break out of his dead-end existence. In life, Tony is a peasant; on the disco dance floor, he's a king. As the soundtrack plays one Bee Gees hit after another, we watch white-suited Tony strut his stuff amidst flashing lights and sweaty, undulating bodies. Tony's class aspirations are mirrored in his relationship with his dance partner, Stephanie, a secretary eager to move into the glamorous world of Manhattan. Saturday Night Fever's huge success grew meteorically thanks to the towering popularity of its soundtrack; during the first half of 1978, when the movie's disco songs saturated the singles charts up to four at a time, it was no longer clear whether the hit movie was feeding the hit songs or the hit songs were feeding the hit movie. This crossover between music and movies set the pace for many movies to come, as it also marked the rise and fall of 1970's disco culture.There's a lot in the movie that's sad and painful, but after a few years what you remember is John Travolta on the dance floor in that classic white disco suit, and the Bee Gees on the soundtrack.Obviously,one cannot dismiss its cultural significance, which today may be part of its campy appeal.Obviously,this is dated disco movie by today's standards.",7,1,3,1 October 2012
Moneyball," Moneyball Surprisingly Has Intelligence And Depth
","Moneyball is a sports drama film based on Michael Lewis's book of the same name which gives an account of the Oakland Athletics baseball team's 2002 season and their general manager's attempts to assemble a competitive team.It stars Brad Pitt,Jonah Hill and Philip Seymour Hoffman.Based on a true story,it is a movie for anybody who has ever dreamed of taking on the system. Brad Pitt plays Billy Beane, the general manager of the Oakland A's and the guy who assembles the team, who has an epiphany: all of baseball's conventional wisdom is wrong. Forced to reinvent his team on a tight budget, Beane will have to outsmart the richer clubs. The onetime jock teams with Ivy League grad Peter Brand in an unlikely partnership, recruiting bargain players that the scouts call flawed, but all of whom have an ability to get on base, score runs, and win games. The team's scouts are first dismissive of and then hostile towards Brand's non-traditional sabermetric approach to scouting players, most notably Grady Fuson – who is fired by Beane after insulting their approach, and takes to the radio airwaves and doubts the team's future. Rather than relying on the scouts' experience and intuition, Brand selects players based almost exclusively on their on base percentage (OBP). By finding players with a high OBP but with characteristics that lead scouts to dismiss them,Brand assembles a team of undervalued players with far more potential than the A's hamstrung finances would otherwise allow. Despite vehement objections from the scouts, Beane supports Brand's theory and hires the players he selected, such as unorthodox submarine pitcher Chad Bradford. Following the free agent signings, Beane finds that he also faces opposition from Art Howe, the Athletics' manager. With tensions already high between them because of a contract dispute, Howe disregards Beane and Brand's strategy and plays the team in a traditional style despite their unsuitability. Beane eventually trades away the lone traditional first baseman, Carlos Peña, to force Howe to use the new recruits.Early in the season, the Athletics fare poorly, leading critics within and outside the team to dismiss the new method as a dismal failure. Beane convinces the owner to stay the course, and eventually the team's record begins to improve. Ultimately, the Athletics win 20 consecutive games, setting the American League record. Their streak is capped with a victory over the Kansas City Royals. The movie is not a traditional sports movie, and indeed should be just as gripping for non-sports fans. It's not a series of Big Games. When it goes to the field, it's for well-chosen crucial moments. Its essence is in terse, brainy dialogue by the two accomplished screenwriters Aaron Sorkin and Steven Zaillian. As in 'The Social Network,' abstract discussions reflect deep emotional conflicts. There are a lot of laughs, but only one or two are inspired by lines intended to be funny. Instead, our laughter comes from recognition, an awareness of irony, an appreciation of perfect zingers — and, best of all, insights into human nature.This is really a movie about business. None of the individual players have major roles. The drama all happens in the mind of a general manager and his numbers guy. They bet against tradition and in favor of numerical analysis. That goes against a century of baseball history, although for all of those years, fans have thumbed through their baseball almanacs and issued mind-numbing statistical theories on talk shows. What the numbers crunchers demonstrated is that a computer can assemble a team better than human instinct.Finally,what is surprising about this movie is that it has intelligence and depth as it presents a man who is about to redeem himself from his past failures and overcome the present challenges and obstacles that he is currently facing in the achievement of his goals.",10,1,2,1 September 2012
The Avengers," One Of Best Superhero Films Ever Released
","The Avengers is a superhero film produced by Marvel Studios and distributed by Walt Disney Pictures.It is based on the Marvel Comics superhero team of the same name. It is the sixth installment in the Marvel Cinematic Universe. It is written and directed by Joss Whedon and it features an ensemble cast that includes Robert Downey, Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgård and Samuel L. Jackson. In the story,Nick Fury, director of the peacekeeping organization S.H.I.E.L.D.,recruits Iron Man,Captain America, the Hulk, and Thor to form a team that must stop Thor's adoptive brother Loki from subjugating Earth.When an unexpected enemy emerges that threatens global safety and security, Nick Fury finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins.Enhanced picture, enhanced sound, enhanced film: The Avengers feels like it's truly in its element on the small screen, and Buena Vista's impressive roster of supplements does the movie proud.Added to that,the performances are so well-pitched in The Avengers, meshing with such vividness and ease, that it's tempting to overpraise the good but not great movie that surrounds them.If you are a Marvel fan, then The Avengers will feel like Christmas. Thanks to the merry doings of the director, Joss Whedon, all your favorite characters are here, as shiny and as tempting as presents under the tree.Obviously,it is one of the best superhero films ever released on screen.",10,2,7,20 October 2012
Million Dollar Arm," An Inspirational Sports Disney Movie
","Million Dollar Arm is a biographical sports drama about baseball pitchers Rinku Singh and Dinesh Patel who were discovered by sports agent J.B. Bernstein after winning a reality show competition in India.It stars Jon Hamm together with Aasif Mandvi,Bill Paxton,Suraj Sharma,Madhur Mittal,Lake Bell and Alan Arkin.This Walt Disney Pictures produced film is directed by Craig Gillespie.JB Bernstein is a once-successful sports agent who now finds himself edged out by bigger, slicker competitors. He and his partner Aash will have to close their business down for good if JB doesn't come up with something fast. One night,he came up with an idea of going to India. Late one night, while watching cricket being played in India on TV, JB comes up with an idea so radical it just might work. Why not go to there and find the next baseball pitching sensation? Setting off for Mumbai with nothing but a gifted but cantankerous scout in tow, JB stages a televised, nationwide competition called 'Million Dollar Arm' where 40,000 hopefuls compete before two 18- year-old finalists, Rinku and Dinesh, emerge as winners. JB brings them back to the United States to train with legendary pitching coach Tom House. The goal: get the boys signed to a major league team. Not only is the game itself difficult to master, but life in the U.S. with a committed bachelor makes things even more complicated-for all of them. While Rinku and Dinesh learn the finer points of baseball and American culture, they in turn teach JB the true meaning of teamwork and commitment. Ultimately, what began as a purely commercial venture becomes something more and leads JB to find the one thing he was never looking for at all-a family.This is definitely an inspirational sports Disney movie.It is charming to a fault and watchable as it provides inspiration to people to achieve the goals they have set in life.Also,the movie successfully manages to mix emotion and comedy to move the viewer.Overall,it definitely scores a home run as a baseball film.",9,2,2,21 March 2015
Angels & Demons," Poor Adaptation Of The Novel
","Angels & Demons is a mystery-thriller film that was based on Dan Brown's novel by the same title. It is the Interquel or second film, although the book was published first in series chronology of Robert Langdon.The movie stars Tom Hanks,who reprises the lead role of Langdon,together with Ewan McGregor,Ayelet Zurer,Stellan Skarsgård,Pierfrancesco Favino,Nikolaj Lie Kaas and Armin Mueller-Stahl.Producer Brian Grazer, composer Hans Zimmer and screenwriter Akiva Goldsman and director Ron Howard also return after working in The Da Vinci Code.Angels & Demons,although was written before the novel The Da Vinci Code, the story transpires after the events of the latter movie.Robert Langdon, the most respected symbologist in the United States, who uses his knowledge in order to decode a symbol on the skin of a murder victim. The clues put him on the trail of an international conspiracy involving the Catholic Church.Inspite of the many issues involving about the Catholic Church,the movie was far from entertaining and interesting as compared to the novel itself.The film was more of an exercise instead of a story being told on screen. It was talky and a violent conspiracy thriller will bore not only kids and teens but adult viewers as well.It lacks tension,suspense and drama as everything in the movie becomes clichéd and predictable.Also,the story is far from realistic as it becomes ridiculous and implausible at some points of the screenplay.Acting-wise,it is noticeable that there is limited chemistry between Tom Hanks and Ayelet Zurer.I felt that even Hanks himself is on a rush delivering his lines as we see his character constantly chasing not only the enemy but as well as the exercise required by the plot of the movie.Too bad that it was a poor adaptation of a good novel.Maybe it is better to read the book instead of watching the movie adaptation.",8,1,2,30 November 2011
Kill Bill: Vol. 2," Kill Bill Vol. 2 Is Wildly Entertaining And Smart
","Kill Bill Volume 2 is the second of two volumes that were theatrically released several months apart. Kill Bill was originally scheduled for a single theatrical release, but with a running time of over four hours, it was separated into two volumes. Kill Bill Volume 1 was released in late 2003, and Kill Bill: Volume 2 was released in early 2004.It was an action thriller that stars that stars Uma Thurman as The Bride together with David Carradine as Bill,Lucy Liu,Vivica A. Fox,Michael Madsen,Daryl Hannah and Gordon Liu. The story continues to follow a character known as 'The Bride', a former assassin who seeks revenge on still-active colleagues who massacre members of her wedding party and try to kill her.It was written and directed by Quentin Tarantino.Kill Bill Volume 2 continues the saga of The Bride in her revenge after having dispatched several of her arch-enemies in the first film,Kill Bill Volume 1.In a flashback, the Bride and her groom rehearse their wedding. Bill arrives, and it is revealed that The Bride has retired from assassination and left her former lover Bill in order to settle down with her unborn daughter. Moments later, the Deadly Vipers attack on Bill's orders.In the present, Bill warns his brother Budd, a bouncer and former Deadly Viper, that he will be targeted next. The Bride arrives at his trailer, but Budd shoots her full of rock salt with his double-barreled shotgun and then sedates her. Budd calls Elle, offering to sell her The Bride's Hanzō sword, before sealing The Bride inside a coffin and burying her alive.In a flashback, Bill takes The Bride to the temple of Pai Mei,a legendary martial arts master. Pai Mei has mastered a technique wherein pressure points on the victim's chest are struck, leaving them with only a few footsteps before their death. Bill informs The Bride that Pai Mei teaches no one the technique. After she trains under Pai Mei, who initially dislikes her, she eventually wins his respect.The Bride recalls her training with Pai Mei to break out of the coffin to the surface. The next morning, Elle arrives at Budd's trailer for their transaction. Budd is betrayed by Elle, who uses a black mamba and its venomous bite to poison him. Elle expresses regret that a loser like Budd was the one to kill The Bride, whose name is revealed to be Beatrix Kiddo. As Elle leaves the trailer, she is attacked by The Bride. Elle reveals that her missing eye was plucked out by Pai Mei after she insulted him during her training, and in retribution, she poisoned him. Angered, The Bride plucks out Elle's remaining eye, and leaves Elle writhing and screaming hysterically in the trailer with the black mamba. After finding Bill's location, deep in the Mexican countryside, The Bride infiltrates his home. She is shocked to find B.B., her four-year old daughter, alive and well. The family spend the evening together peacefully, with Bill making sandwiches and Beatrix watching Shogun Assassin in bed with her daughter. Later on, after B.B. has gone to bed, Bill shoots Beatrix with a dart containing a truth serum and questions her. A flashback recalls the moment Beatrix found out she was pregnant. She was on an assignment, and her target had sent an assassin of her own to kill Beatrix. Beatrix managed to convince the assassin not to kill her due to her pregnancy, and they agreed to part ways. Beatrix explains that she ran away without telling Bill in order to protect their unborn daughter from him and his life. Though Bill understands, he remains unapologetic for what he did, explaining that he's a killer and nobody should ever cross him, even her. Bill then attacks Beatrix, but she disables him with Pai Mei's fatal technique, which he secretly taught her. Bill, aware of the technique, gives his final speech, takes five steps, and dies. Beatrix departs with B.B. in her arms, and later they watch cartoons in a hotel together.Kill Bill Volume 2 has more dialogue and less action-packed than the fist film but nevertheless, delivers the goods for those expecting a satisfying conclusion.But still,the film is the epitome of the glamorization of brutality and violence and the same time tries to condemn it as well.Also,deeper themes are explored such as pregnancy and motherhood.Overall,Kill Bill Volume 2 is wildly entertaining and smart that are full of genre-loving savvy, grind-house vigor and liberating energies.",10,2,4,10 November 2011
The Legend of Bagger Vance," Satisfying And Entertaining Despite Issues Involved In It
","Robert Redford directed this adaptation of a novel by Steven Pressfield that uses golf as a metaphor for one man's spiritual and philosophical journeys in The Legend of Bagger Vance.The movie features Will Smith, Matt Damon and Charlize Theron. It is based on the 1995 book of the same title by Steven Pressfield and takes place in the U.S. state of Georgia in 1931. Rannulph Junuh was a gifted amateur golfer from Savannah until traumatic experiences during World War I shattered his confidence and sent him into a spiral of alcoholism. In 1931, Adele Invergordon, a beautiful heiress who once loved Junuh, inherits a spectacular but financially ailing golf course after the suicide of her father. To attract customers, she proposed a high-stakes match between the two most famous golfers of the day, Bobby Jones and Walter Hagen.Local businessmen sponsoring the match insist that a local golfer be added to the card, and Junuh is drafted for the position, but it soon becomes obvious that his game is just a shadow of its former glory. When things seem hopeless, a mysterious gentleman named Bagger Vance volunteers to serve as Junuh's caddy and coach, using a mixture of ancient wisdom and past- life knowledge to help Junah 'remember' the swing he's lost. Jack Lemmon,in his final film,provides narration in the movie.Although a lot of the critics hated the film due to the performances are hindered by an inadequate screenplay full of flat characters and bad dialogue as well as how it glosses over issues of racism,it manages to be a good view.Will Smith shows skill and subtlety in his ludicrous role as Bagger Vance. With regards to the production design,the visuals were superior as well.Although it may turn off some viewers,this is still an above average film as the talent involved makes this material worth the viewer's time for entertainment and satisfaction.",9,1,2,31 December 2011
