movie_title,title,review,rating,helpful,total,date
Despicable Me 2," You can't Despicable this movie
","Wow i was waiting for this movie to come out,and it was as good as i thought,the only animated sequel that might be better the monster inc. sequelTo start,the animation was great and the characters are so amusing i mean you can't hate the minions or grufor the cast voice it really bring the life to the characters Steve carrel is brilliant the movie had a story that we saw it before in another movies but still the funny scenes are new to me and i laughed very hard in each moment the movie is not childish it's for all age,see it with your friends or your familyAt the end i found despicable me 2 very funny and entertaining and worth your money and time",Null,1,2,12 July 2013
Men in Black 3," Fine ending for a great franchise
","I waited so long for men in black 3 even thought it was less than i think it will be but i enjoy itI don't usually take long for writing a review but this one i have a lot to talk about this movie First of all the movie had the same sense of humor as the last 2 movies but it toke me to different story than the last 2 it talk about Agent K past and how it effected on his future,how his old time enemy want to revengenow i don't want to spoil on you but recommend very much to watch this movie it might be the fastest hour and a half in your lifebeside the movie brought to you a new shape of aliens with great visual effects i hope they end the franchise with this movie cause it ended just well they don't have to make men in black 4 it will screw up the series P.S:i like that in this movie they upgrade some vehicles and the futuristic weapons are still a big effect in the movie",6,0,1,26 May 2013
Iron Man 3," astonishing movie i can never forget !
","you just can't simply avoid watching this film it was serious and several surprises is in every scene and every moment and i quote 'you will never see it coming!' as the mandrian said beside the actors performance really was astonishing i get alone with the movie,i reacted in the every single moment it was incredible, by the way you can not forget how the visual effects did it big effort and made the audience react well with the movie i recommend you to watch it 2D the 3D effects was only a few moments in the film so it wont be very different if you saw it in 2D it is just my advise,and you will love to watch the ending of the movie the big finally did it roll and adds an exciting felling to you, just please trust me and watch this film it's cool don't avoid this review please",8,8,20,2 May 2013
Iron Man 2," a rating for an action movie
",Great movie wonderful visual effects wonderful acting wonderful story line wonderful storytelling wonderful characters just amazing action thriller sci fiction movie with some taste of comedy but just if the movie was longest to preview the story with more details to bring some mystery to the movie and specially that iron man 3 is going they could made the story contain stuff you will never see it coming well i was impressed to see Ivan just distress tony stark every time they meet and to be specific when Ivan says and i quote 'you lose' and the most interested parts in the movie when tony aka iron man goes wild because his life is about to end very great editing and i loved the music and soundtracks in the movie the bullet sounds also the Coalescence between the suits of Ivan and Iron man and war machine,7,2,2,19 April 2013
Fast & Furious 6," Faster Than the rest of the franchise !!!
","This movie was so great maybe the best between the franchise the energy creativity in this movie was not found in the others i enjoyed every single second in the movie,beside for a movie who has explosive and fast cars with fight scenes it had a decent plotbut i won't say anything cause there is some TWIST in the plot i laughed so hard in this movie i would say almost half of the movie was comedynow for the post ending after credits it will grin your ears and make you curious about fast 7 the film deals with criminals world class with great mayhem by their carsIf you are interested by cars and explosive things and comedy with an amount of drama and love plus fight scenes with awesome mayhem F&F 6 is what you are looking forP.S:sorry for my English it's my second language",Null,2,5,8 July 2013
Pacific Rim," I'm So Thrilled even after watching it!
",This Movie is so freaking Awesome even thought i didn't know the exciting of this movie until two weeks before it being released and i was not a fan of Del Toro or giant robots vs giant monsters but when i saw this movie i loved it very muchthe acting was OK 7/10 the characters really makes you care about themthe visual effects were awesome 10/10the plot was great 8/10but i had a little bit problems with the movie like why there is only on female character in the whole entire movie!and why didn't gypsy danger start the fight with that sword that he havebut just for your information the action sequences in the movie lasts for like 40 minutes!!!!!!overall:Best Robots vs monster movie in the history you can even see it with your family,7,15,23,29 August 2013
Ant-Man," It's official Marvel turns everything it touches to gold
","Soo Ant-man is another marvel phase 2 movie starring Paul Rudd as Ant-man , who definitely did a great job portraying the hero , and I also like Michel dougles as hank pym cause he was a really good hank pym , aside of the acting the writing was good although it could've been better the premise and concept of the movie is odd yet well executed , cause in the end it is a heist movie starring an ant sized superhero , and I didn't expect the movie to have great action sequences which it did , though sometimes it felt like the bad guys were just faking getting punched or kicked aaand sometimes Ant-man really kicked ass , however you can expect a typical villain who really seems justtt you know clichéd , anyways I also loved how it ties to the MCU and that one duel between falcon and Scott !! Man that was cool , also this film delivers the usual marvel light tone but also providing emotional and deep moments aand it really really reallyyyy is funny , or maybe its just my sense of humor that is outdatedIn the end Ant-man is must watch movie for marvel fans or superheroes fans in general or anyone that wants to enjoy an amazing action heist movie",7,6,14,18 August 2015
Man of Steel," Superman's best film ever !
","The movie was way better than i expected,zack snyder brought the best action Sci Fi this years,i didn't know to watch either (MAN OF STEEL) or (WORLD WAR Z) but i watched man of steel and it was so good 1.Story line(7):well the story keeps you reacting with the movie and feel the mood it's not the best story although i don't won't to spoil the movie but it is great2.acting(8):the actors played there roles pretty good i was convinced by their acting3:visual effects(10):seriously the visual effects was the brilliant maybe better than iron man 3 effects,it is so good the spaceships,kripton planet the scenes of destruction just perfect if you wanna an action sci fi packed film with good story and that can entertain you for two hours and a half well i recommend man of steel for you P.S:3D version is not so different than 2D so watch it 2D version",7,1,4,22 June 2013
Monsters University," Pixer lives again !
","After massive success of toy story trilogy pixer is back with this hilarious sequel to monster incthe movie kicks off with scenes of young mike and his Ambitions to become a scarer and the with the introduction to the monster university,then he start to study to the final exams while sally is partying with his club,well after a while they compete in the scare games for a reason that i can't say,i really recommend to watch the movie it's so entertaining and funny i can say it's one of the best animation films iv'e ever seen actually it might be the best pixar film ever made after toy story 3",Null,0,0,25 June 2013
The Hangover Part III," At least the franchise ended with style
","Why so many people said that the hangover part III is a disappointing film well it's not i founded it a funny movie,well at least this part didn't copy the hangover I story line like part II it was another story beside i was glad that the franchise ended this way,now i don't want to spoil you but a big change will happen in the end,OK now lets talk about the story this movie takes you back to the hangover I characters and Mr show is back with more hilarious take out than before,i liked how marchel wanted to kill Mr show by sending the wolfpack to drug him and send him to marchel but here when the twist happened and everything went totally wrong, i loved the movie it's not as good as the hangover 2009 but it was entertaining",Null,0,0,22 June 2013
